rank,cluster,facility_id,facility_name,site_kind,n_sitreps,n_events,place_key,province,date_first_in_service,status_latest,beds_latest,flags,aliases,host_zone,events_in_cluster,settled
24,hosp-lwiro,ct-lwiro,CT de Lwiro,transit_centre,1,1,lwiro,Sud-Kivu,2026-08-27,operating,,possible_same_site,CT de Lwiro,,7,""
25,cte-oicha,ct-oicha,CT d’Oicha,transit_centre,3,3,oicha,Nord-Kivu,2026-07-23,operating,,possible_same_site,CT d’Oicha; CT de l’HGR Oicha; CT OICHA,,6,""
25,cte-oicha,cte-oicha,CTE d'Oicha,treatment_centre,2,2,oicha,Nord-Kivu,2026-07-14,strained,10,possible_same_site,CTE d'Oicha,,6,""
25,cte-oicha,hosp-hgr-oicha,HGR Oicha,hospital_isolation,1,1,oicha,Nord-Kivu,2026-07-08,operating,,possible_same_site,HGR Oicha,,6,""
26,hosp-cs-bunji,hosp-cs-bundji,CS Bundji,hospital_isolation,3,3,bundji,Nord-Kivu,2026-07-11,operating,,possible_host_variant;possible_name_subset;possible_spelling_variant,CS Bundji,,6,""
26,hosp-cs-bunji,hosp-bundji,Bundji,hospital_isolation,1,1,bundji,Nord-Kivu,2026-07-02,operating,,possible_host_variant;possible_name_subset;possible_same_site,Bundji,,6,""
26,hosp-cs-bunji,hosp-cs-bunji,CS Bunji,hospital_isolation,1,1,bunji,Nord-Kivu,2026-06-27,operating,,possible_spelling_variant,CS Bunji,,6,""
26,hosp-cs-bunji,site-bundji,BUNDJI,other,1,1,beni,Nord-Kivu,,mention_only,,possible_same_site,BUNDJI,,6,""
27,hosp-cs-fedi-mangobo,hosp-cs-fedi,CS FEDI,hospital_isolation,4,4,fedi,Tshopo,2026-07-18,operating,,possible_name_subset,CS Fedi; CS FEDI,,5,""
27,hosp-cs-fedi-mangobo,hosp-cs-fedi-mangobo,CS FEDI de Mangobo,hospital_isolation,1,1,mangobo,Tshopo,2026-07-26,operating,,possible_name_subset,CS FEDI de Mangobo,,5,""
28,site-cs-rwankole,site-ch-rwankole,CH Rwankole,other,4,4,rwankole,Ituri,,mention_only,,possible_host_variant;possible_spelling_variant,CH Rwankole,,5,""
28,site-cs-rwankole,site-cs-rwankole,CS Rwankole,other,1,1,rwankole,"",,mention_only,,possible_host_variant;possible_spelling_variant,CS Rwankole,,5,""
29,ci-konga-konga,ci-konga-konga,Konga-Konga,isolation_centre,3,3,konga konga,Tshopo,,under_construction,,possible_name_subset,Konga-Konga; sites d’isolement de Kongakonga,,4,""
29,ci-konga-konga,ci-isolements-konga-konga,isolements (KONGA KONGA),isolation_centre,1,1,konga konga,Tshopo,,under_construction,,possible_name_subset,isolements (KONGA KONGA),,4,""
30,site-cs-aero,site-cs-aero,CS Aero,other,3,3,aero,Ituri,,mention_only,,possible_host_variant,CS Aero,,4,""
30,site-cs-aero,site-aero,Aéro,other,1,1,bunia,Ituri,,mention_only,,possible_host_variant,Aéro,,4,""
31,site-clinique-williams,site-clinique-william,Clinique William,other,3,3,william,Tshopo,,mention_only,,possible_spelling_variant,Clinique William,,4,""
31,site-clinique-williams,site-clinique-williams,Clinique Williams,other,1,1,williams,Tshopo,,mention_only,,possible_spelling_variant,Clinique Williams,,4,""
32,site-csr-lembabo,site-csr-lembabo,CSR Lembabo,other,3,3,lembabo,Ituri,,mention_only,,possible_spelling_variant,CSR Lembabo; CSR LEMBABO,,4,""
32,site-csr-lembabo,site-cs-lembabo,CS Lembabo,other,1,1,lembabo,Ituri,,mention_only,,possible_spelling_variant,CS Lembabo,,4,""
33,site-cs-amani,site-cs-amani,CS Amani,other,2,2,amani,Nord-Kivu,,mention_only,,possible_host_variant;possible_spelling_variant,CS Amani,,4,""
33,site-cs-amani,site-ch-amani,CH Amani,other,1,1,amani,Ituri,,mention_only,,possible_host_variant;possible_spelling_variant,CH Amani,,4,""
33,site-cs-amani,site-cm-amani,CM Amani,other,1,1,amani,Ituri,,mention_only,,possible_host_variant;possible_spelling_variant,CM Amani,,4,""
34,site-cs-boikene,ci-cs-boikene,CS Boikene,isolation_centre,2,2,boikene,Nord-Kivu,,mention_only,,possible_same_site,CS Boikene,,3,""
34,site-cs-boikene,site-cs-boikene,CS BOIKENE,other,1,1,beni,Nord-Kivu,,mention_only,,possible_same_site,CS BOIKENE,,3,""
35,hosp-hckis,cte-hckis,CTE HCKis,treatment_centre,2,2,hckis,Tshopo,2026-07-21,operating,,possible_same_site,CTE HCKis; CTE HCKIS,,3,""
35,hosp-hckis,hosp-hckis,HCKis,hospital_isolation,1,1,kis,Tshopo,2026-07-18,operating,,possible_same_site,HCKis,,3,""
36,site-cs-abelkozo,site-cs-abelkozo,CS Abelkozo,other,2,2,abelkozo,Ituri,,mention_only,,possible_host_variant;possible_name_subset,CS Abelkozo,,3,""
36,site-cs-abelkozo,site-abelkozo,Abelkozo,other,1,1,abelkozo,"",,mention_only,,possible_host_variant;possible_name_subset,Abelkozo,,3,""
37,site-cm-gracia,site-cm-gracia,CM Gracia,other,2,2,beni,Nord-Kivu,,mention_only,,possible_host_variant;possible_spelling_variant,CM Gracia; CM GRACIA,,3,""
37,site-cm-gracia,site-ch-gracia,CH Gracia,other,1,1,beni,Nord-Kivu,,mention_only,,possible_host_variant;possible_spelling_variant,CH Gracia,,3,""
38,site-cs-ruwenzori,site-cs-ruwenzori,CS Ruwenzori,other,2,2,beni,Nord-Kivu,,mention_only,,possible_host_variant;possible_spelling_variant,CS Ruwenzori,,3,""
38,site-cs-ruwenzori,site-ch-ruwenzori,CH Ruwenzori,other,1,1,beni,Nord-Kivu,,mention_only,,possible_host_variant;possible_spelling_variant,CH Ruwenzori,,3,""
39,site-cs-salama,site-clinique-salama,Clinique Salama,other,2,2,salama,Ituri,,mention_only,,possible_host_variant,Clinique Salama,,3,""
39,site-cs-salama,site-cs-salama,CS SALAMA,other,1,1,salama,Ituri,,mention_only,,possible_host_variant,CS SALAMA,,3,""
40,site-ps-bora-uzima,site-cs-bora-uzima,CS Bora Uzima,other,2,2,bora uzima,Ituri,,mention_only,,possible_spelling_variant,CS Bora Uzima,,3,""
40,site-ps-bora-uzima,site-ps-bora-uzima,PS Bora Uzima,other,1,1,ps bora uzima,"",,mention_only,,possible_spelling_variant,PS Bora Uzima,,3,""
41,site-ps-maranatha,site-ps-maranatha,PS Maranatha,other,2,2,ps maranatha,"",,mention_only,,possible_spelling_variant,PS Maranatha,,3,""
41,site-ps-maranatha,site-cs-maranatha,CS Maranatha,other,1,1,maranatha,Nord-Kivu,,mention_only,,possible_spelling_variant,CS Maranatha,,3,""
42,site-hopital-cinquantenaire,site-hopital-cinquantenaire,hôpital du cinquantenaire,other,2,2,kinshasa,"",,mention_only,,possible_host_variant,hôpital du cinquantenaire; hôpital du Cinquantenaire,,3,""
42,site-hopital-cinquantenaire,site-hgr-cinquantenaire,HGR Cinquantenaire,other,1,1,cinquantenaire,Tshopo,,mention_only,,possible_host_variant,HGR Cinquantenaire,,3,""
43,site-csr-rubi-lisanga,site-cs-reference-rubi-lisanga,CS de référence de Rubi Lisanga,other,1,1,rubi lisanga,Bas-Uele,,closed,,possible_name_subset,CS de référence de Rubi Lisanga,,3,""
43,site-csr-rubi-lisanga,site-cs-rubi-lisanga,CS Rubi-Lisanga,other,1,1,rubi lisanga,Bas-Uele,,mention_only,,possible_name_subset;possible_spelling_variant,CS Rubi-Lisanga,,3,""
43,site-csr-rubi-lisanga,site-csr-rubi-lisanga,CSR Rubi Lisanga,other,1,1,rubi lisanga,Bas-Uele,,mention_only,,possible_spelling_variant,CSR Rubi Lisanga,,3,""
44,site-cs-famille,site-centre-hospitalier-famille,Centre hospitalier La Famille,other,1,1,6 transversale,Tshopo,,mention_only,,possible_host_variant,Centre hospitalier La Famille,,2,""
44,site-cs-famille,site-cs-famille,CS La Famille,other,1,1,famille,Tshopo,,mention_only,,possible_host_variant,CS La Famille,,2,""
45,site-cm-joie,site-centre-medical-joie,centre médical La Joie,other,1,1,beni,Nord-Kivu,2026-08-01,incident,,possible_host_variant,centre médical La Joie,,2,""
45,site-cm-joie,site-cm-joie,CM La Joie,other,1,1,joie,Nord-Kivu,,mention_only,,possible_host_variant,CM La Joie,,2,""
46,site-cs-kavumu,site-ch-kavumu,CH Kavumu,other,1,1,kavumu,Sud-Kivu,,mention_only,,possible_host_variant;possible_spelling_variant,CH Kavumu,,2,""
46,site-cs-kavumu,site-cs-kavumu,CS Kavumu,other,1,1,kavumu,Sud-Kivu,,mention_only,,possible_host_variant;possible_spelling_variant,CS Kavumu,,2,""
47,site-cs-kyaghala,site-ch-kyaghala,CH KYAGHALA,other,1,1,kyaghala,"",,mention_only,,possible_host_variant;possible_spelling_variant,CH KYAGHALA,,2,""
47,site-cs-kyaghala,site-cs-kyaghala,CS Kyaghala,other,1,1,kyaghala,Nord-Kivu,,mention_only,,possible_host_variant;possible_spelling_variant,CS Kyaghala,,2,""
48,site-ch-lwiro-centre,site-ch-lwiro,CH Lwiro,other,1,1,lwiro,Sud-Kivu,,mention_only,,possible_name_subset,CH Lwiro,,2,""
48,site-ch-lwiro-centre,site-ch-lwiro-centre,CH Lwiro Centre,other,1,1,lwiro,Sud-Kivu,,mention_only,,possible_name_subset,CH Lwiro Centre,,2,""
49,site-cs-mudzi-maria,site-ch-mudzi-maria,CH Mudzi Maria,other,1,1,mudzi maria,"",,mention_only,,possible_host_variant;possible_spelling_variant,CH Mudzi Maria,,2,""
49,site-cs-mudzi-maria,site-cs-mudzi-maria,CS Mudzi maria,other,1,1,bunia,Ituri,,mention_only,,possible_host_variant;possible_spelling_variant,CS Mudzi maria,,2,""
50,site-cs-mukuna,site-ch-mukuna,CH Mukuna,other,1,1,mukuna,"",,mention_only,,possible_host_variant;possible_spelling_variant,CH Mukuna,,2,""
50,site-cs-mukuna,site-cs-mukuna,CS Mukuna,other,1,1,mukuna,Nord-Kivu,,mention_only,,possible_host_variant;possible_spelling_variant,CS Mukuna,,2,""
51,site-cm-shukrani,site-ch-shukrani,CH Shukrani,other,1,1,shukrani,Tshopo,,mention_only,,possible_host_variant;possible_spelling_variant,CH Shukrani,,2,""
51,site-cm-shukrani,site-cm-shukrani,CM Shukrani,other,1,1,shukrani,Tshopo,,mention_only,,possible_host_variant;possible_spelling_variant,CM Shukrani,,2,""
52,site-clinique-sofepadi,site-ch-sofepadi,CH SOFEPADI,other,1,1,bunia,Ituri,,mention_only,,possible_host_variant,CH SOFEPADI,,2,""
52,site-clinique-sofepadi,site-clinique-sofepadi,Clinique SOFEPADI,other,1,1,bunia,Ituri,,mention_only,,possible_host_variant,Clinique SOFEPADI,,2,""
53,site-chaoboka,site-chahoboka,Chahoboka,other,1,1,chahoboka,Sud-Kivu,,mention_only,,possible_spelling_variant,Chahoboka,,2,""
53,site-chaoboka,site-chaoboka,Chaoboka,other,1,1,chaoboka,Sud-Kivu,,mention_only,,possible_spelling_variant,Chaoboka,,2,""
54,site-cm-gloria,site-clinique-gloria,Clinique Gloria,other,1,1,gloria,"",,mention_only,,possible_host_variant,Clinique Gloria,,2,""
54,site-cm-gloria,site-cm-gloria,CM GLORIA,other,1,1,gloria,Ituri,,mention_only,,possible_host_variant,CM GLORIA,,2,""
55,site-cm-karibuni,site-clinique-karibuni,Clinique KARIBUNI,other,1,1,karibuni,"",,mention_only,,possible_host_variant,Clinique KARIBUNI,,2,""
55,site-cm-karibuni,site-cm-karibuni,CM Karibuni,other,1,1,karibuni,"",,mention_only,,possible_host_variant,CM Karibuni,,2,""
56,site-cs-merites,site-clinique-merites,Clinique les Mérites,other,1,1,bunia,Ituri,,mention_only,,possible_host_variant,Clinique les Mérites,,2,""
56,site-cs-merites,site-cs-merites,CS. Les merites,other,1,1,merites,Ituri,,mention_only,,possible_host_variant,CS. Les merites,,2,""
57,site-cs-jades,site-cm-jades,CM JADES,other,1,1,beni,Nord-Kivu,,mention_only,,possible_host_variant;possible_spelling_variant,CM JADES,,2,""
57,site-cs-jades,site-cs-jades,CS Jades,other,1,1,jades,Nord-Kivu,,mention_only,,possible_host_variant;possible_spelling_variant,CS Jades,,2,""
58,site-csr-matete,site-cs-matete,CS Matete,other,1,1,matete,Tshopo,,mention_only,,possible_spelling_variant,CS Matete,,2,""
58,site-csr-matete,site-csr-matete,CSR Matete,other,1,1,matete,Tshopo,,mention_only,,possible_spelling_variant,CSR Matete,,2,""
59,site-rwambuzi,site-cs-rwambuzi,CS Rwambuzi,other,1,1,rwambuzi,Ituri,,mention_only,,possible_host_variant,CS Rwambuzi,,2,""
59,site-rwambuzi,site-rwambuzi,Rwambuzi,other,1,1,bunia,Ituri,,mention_only,,possible_host_variant,Rwambuzi,,2,""
60,site-kalagane,site-ess-kalagane,ESS Kalagane,other,1,1,kalagane,Sud-Kivu,,mention_only,,possible_host_variant;possible_name_subset,ESS Kalagane,,2,""
60,site-kalagane,site-kalagane,Kalagane,other,1,1,kalagane,"",,mention_only,,possible_host_variant;possible_name_subset,Kalagane,,2,""
61,site-hopital-general-logo,site-hgr-logo,HGR de la Zone de Santé de Logo,other,1,1,logo,Ituri,,mention_only,,possible_host_variant;possible_same_host,HGR de la Zone de Santé de Logo,Logo,2,""
61,site-hopital-general-logo,site-hopital-general-logo,Hôpital général de Logo,other,1,1,logo,Ituri,,mention_only,,possible_host_variant;possible_same_host,Hôpital général de Logo,Logo,2,""
62,site-simbiliambo,site-simbiliabo,Simbiliabo,other,1,1,simbiliabo,Ituri,,mention_only,,possible_spelling_variant,Simbiliabo,,2,""
62,site-simbiliambo,site-simbiliambo,Simbiliambo,other,1,1,bunia,Ituri,,mention_only,,possible_spelling_variant,Simbiliambo,,2,""
