facility_id,facility_name,site_kind,place_key,health_zone,province,n_sitreps,n_events,confirmed_in_zone,name_known,place_known,grid3_type,flags
site-ch-saint-joseph,CH Saint Joseph,other,rughenda,Katwa,Nord-Kivu,2,2,FALSE,FALSE,TRUE,,""
site-clinique-salama,Clinique Salama,other,salama,"",Ituri,2,2,FALSE,FALSE,TRUE,,possible_host_variant
site-clinique-universitaire,clinique universitaire,other,isiro,Isiro,Haut-Uele,2,2,FALSE,FALSE,TRUE,,possible_name_subset
site-cliniques-universitaires-horizon,cliniques universitaires Horizon,other,horizon,Goma,Nord-Kivu,2,2,FALSE,FALSE,TRUE,,""
site-cm-bethel,CM bethel,other,bethel,"",Ituri,2,2,FALSE,FALSE,TRUE,,""
site-cm-gracia,CM Gracia,other,beni,Beni,Nord-Kivu,2,2,FALSE,FALSE,TRUE,,possible_host_variant;possible_spelling_variant
site-cm-lobiko,CM Lobiko,other,lobiko,Rwampara,Ituri,2,2,FALSE,FALSE,TRUE,,""
site-cs-abelkozo,CS Abelkozo,other,abelkozo,Mongbwalu,Ituri,2,2,FALSE,FALSE,TRUE,,possible_host_variant;possible_name_subset
site-cs-amani,CS Amani,other,amani,Karisimbi,Nord-Kivu,2,2,FALSE,FALSE,TRUE,,possible_host_variant;possible_spelling_variant
site-cs-bora-uzima,CS Bora Uzima,other,bora uzima,Bunia,Ituri,2,2,FALSE,FALSE,TRUE,,possible_spelling_variant
site-cs-cnca,CS CNCA,other,cnca,"",Ituri,2,2,FALSE,FALSE,TRUE,,""
site-cs-congo,CS du Congo,other,congo,Buta,Bas-Uele,2,2,FALSE,FALSE,FALSE,,""
site-cs-kwetu,CS Kwetu,other,kwetu,Tshopo,Tshopo,2,2,FALSE,FALSE,TRUE,,""
site-cs-mabakanga,CS Mabakanga,other,beni,Beni,Nord-Kivu,2,2,FALSE,FALSE,TRUE,,""
site-cs-ruwenzori,CS Ruwenzori,other,beni,Beni,Nord-Kivu,2,2,FALSE,FALSE,TRUE,,possible_host_variant;possible_spelling_variant
site-cs-rwamapara,CS Rwamapara,other,rwamapara,Rwamapara,Ituri,2,2,FALSE,FALSE,FALSE,,possible_spelling_variant
site-cs-tely,CS Tely,other,tely,Isiro,Haut-Uele,2,2,FALSE,FALSE,TRUE,,""
site-cug,CUG,other,cug,"",Nord-Kivu,2,2,FALSE,FALSE,FALSE,,""
site-dispensaire-afia-bora,"Dispensaire, Afia Bora",other,dispensaire afia bora,"","",2,2,FALSE,FALSE,FALSE,,""
site-hgr-kyondo,HGR de Kyondo,other,kyondo,Kyondo,Nord-Kivu,2,2,FALSE,FALSE,TRUE,,""
site-hgr-lita,HGR de Lita,other,lita,Lita,Ituri,2,2,FALSE,FALSE,TRUE,,""
site-hgr-mangobo,HGR Mangobo,other,mangobo,Mangobo,Tshopo,2,2,FALSE,FALSE,TRUE,,""
site-hopital-cinquantenaire,hôpital du cinquantenaire,other,kinshasa,"","",2,2,FALSE,FALSE,TRUE,,possible_host_variant
site-hopital-general-reference-province-bas-uele,hôpital général de référence de la province de Bas Uele,other,province bas uele,"",Bas-Uele,1,2,FALSE,FALSE,FALSE,,""
site-hopital-libiki,hôpital Libiki,other,libiki,"",Haut-Uele,2,2,FALSE,FALSE,FALSE,,""
site-iem-nyakunde,IEM Nyakunde,other,nyakunde,Nyakunde,Ituri,2,2,FALSE,FALSE,TRUE,,""
site-matanda,Matanda,other,matanda,"",Nord-Kivu,2,2,FALSE,TRUE,TRUE,,possible_host_variant;possible_name_subset;possible_same_site
site-pavillon-militaire,pavillon militaire,other,pavillon militaire,Tshopo,Tshopo,2,2,FALSE,FALSE,FALSE,,""
site-ps-cbca,PS CBCA,other,ps cbca,"",Ituri,2,2,FALSE,FALSE,FALSE,,""
site-ps-katoto,PS Katoto,other,katoto,"","",2,2,FALSE,FALSE,TRUE,,""
site-ps-maranatha,PS Maranatha,other,ps maranatha,"","",2,2,FALSE,FALSE,FALSE,,possible_spelling_variant
site-ps-sante-abord,PS sante d’abord,other,ps sante abord,"","",2,2,FALSE,FALSE,FALSE,,""
site-ps-umoja,PS Umoja,other,lembabo,Bunia,Ituri,2,2,FALSE,FALSE,TRUE,,""
site-ps-ushindi,PS Ushindi,other,ps ushindi,"","",2,2,FALSE,FALSE,FALSE,,""
ci-cs-makabo,CS Makabo,isolation_centre,makabo,Rwampara,Ituri,1,1,FALSE,FALSE,FALSE,,""
ci-hgr-bunia,bâtiment d'isolement de l’HGR-Bunia,isolation_centre,bunia,Bunia,Ituri,1,1,FALSE,FALSE,TRUE,,possible_same_site
ci-hgr-isiro,centre d’isolement de l’HGR d’Isiro,isolation_centre,isiro,Isiro,Haut-Uele,1,1,FALSE,FALSE,TRUE,,possible_same_site
ci-hgr-musienene,centre d'isolement à l'HGR de Musienene,isolation_centre,musienene,Musienene,Nord-Kivu,1,1,FALSE,FALSE,TRUE,,possible_same_site
ci-isolement-hgr-vuhovi,isolement de l'HGR Vuhovi,isolation_centre,vuhovi,Vuhovi,Nord-Kivu,1,1,FALSE,FALSE,TRUE,,""
ci-isolement-musienene,isolement de Musienene,isolation_centre,musienene,Musienene,Nord-Kivu,1,1,FALSE,FALSE,TRUE,,""
ci-isolement-zs-katana,isolement de la ZS de Katana,isolation_centre,katana,Katana,Sud-Kivu,1,1,FALSE,FALSE,TRUE,,possible_name_subset
ci-isolements-konga-konga,isolements (KONGA KONGA),isolation_centre,konga konga,Makiso Kisangani,Tshopo,1,1,FALSE,FALSE,TRUE,,possible_name_subset
ci-sites-lita,sites de Lita,isolation_centre,lita,Lita,Ituri,1,1,FALSE,FALSE,TRUE,,""
ci-sites-logo,sites de Logo,isolation_centre,logo,Logo,Ituri,1,1,FALSE,FALSE,TRUE,,""
ci-sites-mambasa,sites de Mambasa,isolation_centre,mambasa,Mambasa,Ituri,1,1,FALSE,FALSE,TRUE,,""
ci-sites-nizi,sites de Nizi,isolation_centre,nizi,Nizi,Ituri,1,1,FALSE,FALSE,TRUE,,""
ct-1ct-sota,1CT SOTA,transit_centre,sota,Nyankunde,Ituri,1,1,FALSE,FALSE,TRUE,,possible_name_subset
ct-camp-deplaces-kingoze,CT du camp de déplacés de Kingoze,transit_centre,kingoze,"",Ituri,1,1,FALSE,FALSE,FALSE,,""
ct-camp-kingozi,CT du camp de Kingozi,transit_centre,camp kingozi,"",Ituri,1,1,FALSE,FALSE,FALSE,,""
ct-ctem,CTEM,transit_centre,ctem,"",Ituri,1,1,FALSE,FALSE,FALSE,,""
ct-cub,CUB,transit_centre,cub,"",Sud-Kivu,1,1,FALSE,FALSE,FALSE,,""
ct-fataki,CT Fataki,transit_centre,fataki,Fataki,Ituri,1,1,FALSE,FALSE,TRUE,,possible_same_site
ct-hgr-bunia,CT HGR Bunia,transit_centre,bunia,Bunia,Ituri,1,1,FALSE,FALSE,TRUE,,possible_host_variant;possible_name_subset;possible_same_host;possible_same_site
ct-kanzuli,CT Kanzuli,transit_centre,kanzuli,"",Nord-Kivu,1,1,FALSE,FALSE,FALSE,,""
ct-limba,centre de transit de Limba,transit_centre,limba,Viadana,Bas-Uele,1,1,FALSE,FALSE,TRUE,,""
ct-logo,CT Logo,transit_centre,logo,Logo,Ituri,1,1,FALSE,FALSE,TRUE,,possible_same_site
ct-lwiro,CT de Lwiro,transit_centre,lwiro,Miti Murhesa,Sud-Kivu,1,1,FALSE,FALSE,TRUE,,possible_same_site
ct-mangala,CT de Mangala,transit_centre,mangala,Mangala,Ituri,1,1,FALSE,FALSE,TRUE,,possible_same_site
ct-matanda,CT de Matanda,transit_centre,matanda,"",Nord-Kivu,1,1,FALSE,FALSE,TRUE,,possible_same_site
ct-mayogo,CT de Mayogo,transit_centre,mayogo,Isiro,Haut-Uele,1,1,FALSE,FALSE,TRUE,,""
ct-mpox,CT Mpox,transit_centre,mpox,"","",1,1,FALSE,FALSE,FALSE,,""
ct-uob,centre de transit de l'UOB,transit_centre,uob,"",Sud-Kivu,1,1,FALSE,FALSE,FALSE,,""
ct-vuhovi,CT de Vuhovi,transit_centre,vuhovi,Vuhovi,Nord-Kivu,1,1,FALSE,FALSE,TRUE,,""
cte-cth-isiro,CTH d’Isiro,treatment_centre,isiro,Isiro,Haut-Uele,1,1,FALSE,FALSE,TRUE,,possible_name_subset
cte-ctm,CTM,treatment_centre,ctm,"",Tshopo,1,1,FALSE,FALSE,FALSE,,""
cte-elikya-bunia,CTE Elikya/Bunia,treatment_centre,bunia,Bunia,Ituri,1,1,FALSE,FALSE,TRUE,,possible_name_subset
cte-elikya-zs-bunia,CTE Elikya/ZS Bunia,treatment_centre,bunia,Bunia,Ituri,1,1,FALSE,FALSE,TRUE,,possible_name_subset
cte-foner-mambasa,CTE de Foner Mambasa,treatment_centre,foner mambasa,"",Ituri,1,1,FALSE,FALSE,FALSE,,""
cte-iste,CTE ISTE,treatment_centre,iste,"",Ituri,1,1,FALSE,FALSE,FALSE,,""
cte-istm-nyankunde-bunia,CTE de L'ISTM NYANKUNDE A BUNIA,treatment_centre,bunia,Bunia,Ituri,1,1,FALSE,FALSE,TRUE,,possible_missing_place;possible_name_subset
cte-istm-zs-rwampara,CTE ISTM/ZS Rwampara,treatment_centre,rwampara,Rwampara,Ituri,1,1,FALSE,FALSE,TRUE,,possible_missing_place;possible_name_subset
cte-juhudi,CTE de Juhudi,treatment_centre,juhudi,Nia-Nia,"",1,1,FALSE,FALSE,TRUE,,""
cte-kalunguta,CTE Kalunguta,treatment_centre,kalunguta,Kalunguta,Nord-Kivu,1,1,FALSE,FALSE,TRUE,,""
cte-mambasa-lolwa,Mambasa Lolwa,treatment_centre,mambasa lolwa,"",Ituri,1,1,FALSE,FALSE,FALSE,,""
cte-munigi,CTE Munigi,treatment_centre,munigi,Nyiragongo,Nord-Kivu,1,1,FALSE,FALSE,TRUE,,""
cte-simisimi,CTE normé de Simisimi,treatment_centre,simisimi,Basoko,Tshopo,1,1,FALSE,FALSE,TRUE,,""
cte-tuluba,CTE Tuluba,treatment_centre,tuluba,Isiro,Haut-Uele,1,1,FALSE,FALSE,TRUE,,""
cte-watsa,Watsa,treatment_centre,watsa,Watsa,Haut-Uele,1,1,FALSE,FALSE,TRUE,,""
hosp-c-h-vukaka,C.H Vukaka,hospital_isolation,vukaka,Katwa,Nord-Kivu,1,1,FALSE,FALSE,TRUE,,""
hosp-centre-hospitalier-pnc,centre hospitalier de la PNC,hospital_isolation,pnc,"","",1,1,FALSE,FALSE,TRUE,,""
hosp-centre-hospitalier-tinge,centre hospitalier de Tinge,hospital_isolation,tinge,Kalunguta,Nord-Kivu,1,1,FALSE,FALSE,TRUE,,""
hosp-centre-medical-evangelique-bunia,Centre Médical Évangélique de Bunia,hospital_isolation,bunia,Bunia,Ituri,1,1,FALSE,FALSE,TRUE,,possible_host_variant
hosp-centre-sante-kyambogho,centre de santé de Kyambogho,hospital_isolation,kyambogho,Musienene,Nord-Kivu,1,1,FALSE,FALSE,TRUE,,""
hosp-ch-felicite,CH Félicité,hospital_isolation,felicite,Butembo,Nord-Kivu,1,1,FALSE,FALSE,TRUE,,""
hosp-ch-joie,CH La Joie,hospital_isolation,kanzulinzuli,Beni,Nord-Kivu,1,1,FALSE,FALSE,TRUE,,""
hosp-ch-providence,CH LA PROVIDENCE,hospital_isolation,bunia,Bunia,Ituri,1,1,FALSE,FALSE,TRUE,,""
hosp-ch-sainte-rita,CH SAINTE RITA,hospital_isolation,sainte rita,"",Nord-Kivu,1,1,FALSE,FALSE,FALSE,,""
hosp-citadele,CITADELE,hospital_isolation,bunia,Bunia,Ituri,1,1,FALSE,FALSE,TRUE,,""
hosp-clinique-benedicte,Clinique Bénedicte,hospital_isolation,bunia,Bunia,Ituri,1,1,FALSE,FALSE,TRUE,,""
hosp-clinique-citadelle,Clinique CITADELLE,hospital_isolation,bunia,Bunia,Ituri,1,1,FALSE,FALSE,TRUE,,""
hosp-clinique-est,Clinique de l'Est,hospital_isolation,est,"",Haut-Uele,1,1,FALSE,FALSE,FALSE,,""
hosp-cliniques-universitaires-bukavu,Cliniques universitaires de Bukavu,hospital_isolation,bukavu,"",Sud-Kivu,1,1,FALSE,FALSE,FALSE,,""
hosp-cliniques-universitaires-uele,cliniques universitaires de l'Uélé,hospital_isolation,s universitaires uele,"","",1,1,FALSE,FALSE,FALSE,,""
hosp-cm-mathysen,CM MATHYSEN,hospital_isolation,bunia,Bunia,Ituri,1,1,FALSE,FALSE,TRUE,,""
hosp-cm-merites,CM LES MERITES,hospital_isolation,bunia,Bunia,Ituri,1,1,FALSE,FALSE,TRUE,,""
hosp-cme-zs-rwampara,CME/Zs Rwampara,hospital_isolation,rwampara,Rwampara,Ituri,1,1,FALSE,FALSE,TRUE,,possible_name_subset
hosp-cs-bunji,CS Bunji,hospital_isolation,bunji,"",Nord-Kivu,1,1,FALSE,FALSE,FALSE,,possible_spelling_variant
hosp-cs-fedi-mangobo,CS FEDI de Mangobo,hospital_isolation,mangobo,Mangobo,Tshopo,1,1,FALSE,FALSE,TRUE,,possible_name_subset
hosp-cs-kasindi,CS Kasindi,hospital_isolation,kasindi,Mutwanga,Nord-Kivu,1,1,FALSE,FALSE,TRUE,,""
hosp-cs-makerere,CS Makerere,hospital_isolation,makerere,"","",1,1,FALSE,FALSE,TRUE,,""
hosp-csr-kyavonyonge,CSR Kyavonyonge,hospital_isolation,kyavonyonge,Kyondo,Nord-Kivu,1,1,FALSE,FALSE,FALSE,,""
hosp-cug-butembo,CUG de Butembo,hospital_isolation,butembo,Butembo,Nord-Kivu,1,1,FALSE,FALSE,TRUE,,""
hosp-hckis,HCKis,hospital_isolation,kis,"",Tshopo,1,1,FALSE,FALSE,FALSE,,possible_same_site
hosp-hgr-mabalako,HGR Mabalako,hospital_isolation,mabalako,Mabalako,Nord-Kivu,1,1,FALSE,FALSE,TRUE,,""
hosp-hgr-musienene,HGR MUSIENENE,hospital_isolation,musienene,Musienene,Nord-Kivu,1,1,FALSE,FALSE,TRUE,,possible_same_site
hosp-hgr-nia-nia,HGR de Nia-Nia,hospital_isolation,nia nia,Nia-Nia,Ituri,1,1,FALSE,FALSE,TRUE,,possible_same_site
hosp-hgr-oicha,HGR Oicha,hospital_isolation,oicha,Oicha,Nord-Kivu,1,1,FALSE,FALSE,TRUE,,possible_same_site
hosp-hgr-pawa,HGR de Pawa,hospital_isolation,pawa,Pawa,Haut-Uele,1,1,FALSE,FALSE,TRUE,,""
hosp-hgr-tchomia,HGR de Tchomia,hospital_isolation,tchomia,Tchomia,Ituri,1,1,FALSE,FALSE,TRUE,,""
hosp-hgr-zs-nyankunde,HGR de la ZS de Nyankunde,hospital_isolation,nyankunde,Nyankunde,Ituri,1,1,FALSE,FALSE,TRUE,,possible_name_subset
hosp-hopital-heal-africa,hopital Heal Africa,hospital_isolation,goma,Goma,Nord-Kivu,1,1,FALSE,FALSE,TRUE,,""
hosp-hopital-mambangu,Hôpital de Mambangu,hospital_isolation,mambangu,"","",1,1,FALSE,FALSE,FALSE,,""
hosp-hopital-militaire-makiso-kisangani,hôpital militaire de Makiso-Kisangani,hospital_isolation,makiso kisangani,Makiso Kisangani,Tshopo,1,1,FALSE,FALSE,TRUE,,""
hosp-hopital-mongbwalu,hôpital Mongbwalu,hospital_isolation,mongbwalu,Mongbwalu,Ituri,1,1,FALSE,FALSE,TRUE,,possible_host_variant;possible_same_host
hosp-katana,Katana,hospital_isolation,katana,Katana,Sud-Kivu,1,1,FALSE,FALSE,TRUE,,possible_host_variant;possible_name_subset;possible_same_host
hosp-ps-divine,PS Divine,hospital_isolation,divine,"","",1,1,FALSE,FALSE,TRUE,,""
hosp-rwakole,RWAKOLE,hospital_isolation,bunia,Bunia,Ituri,1,1,FALSE,FALSE,TRUE,,""
site-abelkozo,Abelkozo,other,abelkozo,"","",1,1,FALSE,TRUE,TRUE,,possible_host_variant;possible_name_subset
site-as-birinyama,AS Birinyama,other,birinyama,Nyankunde,Ituri,1,1,FALSE,FALSE,TRUE,,""
site-bcz-bunia,Bcz/Bunia,other,bunia,Bunia,Ituri,1,1,FALSE,FALSE,TRUE,,""
site-bethsaida,Bethsaïda,other,bethsaida,Beni,Nord-Kivu,1,1,FALSE,TRUE,TRUE,,""
site-c-m-banalisasa,C.M Banalisasa,other,c m banalisasa,"",Nord-Kivu,1,1,FALSE,FALSE,FALSE,,""
site-c-m-emmanuel,C.M Emmanuel,other,c m emmanuel,"",Nord-Kivu,1,1,FALSE,FALSE,FALSE,,""
site-c-m-furaha,C.M Furaha,other,c m furaha,"",Nord-Kivu,1,1,FALSE,FALSE,FALSE,,""
site-cecca-20,CECCA-20,other,cecca 20,"","",1,1,FALSE,FALSE,FALSE,,""
site-cem-nyankunde,CEM Nyankunde,other,nyankunde,Bunia,Ituri,1,1,FALSE,FALSE,TRUE,,possible_spelling_variant
site-central-soleniama,Central soleniama,other,central soleniama,"","",1,1,FALSE,FALSE,FALSE,,""
site-centre-hospitalier-bugarula,Centre hospitalier Bugarula,other,bugarula,Idjwi,Sud-Kivu,1,1,FALSE,FALSE,TRUE,,""
site-centre-hospitalier-famille,Centre hospitalier La Famille,other,6 transversale,Kabondo,Tshopo,1,1,FALSE,FALSE,FALSE,,possible_host_variant
site-centre-hospitalier-kavale,Centre Hospitalier Kavale,other,kavale,Musienene,"",1,1,FALSE,FALSE,FALSE,,""
site-centre-hospitalier-sainte-rita,Centre Hospitalier Sainte Rita,other,sainte rita,Musienene,"",1,1,FALSE,FALSE,FALSE,,""
site-centre-hospitalier-tokobika,centre hospitalier TOKOBIKA,other,tokobika,"","",1,1,FALSE,FALSE,TRUE,,""
site-centre-hospitalier-unibu,Centre Hospitalier UNIBU,other,lumumba,Bunia,"",1,1,FALSE,FALSE,TRUE,,possible_host_variant
site-centre-medical-dalson,centre médical Dalson,other,dalson,"",Nord-Kivu,1,1,FALSE,FALSE,FALSE,,""
site-centre-medical-evangelique-nyakunde-cme-bunia,Centre Médical Evangélique Nyakunde (CME) de Bunia,other,bunia,Bunia,Ituri,1,1,FALSE,FALSE,TRUE,,possible_host_variant;possible_name_subset
site-centre-medical-joie,centre médical La Joie,other,beni,Beni,Nord-Kivu,1,1,FALSE,FALSE,TRUE,,possible_host_variant
site-centre-medical-prive-sodeseka,Centre médical privé Sodeseka,other,prive sodeseka,Katana,Sud-Kivu,1,1,FALSE,FALSE,FALSE,,""
site-centre-medical-tradimoderne,Centre médical Tradimoderne,other,tradimoderne,"",Tshopo,1,1,FALSE,FALSE,FALSE,,""
site-centre-sante-naissance-desirable,centre de santé Naissance Désirable,other,butsili,Beni,Nord-Kivu,1,1,FALSE,FALSE,TRUE,,""
site-centre-tradi-yahwe-rapha,Centre Tradi Yahwe RAPHA,other,katwa,Katwa,Nord-Kivu,1,1,FALSE,FALSE,TRUE,,""
site-centres-sante-butsili,centres de santé de Butsili,other,butsili,Beni,Nord-Kivu,1,1,FALSE,FALSE,TRUE,,""
site-centres-sante-ngongolio,centres de santé de Ngongolio,other,ngongolio,Beni,Nord-Kivu,1,1,FALSE,FALSE,TRUE,,""
site-ch-afia-bora,CH AFIA BORA,other,afia bora,Butembo,Nord-Kivu,1,1,FALSE,FALSE,TRUE,,""
site-ch-amani,CH Amani,other,amani,"",Ituri,1,1,FALSE,FALSE,TRUE,,possible_host_variant;possible_spelling_variant
site-ch-antabuse,CH Antabuse,other,antabuse,Katwa,Nord-Kivu,1,1,FALSE,FALSE,FALSE,,""
site-ch-aru,CH Aru,other,aru,Aru,Ituri,1,1,FALSE,FALSE,TRUE,,possible_host_variant
site-ch-beni,CH beni,other,beni,Beni,Nord-Kivu,1,1,FALSE,FALSE,TRUE,,possible_host_variant;possible_spelling_variant
site-ch-bunia-cite,CH Bunia cité,other,bunia,Bunia,Ituri,1,1,FALSE,FALSE,TRUE,,possible_host_variant;possible_name_subset;possible_spelling_variant
site-ch-carle-becker,CH CARLE BECKER,other,beni,Beni,Nord-Kivu,1,1,FALSE,FALSE,TRUE,,""
site-ch-cbca,CH CBCA,other,cbca,Beni,Nord-Kivu,1,1,FALSE,FALSE,TRUE,,""
site-ch-cebece,CH CEBECE,other,kasanga,"",Nord-Kivu,1,1,FALSE,FALSE,TRUE,,""
site-ch-eera,CH EERA,other,eera,Katwa,Nord-Kivu,1,1,FALSE,FALSE,TRUE,,""
site-ch-emmanuel-alzon,CH Emmanuel d’Alzon,other,emmanuel alzon,Butembo,Nord-Kivu,1,1,FALSE,FALSE,FALSE,,""
site-ch-gracia,CH Gracia,other,beni,Beni,Nord-Kivu,1,1,FALSE,FALSE,TRUE,,possible_host_variant;possible_spelling_variant
site-ch-kachucha,CH Kachucha,other,kachucha,Miti Muhesa,Sud-Kivu,1,1,FALSE,FALSE,FALSE,,""
site-ch-kavumu,CH Kavumu,other,kavumu,Miti Muhesa,Sud-Kivu,1,1,FALSE,FALSE,TRUE,,possible_host_variant;possible_spelling_variant
site-ch-koso,CH Koso,other,koso,"",Tshopo,1,1,FALSE,FALSE,FALSE,,""
site-ch-kyaghala,CH KYAGHALA,other,kyaghala,"","",1,1,FALSE,FALSE,TRUE,,possible_host_variant;possible_spelling_variant
site-ch-lwiro,CH Lwiro,other,lwiro,Miti- Murhesa,Sud-Kivu,1,1,FALSE,FALSE,TRUE,,possible_name_subset
site-ch-lwiro-centre,CH Lwiro Centre,other,lwiro,Miti-Murhesa,Sud-Kivu,1,1,FALSE,FALSE,TRUE,,possible_name_subset
site-ch-maghombi,CH Maghombi,other,oicha,Oicha,Nord-Kivu,1,1,FALSE,FALSE,TRUE,,""
site-ch-malende,CH MALENDE,other,butembo,Butembo,Nord-Kivu,1,1,FALSE,FALSE,TRUE,,""
site-ch-mattysen,CH MATTYSEN,other,mattysen,"","",1,1,FALSE,FALSE,FALSE,,""
site-ch-mshimbakye,CH Mshimbakye,other,mshimbakye,Fizi,"",1,1,FALSE,FALSE,TRUE,,""
site-ch-mudzi,CH Mudzi,other,mudzi,Bunia,Ituri,1,1,FALSE,FALSE,FALSE,,""
site-ch-mukuna,CH Mukuna,other,mukuna,Katwa,"",1,1,FALSE,FALSE,TRUE,,possible_host_variant;possible_spelling_variant
site-ch-muzimaria,CH Muzimaria,other,muzimaria,"","",1,1,FALSE,FALSE,FALSE,,""
site-ch-nyakaingwa,CH Nyakaingwa,other,nyakaingwa,Idjwi,"",1,1,FALSE,FALSE,FALSE,,""
site-ch-paida,CH Paida,other,paida,Beni,Nord-Kivu,1,1,FALSE,FALSE,TRUE,,""
site-ch-pimpester,CH Pimpester,other,pimpester,"",Haut-Uele,1,1,FALSE,FALSE,FALSE,,""
site-ch-renaissance,CH La Renaissance,other,musienene,Musienene,Nord-Kivu,1,1,FALSE,FALSE,TRUE,,""
site-ch-roi-salomon,CH Roi Salomon,other,katwa,Katwa,Nord-Kivu,1,1,FALSE,FALSE,TRUE,,""
site-ch-ruwenzori,CH Ruwenzori,other,beni,Beni,Nord-Kivu,1,1,FALSE,FALSE,TRUE,,possible_host_variant;possible_spelling_variant
site-ch-shalom,CH Shalom,other,shalom,"",Ituri,1,1,FALSE,FALSE,TRUE,,""
site-ch-shangilieni,CH SHANGILIENI,other,shangilieni,"","",1,1,FALSE,FALSE,FALSE,,""
site-ch-shukrani,CH Shukrani,other,shukrani,Kabondo,Tshopo,1,1,FALSE,FALSE,TRUE,,possible_host_variant;possible_spelling_variant
site-ch-sifa,CH Sifa,other,beni,Beni,Nord-Kivu,1,1,FALSE,FALSE,TRUE,,""
site-ch-sofepadi,CH SOFEPADI,other,bunia,Bunia,Ituri,1,1,FALSE,FALSE,TRUE,,possible_host_variant
site-ch-st-charles,CH St Charles,other,beni,Beni,Nord-Kivu,1,1,FALSE,FALSE,TRUE,,""
site-ch-st-joseph,CH st Joseph,other,st joseph,Katwa,Nord-Kivu,1,1,FALSE,FALSE,TRUE,,""
site-ch-unite,CH de l’Unité,other,mihake,Masereka,Nord-Kivu,1,1,FALSE,FALSE,TRUE,,""
site-ch-wanamahika,CH Wanamahika,other,wanamahika,Katwa,Nord-Kivu,1,1,FALSE,FALSE,TRUE,,""
site-chaoboka,Chaoboka,other,chaoboka,Miti-Murhesa,Sud-Kivu,1,1,FALSE,FALSE,FALSE,,possible_spelling_variant
site-che-beni,CHE Beni,other,beni,Beni,Nord-Kivu,1,1,FALSE,FALSE,TRUE,,possible_spelling_variant
site-chp-heshima-letu,CHP Heshima Letu,other,chp heshima letu,Beni,Nord-Kivu,1,1,FALSE,FALSE,FALSE,,""
site-chr-maboya,CHR Maboya,other,maboya,Kalunguta,Nord-Kivu,1,1,FALSE,FALSE,TRUE,,""
site-chu-cinquantenaire,CHU cinquantenaire,other,kinshasa,"","",1,1,FALSE,FALSE,TRUE,,""
site-citadelle,CITADELLE,other,citadelle,"","",1,1,FALSE,FALSE,FALSE,,""
site-cl-abedi-djaka,Cl Abedi Djaka,other,cl abedi djaka,"",Ituri,1,1,FALSE,FALSE,FALSE,,""
site-clin-bon-berger,Clin. Bon Berger,other,bon berger,"","",1,1,FALSE,FALSE,TRUE,,""
site-clin-espoir,Clin Espoir,other,clin espoir,"",Ituri,1,1,FALSE,FALSE,FALSE,,""
site-clinique-art,Clinique ART,other,art,"",Tshopo,1,1,FALSE,FALSE,FALSE,,""
site-clinique-dieu-gueri,clinique Dieu Guéri,other,dieu gueri,Rwampara,Ituri,1,1,FALSE,FALSE,FALSE,,""
site-clinique-gloria,Clinique Gloria,other,gloria,"","",1,1,FALSE,FALSE,TRUE,,possible_host_variant
site-clinique-grace-divine,Clinique la GRACE DIVINE,other,grace divine,Rwampara,Ituri,1,1,FALSE,FALSE,TRUE,,""
site-clinique-gueris-mve-17,clinique des Guéris de la MVE-17,other,gueris mve 17,"","",1,1,FALSE,FALSE,FALSE,,""
site-clinique-karibuni,Clinique KARIBUNI,other,karibuni,"","",1,1,FALSE,FALSE,TRUE,,possible_host_variant
site-clinique-libiki-isiro,clinique Libiki d’Isiro,other,isiro,Isiro,Haut-Uele,1,1,FALSE,FALSE,TRUE,,""
site-clinique-mama-kayenga,clinique Mama Kayenga,other,wamba,Wamba,Haut-Uele,1,1,FALSE,FALSE,TRUE,,""
site-clinique-marie-claire,Clinique Marie Claire,other,bunia,Bunia,Ituri,1,1,FALSE,FALSE,TRUE,,""
site-clinique-merites,Clinique les Mérites,other,bunia,Bunia,Ituri,1,1,FALSE,FALSE,TRUE,,possible_host_variant
site-clinique-pinpester,clinique Pinpester,other,isiro,Isiro,Haut-Uele,1,1,FALSE,FALSE,TRUE,,""
site-clinique-reconnaissance,Clinique la RECONNAISSANCE,other,reconnaissance,"","",1,1,FALSE,FALSE,FALSE,,""
site-clinique-saint-vincent,clinique Saint-Vincent,other,saint vincent,"",Nord-Kivu,1,1,FALSE,FALSE,FALSE,,""
site-clinique-sofepadi,Clinique SOFEPADI,other,bunia,Bunia,Ituri,1,1,FALSE,FALSE,TRUE,,possible_host_variant
site-clinique-tumaini,Clinique Tumaini,other,tumaini,Rwampara,Ituri,1,1,FALSE,FALSE,TRUE,,""
site-clinique-unibu,clinique Unibu,other,bunia,Bunia,Ituri,1,1,FALSE,FALSE,TRUE,,possible_host_variant
site-clinique-universelle,Clinique Universelle,other,universelle,Bunia,Ituri,1,1,FALSE,FALSE,TRUE,,""
site-clinique-universitaire-isiro,Clinique universitaire d’Isiro,other,isiro,Isiro,Haut-Uele,1,1,FALSE,FALSE,TRUE,,possible_host_variant;possible_name_subset
site-clinique-vie-hommes,Clinique La vie des Hommes,other,vie hommes,"",Nord-Kivu,1,1,FALSE,FALSE,FALSE,,""
site-clinique-williams,Clinique Williams,other,williams,"",Tshopo,1,1,FALSE,FALSE,FALSE,,possible_spelling_variant
site-cliniques-monusco,cliniques de la MONUSCO,other,goma,Goma,Nord-Kivu,1,1,FALSE,FALSE,TRUE,,""
