facility_id,facility_name,site_kind,place_key,health_zone,province,opened_after,opened_by,opened_midpoint,interval_days,basis,censoring,explanation,date_first_mentioned,first_mention_after_gap,date_last_mentioned,status_latest,beds_latest,n_sitreps,n_events,flags,aliases,first_service,announced,last_not_open
site-centre-hospitalier-unibu,Centre Hospitalier UNIBU,other,lumumba,Bunia,"",,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-05-24,FALSE,2026-05-24,mention_only,,1,1,possible_host_variant,Centre Hospitalier UNIBU,,,
site-centre-medical-dalson,centre médical Dalson,other,dalson,"",Nord-Kivu,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-08-03,FALSE,2026-08-03,mention_only,,1,1,"",centre médical Dalson,,,
site-centre-medical-prive-sodeseka,Centre médical privé Sodeseka,other,prive sodeseka,Katana,Sud-Kivu,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-06-04,FALSE,2026-06-04,mention_only,,1,1,"",Centre médical privé Sodeseka,,,
site-centre-medical-tradimoderne,Centre médical Tradimoderne,other,tradimoderne,"",Tshopo,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-08-21,FALSE,2026-08-21,mention_only,,1,1,"",Centre médical Tradimoderne,,,
site-centre-tradi-yahwe-rapha,Centre Tradi Yahwe RAPHA,other,katwa,Katwa,Nord-Kivu,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-06-17,FALSE,2026-06-17,mention_only,,1,1,"",Centre Tradi Yahwe RAPHA,,,
site-centres-sante-butsili,centres de santé de Butsili,other,butsili,Beni,Nord-Kivu,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-06-05,FALSE,2026-06-05,mention_only,,1,1,"",centres de santé de Butsili,,,
site-centres-sante-ngongolio,centres de santé de Ngongolio,other,ngongolio,Beni,Nord-Kivu,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-06-05,FALSE,2026-06-05,mention_only,,1,1,"",centres de santé de Ngongolio,,,
site-ch-afia-bora,CH AFIA BORA,other,afia bora,Butembo,Nord-Kivu,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-07-24,FALSE,2026-07-24,mention_only,,1,1,"",CH AFIA BORA,,,
site-ch-amani,CH Amani,other,amani,"",Ituri,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-07-18,FALSE,2026-07-18,mention_only,,1,1,possible_host_variant;possible_spelling_variant,CH Amani,,,
site-ch-antabuse,CH Antabuse,other,antabuse,Katwa,Nord-Kivu,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-06-14,FALSE,2026-06-14,mention_only,,1,1,"",CH Antabuse,,,
site-ch-aru,CH Aru,other,aru,Aru,Ituri,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-05-30,FALSE,2026-05-30,mention_only,,1,1,possible_host_variant,CH Aru,,,
site-ch-beni,CH beni,other,beni,Beni,Nord-Kivu,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-06-13,TRUE,2026-06-13,mention_only,,1,1,possible_host_variant;possible_spelling_variant,CH beni,,,
site-ch-bunia-cite,CH Bunia cité,other,bunia,Bunia,Ituri,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-05-23,FALSE,2026-05-23,mention_only,,1,1,possible_host_variant;possible_spelling_variant,CH Bunia cité,,,
site-ch-carle-becker,CH CARLE BECKER,other,beni,Beni,Nord-Kivu,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-07-07,FALSE,2026-07-07,mention_only,,1,1,"",CH CARLE BECKER,,,
site-ch-cbca,CH CBCA,other,cbca,Beni,Nord-Kivu,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-06-18,FALSE,2026-06-18,mention_only,,1,1,"",CH CBCA,,,
site-ch-cebece,CH CEBECE,other,kasanga,"",Nord-Kivu,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-09-06,FALSE,2026-09-06,mention_only,,1,1,"",CH CEBECE,,,
site-ch-don-divin,CH Don Divin,other,don divin,Katwa,Nord-Kivu,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-06-16,FALSE,2026-08-29,mention_only,,5,5,"",CH Don Divin; CH DON DIVIN,,,
site-ch-eera,CH EERA,other,eera,Katwa,Nord-Kivu,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-06-21,FALSE,2026-06-21,mention_only,,1,1,"",CH EERA,,,
site-ch-emmanuel-alzon,CH Emmanuel d’Alzon,other,emmanuel alzon,Butembo,Nord-Kivu,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-06-14,FALSE,2026-06-14,mention_only,,1,1,"",CH Emmanuel d’Alzon,,,
site-ch-fepsi,CH Fepsi,other,fepsi,Butembo,Nord-Kivu,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-06-11,FALSE,2026-06-13,mention_only,,2,2,"",CH Fepsi; CH FEPSI,,,
site-ch-gracia,CH Gracia,other,beni,Beni,Nord-Kivu,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-06-22,FALSE,2026-06-22,mention_only,,1,1,possible_host_variant;possible_spelling_variant,CH Gracia,,,
site-ch-jerusalem,CH JERUSALEM,other,jerusalem,Katwa,Nord-Kivu,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-06-21,FALSE,2026-06-23,mention_only,,3,3,"",CH JERUSALEM; CH Jérusalem,,,
site-ch-kachucha,CH Kachucha,other,kachucha,Miti Muhesa,Sud-Kivu,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-06-04,FALSE,2026-06-04,mention_only,,1,1,"",CH Kachucha,,,
site-ch-kavumu,CH Kavumu,other,kavumu,Miti Muhesa,Sud-Kivu,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-06-04,FALSE,2026-06-04,mention_only,,1,1,possible_host_variant;possible_spelling_variant,CH Kavumu,,,
site-ch-koso,CH Koso,other,koso,"",Tshopo,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-07-17,TRUE,2026-07-17,mention_only,,1,1,"",CH Koso,,,
site-ch-kyaghala,CH KYAGHALA,other,kyaghala,"","",,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-06-11,FALSE,2026-06-11,mention_only,,1,1,possible_host_variant;possible_spelling_variant,CH KYAGHALA,,,
site-ch-lwiro,CH Lwiro,other,lwiro,Miti- Murhesa,Sud-Kivu,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-06-05,FALSE,2026-06-05,mention_only,,1,1,"",CH Lwiro,,,
site-ch-lwiro-centre,CH Lwiro Centre,other,lwiro,Miti-Murhesa,Sud-Kivu,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-06-06,FALSE,2026-06-06,mention_only,,1,1,"",CH Lwiro Centre,,,
site-ch-maghombi,CH Maghombi,other,oicha,Oicha,Nord-Kivu,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-08-21,FALSE,2026-08-21,mention_only,,1,1,"",CH Maghombi,,,
site-ch-malende,CH MALENDE,other,butembo,Butembo,Nord-Kivu,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-07-23,FALSE,2026-07-23,mention_only,,1,1,"",CH MALENDE,,,
site-ch-mattysen,CH MATTYSEN,other,mattysen,"","",,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-06-10,FALSE,2026-06-10,mention_only,,1,1,"",CH MATTYSEN,,,
site-ch-mayogo,CH Mayogo,other,isiro,Isiro,Haut-Uele,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-08-15,FALSE,2026-09-08,mention_only,,2,2,"",CH Mayogo,,,
site-ch-mshimbakye,CH Mshimbakye,other,mshimbakye,Fizi,"",,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-06-23,FALSE,2026-06-23,mention_only,,1,1,"",CH Mshimbakye,,,
site-ch-mudzi,CH Mudzi,other,mudzi,Bunia,Ituri,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-06-07,FALSE,2026-06-07,mention_only,,1,1,"",CH Mudzi,,,
site-ch-mudzi-maria,CH Mudzi Maria,other,mudzi maria,Bunia,"",,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-06-19,FALSE,2026-06-19,mention_only,,1,1,possible_host_variant;possible_spelling_variant,CH Mudzi Maria,,,
site-ch-mukuna,CH Mukuna,other,mukuna,Katwa,"",,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-06-23,FALSE,2026-06-23,mention_only,,1,1,possible_host_variant;possible_spelling_variant,CH Mukuna,,,
site-ch-muzimaria,CH Muzimaria,other,muzimaria,"","",,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-06-18,FALSE,2026-06-18,mention_only,,1,1,"",CH Muzimaria,,,
site-ch-nyakaingwa,CH Nyakaingwa,other,nyakaingwa,Idjwi,"",,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-06-23,FALSE,2026-06-23,mention_only,,1,1,"",CH Nyakaingwa,,,
site-ch-paida,CH Paida,other,paida,Beni,Nord-Kivu,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-09-07,FALSE,2026-09-07,mention_only,,1,1,"",CH Paida,,,
site-ch-peregrin,CH Peregrin,other,peregrin,Katwa,Nord-Kivu,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-08-26,FALSE,2026-08-29,mention_only,,4,4,"",CH Peregrin,,,
site-ch-renaissance,CH La Renaissance,other,musienene,Musienene,Nord-Kivu,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-08-04,FALSE,2026-08-04,mention_only,,1,1,"",CH La Renaissance,,,
site-ch-roi-salomon,CH Roi Salomon,other,katwa,Katwa,Nord-Kivu,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-08-04,FALSE,2026-08-04,mention_only,,1,1,"",CH Roi Salomon,,,
site-ch-ruwenzori,CH Ruwenzori,other,beni,Beni,Nord-Kivu,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-06-22,FALSE,2026-06-22,mention_only,,1,1,possible_host_variant;possible_spelling_variant,CH Ruwenzori,,,
site-ch-rwankole,CH Rwankole,other,rwankole,Bunia,Ituri,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-05-24,FALSE,2026-06-11,mention_only,,4,4,possible_host_variant;possible_spelling_variant,CH Rwankole,,,
site-ch-saint-joseph,CH Saint Joseph,other,rughenda,Katwa,Nord-Kivu,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-06-06,FALSE,2026-06-15,mention_only,,2,2,"",CH Saint Joseph,,,
site-ch-shalom,CH Shalom,other,shalom,"",Ituri,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-07-18,FALSE,2026-07-18,mention_only,,1,1,"",CH Shalom,,,
site-ch-shangilieni,CH SHANGILIENI,other,shangilieni,"","",,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-06-11,FALSE,2026-06-11,mention_only,,1,1,"",CH SHANGILIENI,,,
site-ch-shukrani,CH Shukrani,other,shukrani,Kabondo,Tshopo,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-09-08,FALSE,2026-09-08,mention_only,,1,1,possible_host_variant;possible_spelling_variant,CH Shukrani,,,
site-ch-sifa,CH Sifa,other,beni,Beni,Nord-Kivu,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-06-13,TRUE,2026-06-13,mention_only,,1,1,"",CH Sifa,,,
site-ch-sofepadi,CH SOFEPADI,other,bunia,Bunia,Ituri,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-06-01,FALSE,2026-06-01,mention_only,,1,1,possible_host_variant,CH SOFEPADI,,,
site-ch-st-charles,CH St Charles,other,beni,Beni,Nord-Kivu,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-06-17,FALSE,2026-06-17,mention_only,,1,1,"",CH St Charles,,,
site-ch-st-joseph,CH st Joseph,other,st joseph,Katwa,Nord-Kivu,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-06-14,FALSE,2026-06-14,mention_only,,1,1,"",CH st Joseph,,,
site-ch-unibu,CH UNIBU,other,unibu,Bunia,Ituri,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-05-23,FALSE,2026-06-30,mention_only,,6,6,possible_host_variant,CH Unibu; CH UNIBU; CH-UNIBU,,,
site-ch-unite,CH de l’Unité,other,mihake,Masereka,Nord-Kivu,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-08-21,FALSE,2026-08-21,mention_only,,1,1,"",CH de l’Unité,,,
site-ch-wanamahika,CH Wanamahika,other,wanamahika,Katwa,Nord-Kivu,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-06-16,FALSE,2026-06-16,mention_only,,1,1,"",CH Wanamahika,,,
site-chahoboka,Chahoboka,other,chahoboka,Miti Murhesa,Sud-Kivu,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-06-10,FALSE,2026-06-10,mention_only,,1,1,possible_spelling_variant,Chahoboka,,,
site-chaoboka,Chaoboka,other,chaoboka,Miti-Murhesa,Sud-Kivu,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-06-06,FALSE,2026-06-06,mention_only,,1,1,possible_spelling_variant,Chaoboka,,,
site-che-beni,CHE Beni,other,beni,Beni,Nord-Kivu,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-06-14,FALSE,2026-06-14,mention_only,,1,1,possible_spelling_variant,CHE Beni,,,
site-chp-heshima-letu,CHP Heshima Letu,other,chp heshima letu,Beni,Nord-Kivu,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-06-18,FALSE,2026-06-18,mention_only,,1,1,"",CHP Heshima Letu,,,
site-chr-maboya,CHR Maboya,other,maboya,Kalunguta,Nord-Kivu,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-08-23,FALSE,2026-08-23,mention_only,,1,1,"",CHR Maboya,,,
site-chu-cinquantenaire,CHU cinquantenaire,other,kinshasa,"","",,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-06-11,FALSE,2026-06-11,mention_only,,1,1,"",CHU cinquantenaire,,,
site-citadelle,CITADELLE,other,citadelle,"","",,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-05-24,FALSE,2026-05-24,mention_only,,1,1,"",CITADELLE,,,
site-cl-abedi-djaka,Cl Abedi Djaka,other,cl abedi djaka,"",Ituri,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-07-18,FALSE,2026-07-18,mention_only,,1,1,"",Cl Abedi Djaka,,,
site-clin-bon-berger,Clin. Bon Berger,other,bon berger,"","",,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-07-01,FALSE,2026-07-01,mention_only,,1,1,"",Clin. Bon Berger,,,
site-clin-espoir,Clin Espoir,other,clin espoir,"",Ituri,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-07-03,FALSE,2026-07-03,mention_only,,1,1,"",Clin Espoir,,,
site-clinique-art,Clinique ART,other,art,"",Tshopo,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-08-16,FALSE,2026-08-16,mention_only,,1,1,"",Clinique ART,,,
site-clinique-dieu-gueri,clinique Dieu Guéri,other,dieu gueri,Rwampara,Ituri,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-05-19,TRUE,2026-05-19,mention_only,,1,1,"",clinique Dieu Guéri,,,
site-clinique-gloria,Clinique Gloria,other,gloria,"","",,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-07-11,FALSE,2026-07-11,mention_only,,1,1,possible_host_variant,Clinique Gloria,,,
site-clinique-grace-divine,Clinique la GRACE DIVINE,other,grace divine,Rwampara,Ituri,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-05-19,FALSE,2026-05-19,mention_only,,1,1,"",Clinique la GRACE DIVINE,,,
site-clinique-gueris-mve-17,clinique des Guéris de la MVE-17,other,gueris mve 17,"","",2026-07-13,,,,"building, never seen open","right censored: not open as of this date, never reported in service","Reported under construction or planned up to 2026-07-13, and never reported holding patients.",2026-07-13,FALSE,2026-07-13,planned,,1,1,"",clinique des Guéris de la MVE-17,,,2026-07-13
site-clinique-karibuni,Clinique KARIBUNI,other,karibuni,"","",,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-05-24,FALSE,2026-05-24,mention_only,,1,1,possible_host_variant,Clinique KARIBUNI,,,
site-clinique-libiki-isiro,clinique Libiki d’Isiro,other,isiro,Isiro,Haut-Uele,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-08-12,FALSE,2026-08-12,mention_only,,1,1,"",clinique Libiki d’Isiro,,,
site-clinique-mama-kayenga,clinique Mama Kayenga,other,wamba,Wamba,Haut-Uele,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-08-15,FALSE,2026-08-15,mention_only,,1,1,"",clinique Mama Kayenga,,,
site-clinique-marie-claire,Clinique Marie Claire,other,bunia,Bunia,Ituri,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-05-31,FALSE,2026-05-31,mention_only,,1,1,"",Clinique Marie Claire,,,
site-clinique-merites,Clinique les Mérites,other,bunia,Bunia,Ituri,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-05-23,FALSE,2026-05-23,mention_only,,1,1,possible_host_variant,Clinique les Mérites,,,
site-clinique-pinpester,clinique Pinpester,other,isiro,Isiro,Haut-Uele,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-08-12,FALSE,2026-08-12,mention_only,,1,1,"",clinique Pinpester,,,
site-clinique-reconnaissance,Clinique la RECONNAISSANCE,other,reconnaissance,"","",,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-05-24,FALSE,2026-05-24,mention_only,,1,1,"",Clinique la RECONNAISSANCE,,,
site-clinique-saint-vincent,clinique Saint-Vincent,other,saint vincent,"",Nord-Kivu,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-08-03,FALSE,2026-08-03,mention_only,,1,1,"",clinique Saint-Vincent,,,
site-clinique-salama,Clinique Salama,other,salama,"",Ituri,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-07-01,FALSE,2026-07-02,mention_only,,2,2,possible_host_variant,Clinique Salama,,,
site-clinique-sofepadi,Clinique SOFEPADI,other,bunia,Bunia,Ituri,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-05-30,FALSE,2026-05-30,mention_only,,1,1,possible_host_variant,Clinique SOFEPADI,,,
site-clinique-tumaini,Clinique Tumaini,other,tumaini,Rwampara,Ituri,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-05-19,TRUE,2026-05-19,mention_only,,1,1,"",Clinique Tumaini,,,
site-clinique-unibu,clinique Unibu,other,bunia,Bunia,Ituri,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-05-23,FALSE,2026-05-23,mention_only,,1,1,possible_host_variant,clinique Unibu,,,
site-clinique-universelle,Clinique Universelle,other,universelle,Bunia,Ituri,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-05-22,FALSE,2026-05-22,mention_only,,1,1,"",Clinique Universelle,,,
site-clinique-universitaire,clinique universitaire,other,isiro,Isiro,Haut-Uele,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-07-14,FALSE,2026-08-14,mention_only,,2,2,"",clinique universitaire; Clinique universitaire,,,
site-clinique-universitaire-isiro,Clinique universitaire d’Isiro,other,isiro,Isiro,Haut-Uele,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-08-11,FALSE,2026-08-11,mention_only,,1,1,possible_host_variant,Clinique universitaire d’Isiro,,,
site-clinique-vie-hommes,Clinique La vie des Hommes,other,vie hommes,"",Nord-Kivu,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-06-06,FALSE,2026-06-06,mention_only,,1,1,"",Clinique La vie des Hommes,,,
site-clinique-william,Clinique William,other,william,Mangobo,Tshopo,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-08-15,FALSE,2026-08-19,mention_only,,3,3,possible_spelling_variant,Clinique William,,,
site-clinique-williams,Clinique Williams,other,williams,"",Tshopo,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-09-09,FALSE,2026-09-09,mention_only,,1,1,possible_spelling_variant,Clinique Williams,,,
site-cliniques-monusco,cliniques de la MONUSCO,other,goma,Goma,Nord-Kivu,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-06-16,FALSE,2026-06-16,mention_only,,1,1,"",cliniques de la MONUSCO,,,
site-cliniques-universitaires-horizon,cliniques universitaires Horizon,other,horizon,Goma,Nord-Kivu,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-06-06,FALSE,2026-06-07,mention_only,,2,2,"",cliniques universitaires Horizon,,,
site-clique-marie-claire,Clique Marie Claire,other,babenda,"","",,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-06-11,FALSE,2026-06-11,mention_only,,1,1,"",Clique Marie Claire,,,
site-cm-amani,CM Amani,other,amani,"",Ituri,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-07-03,FALSE,2026-07-03,mention_only,,1,1,possible_host_variant;possible_spelling_variant,CM Amani,,,
site-cm-anuarite,CM Anuarite,other,bunia,Bunia,Ituri,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-06-10,FALSE,2026-06-10,mention_only,,1,1,"",CM Anuarite,,,
site-cm-ave-maria,CM Ave maria,other,ave maria,"","",,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-07-01,FALSE,2026-07-01,mention_only,,1,1,"",CM Ave maria,,,
site-cm-bethel,CM bethel,other,bethel,"",Ituri,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-07-01,FALSE,2026-07-03,mention_only,,2,2,"",CM bethel; CM Bethel,,,
site-cm-chirurgical-croix-verte,CM Chirurgical Croix Verte,other,chirurgical croix verte,"",Ituri,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-06-05,FALSE,2026-06-05,mention_only,,1,1,"",CM Chirurgical Croix Verte,,,
site-cm-divine,CM Divine,other,divine,Rwampara,"",,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-05-30,FALSE,2026-05-30,mention_only,,1,1,"",CM Divine,,,
site-cm-divinite,CM la Divinité,other,divinite,"",Ituri,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-06-04,FALSE,2026-06-04,mention_only,,1,1,"",CM la Divinité,,,
site-cm-gazelle,CM La Gazelle,other,beni,Beni,Nord-Kivu,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-06-13,TRUE,2026-06-13,mention_only,,1,1,"",CM La Gazelle,,,
site-cm-gloria,CM GLORIA,other,gloria,Rwampara,Ituri,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-05-19,FALSE,2026-05-19,mention_only,,1,1,possible_host_variant,CM GLORIA,,,
site-cm-grace,CM La Grâce,other,grace,Kayna,Nord-Kivu,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-06-03,FALSE,2026-06-03,mention_only,,1,1,"",CM La Grâce,,,
site-cm-gracia,CM Gracia,other,beni,Beni,Nord-Kivu,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-06-13,TRUE,2026-07-07,mention_only,,2,2,possible_host_variant;possible_spelling_variant,CM Gracia; CM GRACIA,,,
site-cm-gracia-katsina,CM Gracia Katsina,other,gracia katsina,"","",,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-07-01,FALSE,2026-07-01,mention_only,,1,1,"",CM Gracia Katsina,,,
site-cm-jades,CM JADES,other,beni,Beni,Nord-Kivu,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-07-07,FALSE,2026-07-07,mention_only,,1,1,possible_host_variant;possible_spelling_variant,CM JADES,,,
site-cm-joie,CM La Joie,other,joie,Beni,Nord-Kivu,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-07-03,FALSE,2026-07-03,mention_only,,1,1,possible_host_variant,CM La Joie,,,
