label_key,role,topic,topic_suggested,kind,n_appearances,n_reports,first_sitrep,last_sitrep,has_series,still_reported,cluster,n_in_cluster,first_date,last_date,example_caption,example_raw
complétude des rapports,indicator,"",surveillance,row_label,24,24,37,122,TRUE,TRUE,completude des rapports,1,2026-06-20,2026-09-13,"Tableau 5. Suivi des indicateurs au Points d’entrées et Points de contrôle (PoE/PoC) dans la province de l’Ituri, en date du 20 juin 2026",Complétude des rapports
sorties guéris,indicator,"",treatment,row_label,23,23,6,79,TRUE,FALSE,sorties gueris,2,2026-05-20,2026-08-01,Tableau VI. Mouvement des malades dans les établissements de soins en date du 20 mai 2026,Sorties Guéris
sorties décédés,indicator,"",treatment,row_label,23,23,6,79,TRUE,FALSE,sorties decedes,2,2026-05-20,2026-08-01,Tableau VI. Mouvement des malades dans les établissements de soins en date du 20 mai 2026,Sorties Décédés
sorties (24h) guéris,indicator,"",treatment,row_label,23,23,18,58,TRUE,FALSE,sorties  24h  gueris,2,2026-06-01,2026-07-11,"Tableau 4. Mouvement des patients dans les établissements de soins, 17e épidémie de maladie à virus Ebola (Bundibugyo), République Démocratique du Congo, au 1er juin 2026",Sorties (24h) Guéris
% des poe/poc stratégiques fonctionnels,indicator,"",points_of_entry,row_label,23,23,100,122,TRUE,TRUE,des poe poc strategiques fonctionnels,1,2026-08-22,2026-09-13,"Tableau 4. Situation indicateurs clés des PoC/PoE par province, en date du 01 Septembre 2026",% des PoE/PoC stratégiques fonctionnels
% des cas suspects transférés au ct/cte,indicator,"",cases,row_label,23,23,100,122,TRUE,TRUE,des cas suspects transferes au ct cte,1,2026-08-22,2026-09-13,"Tableau 4. Situation indicateurs clés des PoC/PoE par province, en date du 01 Septembre 2026",% des cas suspects transférés au CT/CTE
% des corps sans vie swabés/sécurisés,indicator,"",death_surveil,row_label,23,23,100,122,TRUE,TRUE,des corps sans vie swabes securises,1,2026-08-22,2026-09-13,"Tableau 4. Situation indicateurs clés des PoC/PoE par province, en date du 01 Septembre 2026",% des corps sans vie swabés/sécurisés
% des cas suspects investigués dans 24 h,indicator,"",cases,row_label,23,23,100,122,TRUE,TRUE,des cas suspects investigues dans 24 h,1,2026-08-22,2026-09-13,"Tableau 4. Situation indicateurs clés des PoC/PoE par province, en date du 01 Septembre 2026",% des cas suspects investigués dans 24 h
sorties evadés,indicator,"",treatment,row_label,22,22,6,79,TRUE,FALSE,sorties evades,3,2026-05-20,2026-08-01,Tableau VI. Mouvement des malades dans les établissements de soins en date du 20 mai 2026,Sorties Evadés
sorties (24h) non-cas,indicator,"",cases,row_label,22,22,31,58,TRUE,FALSE,sorties  24h  non cas,3,2026-06-14,2026-07-11,Tableau 6. Mouvement des patients dans les établissements de soins (CTE/CT/CI) au 02 juillet 2026,Sorties (24h) Non-cas
nouveaux cas (24 h),indicator,"",cases,column,22,22,59,83,TRUE,FALSE,nouveaux cas  24 h,2,2026-07-12,2026-08-05,TABLEAU 1 — REPARTITION DES CAS ET DECES CONFIRMES PAR PROVINCE,Nouveaux cas (24 h)
nouvelles alertes reçues,indicator,"",alerts,row_label,22,22,59,83,TRUE,FALSE,nouvelles alertes recues,1,2026-07-12,2026-08-05,TABLEAU 3 — GESTION DES ALERTES EPIDEMIOLOGIQUES (NORD-KIVU AU 13/07 ; AUTRES REPORTEES DU 12/07),Nouvelles alertes reçues
alertes validées — vivantes,indicator,"",alerts,row_label,22,22,59,83,TRUE,FALSE,alertes validees vivantes,2,2026-07-12,2026-08-05,TABLEAU 3 — GESTION DES ALERTES EPIDEMIOLOGIQUES (NORD-KIVU AU 13/07 ; AUTRES REPORTEES DU 12/07),Alertes validées — vivantes
total cas suspects du jour,indicator,"",cases,row_label,22,22,59,83,TRUE,FALSE,total cas suspects du jour,1,2026-07-12,2026-08-05,TABLEAU 3 — GESTION DES ALERTES EPIDEMIOLOGIQUES (NORD-KIVU AU 13/07 ; AUTRES REPORTEES DU 12/07),Total cas suspects du jour
contacts sous suivi,indicator,"",contacts,column,22,22,59,83,TRUE,FALSE,contacts sous suivi,1,2026-07-12,2026-08-05,TABLEAU 4 — SUIVI DES CONTACTS DES CAS CONFIRMES,Contacts sous suivi
contacts vus,indicator,"",contacts,column,22,22,59,83,TRUE,FALSE,contacts vus,1,2026-07-12,2026-08-05,TABLEAU 4 — SUIVI DES CONTACTS DES CAS CONFIRMES,Contacts vus
nombre d'alertes notifiées,indicator,"",alerts,row_label,22,22,59,83,TRUE,FALSE,nombre dalertes notifiees,2,2026-07-12,2026-08-05,"TABLEAU 6 — SUIVI DES INDICATEURS AUX POINTS D'ENTREE ET POINTS DE CONTROLE (POE/POC), AU 12 JUILLET 2026",Nombre d'alertes notifiées
nombre d'alertes vivantes validées,indicator,"",alerts,row_label,22,22,59,83,TRUE,FALSE,nombre dalertes vivantes validees,2,2026-07-12,2026-08-05,"TABLEAU 6 — SUIVI DES INDICATEURS AUX POINTS D'ENTREE ET POINTS DE CONTROLE (POE/POC), AU 12 JUILLET 2026",Nombre d'alertes vivantes validées
% d'alertes vivantes validées référées au ct/cte,indicator,"",alerts,row_label,22,22,59,83,TRUE,FALSE,dalertes vivantes validees referees au ct cte,2,2026-07-12,2026-08-05,"TABLEAU 6 — SUIVI DES INDICATEURS AUX POINTS D'ENTREE ET POINTS DE CONTROLE (POE/POC), AU 12 JUILLET 2026",% d'alertes vivantes validées référées au CT/CTE
indicateurs clés smsps,indicator,"",psychosocial,column,22,22,59,83,TRUE,FALSE,indicateurs cles smsps,1,2026-07-12,2026-08-05,"TABLEAU 8 — INDICATEURS CLES DES ACTIVITES DE SANTE MENTALE ET SOUTIEN PSYCHOSOCIAL (SMSPS), 12 JUILLET 2026",Indicateurs clés SMSPS
cas confirmés en cours de suivi,indicator,"",cases,row_label,22,22,59,83,TRUE,FALSE,cas confirmes en cours de suivi,1,2026-07-12,2026-08-05,"TABLEAU 8 — INDICATEURS CLES DES ACTIVITES DE SANTE MENTALE ET SOUTIEN PSYCHOSOCIAL (SMSPS), 12 JUILLET 2026",Cas confirmés en cours de suivi
cas suspects en cours de suivi,indicator,"",cases,row_label,22,22,59,83,TRUE,FALSE,cas suspects en cours de suivi,1,2026-07-12,2026-08-05,"TABLEAU 8 — INDICATEURS CLES DES ACTIVITES DE SANTE MENTALE ET SOUTIEN PSYCHOSOCIAL (SMSPS), 12 JUILLET 2026",Cas suspects en cours de suivi
résultats de laboratoire annoncés (dont positifs),indicator,"",laboratory,row_label,22,22,59,83,TRUE,FALSE,resultats de laboratoire annonces  dont positifs,1,2026-07-12,2026-08-05,"TABLEAU 8 — INDICATEURS CLES DES ACTIVITES DE SANTE MENTALE ET SOUTIEN PSYCHOSOCIAL (SMSPS), 12 JUILLET 2026",Résultats de laboratoire annoncés (dont positifs)
enfants séparés — crèche / communauté,indicator,"",psychosocial,row_label,22,22,59,83,TRUE,FALSE,enfants separes   creche   communaute,1,2026-07-12,2026-08-05,"TABLEAU 8 — INDICATEURS CLES DES ACTIVITES DE SANTE MENTALE ET SOUTIEN PSYCHOSOCIAL (SMSPS), 12 JUILLET 2026",Enfants séparés — crèche / communauté
accompagnants au cte,indicator,"",treatment,row_label,22,22,59,83,TRUE,FALSE,accompagnants au cte,1,2026-07-12,2026-08-05,"TABLEAU 8 — INDICATEURS CLES DES ACTIVITES DE SANTE MENTALE ET SOUTIEN PSYCHOSOCIAL (SMSPS), 12 JUILLET 2026",Accompagnants au CTE
personnels de première ligne (ppl),indicator,"",workforce,row_label,22,22,59,83,TRUE,FALSE,personnels de premiere ligne  ppl,1,2026-07-12,2026-08-05,"TABLEAU 8 — INDICATEURS CLES DES ACTIVITES DE SANTE MENTALE ET SOUTIEN PSYCHOSOCIAL (SMSPS), 12 JUILLET 2026",Personnels de première ligne (PPL)
eds appuyés (smsps),indicator,"",death_surveil,row_label,22,22,59,83,TRUE,FALSE,eds appuyes  smsps,1,2026-07-12,2026-08-05,"TABLEAU 8 — INDICATEURS CLES DES ACTIVITES DE SANTE MENTALE ET SOUTIEN PSYCHOSOCIAL (SMSPS), 12 JUILLET 2026",EDS appuyés (SMSPS)
en hospitalisation,indicator,"",treatment,column,22,22,59,83,TRUE,FALSE,en hospitalisation,1,2026-07-12,2026-08-05,"TABLEAU 9 — PERSONNEL DE PREMIERE LIGNE (PPL) INFECTE PAR LA MVE (CUMUL AU 12 JUILLET 2026, ITURI)",En hospitalisation
nombre d’alertes vivantes validées (cas suspects),indicator,"",alerts,row_label,22,22,101,122,TRUE,TRUE,nombre dalertes vivantes validees  cas suspects,1,2026-08-23,2026-09-13,"Tableau 4. Situation indicateurs clés des PoC/PoE par province, en date du 01 Septembre 2026",Nombre d’alertes vivantes validées (cas suspects)
taux d'investigation (24 h),indicator,"",surveillance,row_label,21,21,60,83,TRUE,FALSE,taux dinvestigation  24 h,2,2026-07-13,2026-08-05,TABLEAU 3 — GESTION DES ALERTES EPIDEMIOLOGIQUES (NORD-KIVU AU 13/07 ; AUTRES REPORTEES DU 12/07),Taux d'investigation (24 h)
alertes validées — décédées (comm.),indicator,"",alerts,row_label,21,21,60,83,TRUE,FALSE,alertes validees   decedees  comm,1,2026-07-13,2026-08-05,TABLEAU 3 — GESTION DES ALERTES EPIDEMIOLOGIQUES (NORD-KIVU AU 13/07 ; AUTRES REPORTEES DU 12/07),Alertes validées — décédées (comm.)
nombre des corps sans vie interceptés ce jour,indicator,"",death_surveil,row_label,20,20,37,58,TRUE,FALSE,nombre de corps sans vie interceptes ce jour,2,2026-06-20,2026-07-11,"Tableau 5. Suivi des indicateurs au Points d’entrées et Points de contrôle (PoE/PoC) dans la province de l’Ituri, en date du 20 juin 2026",Nombre des corps sans vie interceptés ce jour
nombre des contacts à problème interceptés ce jour,indicator,"",contacts,row_label,20,20,37,58,TRUE,FALSE,nombre des contacts a probleme interceptes ce jour,3,2026-06-20,2026-07-11,"Tableau 5. Suivi des indicateurs au Points d’entrées et Points de contrôle (PoE/PoC) dans la province de l’Ituri, en date du 20 juin 2026",Nombre des contacts à problème interceptés ce jour
total admissions (24 h),indicator,"",treatment,row_label,19,19,59,80,TRUE,FALSE,total admissions  24h,2,2026-07-12,2026-08-02,"TABLEAU 6 — OCCUPATION DES STRUCTURES DE SOINS (CTE/CT/CI), AU 13/07/2026",Total admissions (24 h)
total sorties (24 h),indicator,"",treatment,row_label,19,19,59,80,TRUE,FALSE,total sorties  24 h,1,2026-07-12,2026-08-02,"TABLEAU 6 — OCCUPATION DES STRUCTURES DE SOINS (CTE/CT/CI), AU 13/07/2026",Total sorties (24 h)
nombre de contacts à problème interceptés ce jour,indicator,"",contacts,row_label,19,19,59,93,TRUE,FALSE,nombre des contacts a probleme interceptes ce jour,3,2026-07-12,2026-08-15,"TABLEAU 6 — SUIVI DES INDICATEURS AUX POINTS D'ENTREE ET POINTS DE CONTROLE (POE/POC), AU 12 JUILLET 2026",Nombre de contacts à problème interceptés ce jour
"létalité (cfr, %)",indicator,"",cases,column,18,18,18,47,TRUE,FALSE,letalite  cfr,3,2026-06-01,2026-06-30,"Tableau 1. Répartition des cas confirmés et des décès de la MVE Bundibugyo par zone de santé et par province, République Démocratique du Congo, au 1er juin 2026 (en cours de consolidation)","Létalité (CFR, %)"
total sorties,indicator,"",treatment,row_label,18,18,18,57,TRUE,FALSE,total sorties,1,2026-06-01,2026-07-10,"Tableau 4. Mouvement des patients dans les établissements de soins, 17e épidémie de maladie à virus Ebola (Bundibugyo), République Démocratique du Congo, au 1er juin 2026",Total sorties
situation du jour (24 h) nouv. cas,indicator,"",cases,column,18,18,59,79,TRUE,FALSE,situation du jour  24h  nouv  cas,2,2026-07-12,2026-08-01,TABLEAU 2 — CAS ET DECES CONFIRMES PAR PROVINCE ET ZONE DE SANTE (CUMUL ET SITUATION DU JOUR),Situation du jour (24 h) Nouv. cas
taux d'occupation,indicator,"",treatment,row_label,18,18,59,80,TRUE,FALSE,taux doccupation,1,2026-07-12,2026-08-02,"TABLEAU 6 — OCCUPATION DES STRUCTURES DE SOINS (CTE/CT/CI), AU 13/07/2026",Taux d'occupation
membres des ménages et communautés,indicator,"","",row_label,18,18,64,83,TRUE,FALSE,membres des menages et communautes,2,2026-07-17,2026-08-05,"TABLEAU 7 — INDICATEURS CLES SMSPS, 17 JUILLET 2026",Membres des ménages et communautés
situation du jour (24 h) décès communautaires (swab+),indicator,"",cases,column,17,17,60,79,TRUE,FALSE,situation du jour  24h  deces communautaires  swab,2,2026-07-13,2026-08-01,TABLEAU 2 — CAS ET DECES CONFIRMES PAR PROVINCE ET ZONE DE SANTE (CUMUL ET SITUATION DU JOUR),Situation du jour (24 h) Décès communautaires (Swab+).
situation du jour (24 h) décès confirmés intra-cte,indicator,"",cases,column,17,17,60,79,TRUE,FALSE,situation du jour  24h  deces confirmes intra cte,2,2026-07-13,2026-08-01,TABLEAU 2 — CAS ET DECES CONFIRMES PAR PROVINCE ET ZONE DE SANTE (CUMUL ET SITUATION DU JOUR),Situation du jour (24 h) Décès confirmés intra-CTE
situation du jour (24 h) total décès confirmés,indicator,"",cases,column,17,17,60,79,TRUE,FALSE,situation du jour  24h  total deces confirmes,2,2026-07-13,2026-08-01,TABLEAU 2 — CAS ET DECES CONFIRMES PAR PROVINCE ET ZONE DE SANTE (CUMUL ET SITUATION DU JOUR),Situation du jour (24 h) Total décès confirmés
sorties non-cas,indicator,"",cases,row_label,17,17,60,79,TRUE,FALSE,sorties non cas,3,2026-07-13,2026-08-01,"TABLEAU 6 — OCCUPATION DES STRUCTURES DE SOINS (CTE/CT/CI), AU 13/07/2026",Sorties Non-cas
sorties transférés à l'hgr,indicator,"",treatment,row_label,17,17,60,79,TRUE,FALSE,sorties transferes a lhgr,3,2026-07-13,2026-08-01,"TABLEAU 6 — OCCUPATION DES STRUCTURES DE SOINS (CTE/CT/CI), AU 13/07/2026",Sorties Transférés à l'HGR
nouveaux cas confirmés ayant bénéficié d'interventions smsps,indicator,"",cases,row_label,17,17,60,79,TRUE,FALSE,nouveaux cas confirmes ayant beneficie dinterventions smsps,1,2026-07-13,2026-08-01,"TABLEAU 7 — INDICATEURS CLES SMSPS, 13 JUILLET 2026",Nouveaux cas confirmés ayant bénéficié d'interventions SMSPS
alertes validées,indicator,"",alerts,column+row_label,16,14,4,23,TRUE,FALSE,alertes validees,2,2026-05-19,2026-06-06,"Tableau 2. Gestion des alertes épidémiologiques (24h), 17e épidémie MVE Bundibugyo, par province, au 1er juin 2026",Alertes validées
malades en isolement,indicator,"",treatment,row_label,16,1,7,7,FALSE,FALSE,malades en isolement,1,2026-05-21,2026-05-21,Tableau VI. Mouvement des malades dans les établissements de soins en date du 21 mai 2026,Malades en isolement
pilier responsable,indicator,"","",column,16,16,17,33,TRUE,FALSE,pilier responsable,1,2026-05-31,2026-06-16,"",Pilier responsable
échéance,indicator,"","",column,16,16,17,33,TRUE,FALSE,echeance,1,2026-05-31,2026-06-16,"",Échéance
sorties (24h) total sorties,indicator,"",treatment,row_label,16,16,19,58,TRUE,FALSE,sorties  24h  total sorties,1,2026-06-02,2026-07-11,Tableau 7. Mouvement des patients dans les établissements de soins (CTE/CT/CI) au 06 juillet 2026,Sorties (24h) Total sorties
nombre de lits,indicator,"",treatment,row_label,16,16,62,80,TRUE,FALSE,nombre de lits,1,2026-07-15,2026-08-02,"TABLEAU 6 — OCCUPATION DES STRUCTURES DE SOINS (CTE/CT/CI), AU 15/07/2026",Nombre de lits
total admissions,indicator,"",treatment,row_label,15,15,18,79,TRUE,FALSE,total admissions,1,2026-06-01,2026-08-01,"Tableau 4. Mouvement des patients dans les établissements de soins, 17e épidémie de maladie à virus Ebola (Bundibugyo), République Démocratique du Congo, au 1er juin 2026",Total admissions
dont confirmés,indicator,"","",row_label,15,15,59,80,TRUE,FALSE,dont confirmes,1,2026-07-12,2026-08-02,"TABLEAU 6 — OCCUPATION DES STRUCTURES DE SOINS (CTE/CT/CI), AU 15/07/2026",dont confirmés
proportion de poc activés,indicator,"",points_of_entry,row_label,14,14,22,36,TRUE,FALSE,proportion de poc actives,1,2026-06-05,2026-06-19,"Tableau 4. Suivi des indicateurs au Points d’entrées et Points de contrôle (PoE/PoC) dans la province de l’Ituri, en date du 11 juin 2026",Proportion de PoC activés
nombre des voyageurs passés,indicator,"",points_of_entry,row_label,14,14,22,36,TRUE,FALSE,nombre des voyageurs passes,1,2026-06-05,2026-06-19,"Tableau 4. Suivi des indicateurs au Points d’entrées et Points de contrôle (PoE/PoC) dans la province de l’Ituri, en date du 11 juin 2026",Nombre des voyageurs passés
nombre d’alertes transférées au ct/cte ou pour eds,indicator,"",alerts,row_label,14,14,22,36,TRUE,FALSE,nombre dalertes transferees au ct cte ou pour eds,1,2026-06-05,2026-06-19,"Tableau 4. Suivi des indicateurs au Points d’entrées et Points de contrôle (PoE/PoC) dans la province de l’Ituri, en date du 11 juin 2026",Nombre d’alertes transférées au CT/CTE ou pour EDS
résultats,indicator,"",laboratory,column,13,13,23,36,TRUE,FALSE,resultats,2,2026-06-06,2026-06-19,"Tableau 4. Suivi des indicateurs au Points d’entrées et Points de contrôle (PoE/PoC) dans la province de l’Ituri, en date du 11 juin 2026",Résultats
nombre de contacts interceptés ce jour,indicator,"",contacts,row_label,12,12,22,36,TRUE,FALSE,nombre de contacts interceptes ce jour,1,2026-06-05,2026-06-19,"Tableau 4. Suivi des indicateurs au Points d’entrées et Points de contrôle (PoE/PoC) dans la province de l’Ituri, en date du 13 juin 2026",Nombre de contacts interceptés ce jour
cas suspects prélevés,indicator,"",cases,column+row_label,10,8,2,9,TRUE,FALSE,cas suspects preleves,1,2026-05-17,2026-05-23,Tableau II. Mise à jour de la situation épidémiologique de MVE dans la province d’ITURI au 20/ 05 /2026,Cas suspects prélevés
sorties (24h) non-cas / guéris,indicator,"",cases,row_label,10,10,19,30,TRUE,FALSE,sorties  24h  non cas   gueris,1,2026-06-02,2026-06-13,Tableau 5. Mouvement des patients dans les établissements de soins (CTE/CT/CI) au 08 juin 2026,Sorties (24h) Non-cas / Guéris
létalité (cfr %),indicator,"",cases,column,10,10,49,58,TRUE,FALSE,letalite  cfr,3,2026-07-02,2026-07-11,Tableau 2. Répartition des cas et décès confirmés de la maladie à virus Ebola par province et zone de santé (02 juillet 2026),Létalité (CFR %)
alertes reçues vivants,indicator,"",alerts,column,10,10,113,122,TRUE,TRUE,alertes recues vivants,1,2026-09-04,2026-09-13,"Tableau 3. Situation des alertes notifiées par province, au 04 Septembre 2026",Alertes Reçues Vivants
alertes reçues décédés,indicator,"",alerts,column,10,10,113,122,TRUE,TRUE,alertes recues decedes,1,2026-09-04,2026-09-13,"Tableau 3. Situation des alertes notifiées par province, au 04 Septembre 2026",Alertes Reçues Décédés
nbre de cas suspects,indicator,"",cases,column,9,9,4,11,TRUE,FALSE,nbre de cas suspects,2,2026-05-19,2026-05-25,"Tableau IV. Répartition des cas, décès suspects et confirmés de maladie à virus Ebola dans les zones de santé de la DPS Ituri, Nord-Kivu et Sud Kivu au 22 mai 2026*",Nbre de cas suspects
nbre de cas confirmés,indicator,"",cases,column,9,9,4,11,TRUE,FALSE,nbre de cas confirmes,2,2026-05-19,2026-05-25,"Tableau IV. Répartition des cas, décès suspects et confirmés de maladie à virus Ebola dans les zones de santé de la DPS Ituri, Nord-Kivu et Sud Kivu au 22 mai 2026*",Nbre de cas Confirmés
report des alertes,indicator,"",alerts,column+row_label,9,7,4,9,TRUE,FALSE,report des alertes,1,2026-05-19,2026-05-23,Tableau II. Mise à jour de la situation épidémiologique de MVE dans la province d’ITURI au 20/ 05 /2026,Report des alertes (17/05)
total des alertes du jour,indicator,"",alerts,column+row_label,9,7,4,9,TRUE,FALSE,total des alertes du jour,1,2026-05-19,2026-05-23,Tableau II. Mise à jour de la situation épidémiologique de MVE dans la province d’ITURI au 20/ 05 /2026,Total des alertes du jour (18/05)
alertes vivants,indicator,"",alerts,column+row_label,9,7,4,9,TRUE,FALSE,alertes vivants,1,2026-05-19,2026-05-23,Tableau II. Mise à jour de la situation épidémiologique de MVE dans la province d’ITURI au 20/ 05 /2026,Alertes vivants
alertes décédés,indicator,"",alerts,column+row_label,9,7,4,9,TRUE,FALSE,alertes decedes,1,2026-05-19,2026-05-23,Tableau II. Mise à jour de la situation épidémiologique de MVE dans la province d’ITURI au 20/ 05 /2026,Alertes décédés
alertes non investiguées,indicator,"",alerts,column+row_label,9,7,4,9,TRUE,FALSE,alertes non investiguees,1,2026-05-19,2026-05-23,Tableau II. Mise à jour de la situation épidémiologique de MVE dans la province d’ITURI au 20/ 05 /2026,Alertes non investiguées
alertes invalidées,indicator,"",alerts,column+row_label,9,7,4,9,TRUE,FALSE,alertes validees,2,2026-05-19,2026-05-23,Tableau II. Mise à jour de la situation épidémiologique de MVE dans la province d’ITURI au 20/ 05 /2026,Alertes invalidées
cas suspects isolés,indicator,"",cases,column+row_label,9,7,4,9,TRUE,FALSE,cas suspects isoles,1,2026-05-19,2026-05-23,Tableau II. Mise à jour de la situation épidémiologique de MVE dans la province d’ITURI au 20/ 05 /2026,Cas suspects isolés
cas suspects non isolés,indicator,"",cases,column+row_label,9,7,4,9,TRUE,FALSE,cas suspects non isoles,1,2026-05-19,2026-05-23,Tableau II. Mise à jour de la situation épidémiologique de MVE dans la province d’ITURI au 20/ 05 /2026,Cas suspects non isolés
nouveaux cas confirmés,indicator,"",cases,column,9,9,5,87,TRUE,FALSE,nouveaux cas confirmes,1,2026-05-19,2026-08-09,Tableau I. Répartition des cas et décès confirmés par zone de santé dans les provinces touchées en date du 23/05/2026,Nouveaux cas confirmés
guéris du jour,indicator,"",treatment,column+row_label,8,8,4,17,TRUE,FALSE,gueris du jour,1,2026-05-19,2026-05-31,Tableau I. Répartition des cas et décès confirmés par zone de santé dans les provinces touchées en date du 23/05/2026,Guéris du jour
létalité (%),indicator,"",cases,column,8,8,25,34,TRUE,FALSE,letalite,2,2026-06-08,2026-06-17,"Tableau 1. Répartition des cas confirmés et des décès de la MVE Bundibugyo par zone de santé et par province, République Démocratique du Congo, au 08 juin 2026.",Létalité (%)
% de résultats disponibles dans 24h,indicator,"",laboratory,row_label,8,8,26,36,TRUE,FALSE,de resultats disponibles dans 24h,2,2026-06-09,2026-06-19,"Tableau 4. Suivi des indicateurs au Points d’entrées et Points de contrôle (PoE/PoC) dans la province de l’Ituri, en date du 11 juin 2026",% de résultats disponibles dans 24h
nombre d'alertes validées,indicator,"",alerts,row_label,8,8,28,36,TRUE,FALSE,nombre dalertes validees,2,2026-06-11,2026-06-19,"Tableau 4. Suivi des indicateurs au Points d’entrées et Points de contrôle (PoE/PoC) dans la province de l’Ituri, en date du 11 juin 2026",Nombre d'alertes validées
nbre de contacts,indicator,"",contacts,column,7,7,4,9,TRUE,FALSE,nbre de contacts,2,2026-05-19,2026-05-23,"Tableau IV. Répartition des cas, décès suspects et confirmés de maladie à virus Ebola dans les zones de santé de la DPS Ituri, Nord-Kivu et Sud Kivu au 22 mai 2026*",Nbre de contacts
nouveaux cas probables,indicator,"",cases,column,7,7,5,10,TRUE,FALSE,nouveaux cas probables,1,2026-05-19,2026-05-24,Tableau I. Répartition des cas et décès confirmés par zone de santé dans les provinces touchées en date du 23/05/2026,Nouveaux cas probables
cas suspects non prélévés,indicator,"",cases,column,7,5,6,9,TRUE,FALSE,cas suspects non preleves,2,2026-05-20,2026-05-23,Tableau II. Mise à jour de la situation épidémiologique de MVE dans la province d’ITURI au 20/ 05 /2026,Cas suspects non prélévés
voyageurs screenés,indicator,"",points_of_entry,column+row_label,7,7,9,18,TRUE,FALSE,voyageurs screenes,1,2026-05-23,2026-06-01,Surveillance aux Points d'Entrée et Points de Contrôle (PoE/PoC),Voyageurs screenés
nombre des personnes passées aux poe/poc,indicator,"",points_of_entry,row_label,7,7,37,44,TRUE,FALSE,nombre de personnes passees aux poe poc,2,2026-06-20,2026-06-27,"Tableau 5. Suivi des indicateurs au Points d’entrées et Points de contrôle (PoE/PoC) dans la province de l’Ituri, en date du 20 juin 2026",Nombre des personnes passées aux PoE/PoC
nombre de nouveaux contacts n,indicator,"",contacts,column,7,7,52,58,TRUE,FALSE,nombre de nouveaux contacts n,2,2026-07-05,2026-07-11,Tableau 5. Suivi des contacts des cas confirmés (2) au 05 juillet 2026,Nombre de Nouveaux Contacts n
nombre de nouveaux contacts %,indicator,"",contacts,column,7,7,52,58,TRUE,FALSE,nombre de nouveaux contacts n,2,2026-07-05,2026-07-11,Tableau 5. Suivi des contacts des cas confirmés (2) au 05 juillet 2026,Nombre de Nouveaux Contacts %
nombre de contacts sorties au 21 jours n,indicator,"",contacts,column,7,7,52,58,TRUE,FALSE,nombre de contacts sorties au 21 jours n,2,2026-07-05,2026-07-11,Tableau 5. Suivi des contacts des cas confirmés (2) au 05 juillet 2026,Nombre de contacts sorties au 21 jours n
nombre de contacts sorties au 21 jours %,indicator,"",contacts,column,7,7,52,58,TRUE,FALSE,nombre de contacts sorties au 21 jours n,2,2026-07-05,2026-07-11,Tableau 5. Suivi des contacts des cas confirmés (2) au 05 juillet 2026,Nombre de contacts sorties au 21 jours %
rwampara,indicator,"","",column+row_label,6,4,4,7,FALSE,FALSE,rwampara,1,2026-05-19,2026-05-21,Tableau II : Situation des alertes du jour dans les zones de santé de la DPS Ituri au 18 mai 2026,Rwampara
mongbwalu,indicator,"","",column+row_label,6,4,4,7,FALSE,FALSE,mongbwalu,1,2026-05-19,2026-05-21,Tableau II : Situation des alertes du jour dans les zones de santé de la DPS Ituri au 18 mai 2026,Mongbwalu
nouveaux contacts listés,indicator,"",contacts,column,6,6,5,9,TRUE,FALSE,nouveaux contacts listes,2,2026-05-19,2026-05-23,Tableau I. Répartition des cas et décès confirmés par zone de santé dans les provinces touchées en date du 23/05/2026,Nouveaux contacts listés
suivi journalier report,indicator,"",contacts,column,6,6,5,9,TRUE,FALSE,suivi journalier report,1,2026-05-19,2026-05-23,Tableau III. Récapitulatif de l’identification et suivi de contacts à la date du 20 mai 2026,Suivi journalier Report du 18/05/2026
suivi journalier contact à suivre ce jour,indicator,"",contacts,column,6,6,5,9,TRUE,FALSE,suivi journalier contact a suivre ce jour,1,2026-05-19,2026-05-23,Tableau III. Récapitulatif de l’identification et suivi de contacts à la date du 20 mai 2026,Suivi journalier Contact à suivre ce jour
suivi journalier contacts vus,indicator,"",contacts,column,6,6,5,9,TRUE,FALSE,suivi journalier contacts vus,1,2026-05-19,2026-05-23,Tableau III. Récapitulatif de l’identification et suivi de contacts à la date du 20 mai 2026,Suivi journalier Contacts vus
suivi journalier sorties 21 jrs,indicator,"",contacts,column,6,6,5,9,TRUE,FALSE,suivi journalier sorties 21 jrs,1,2026-05-19,2026-05-23,Tableau III. Récapitulatif de l’identification et suivi de contacts à la date du 20 mai 2026,Suivi journalier Sorties 21 Jrs
suivi journalier devenus suspects,indicator,"",contacts,column,6,6,5,9,TRUE,FALSE,suivi journalier devenus suspects,1,2026-05-19,2026-05-23,Tableau III. Récapitulatif de l’identification et suivi de contacts à la date du 20 mai 2026,Suivi journalier Devenus Suspects
raison de non vus simple absence,indicator,"","",column,6,6,5,9,TRUE,FALSE,raison de non vus simple absence,1,2026-05-19,2026-05-23,Tableau III. Récapitulatif de l’identification et suivi de contacts à la date du 20 mai 2026,Raison de non vus Simple Absence
raison de non vus perdus de vue (≥72 heures),indicator,"",contacts,column,6,6,5,9,TRUE,FALSE,raison de non vus perdus de vue    72 heures,1,2026-05-19,2026-05-23,Tableau III. Récapitulatif de l’identification et suivi de contacts à la date du 20 mai 2026,Raison de non vus Perdus de vue (≥72 heures)
