sitrep,sitrep_num,report_date,table_n,caption,label_raw,kind,label_key,role
020,20,2026-06-03,5,Tableau 4. Mouvement des patients dans les établissements de soins au 03 juin 2026,Sorties (24h): Décédés,row_label,sorties (24h): décédés,indicator
020,20,2026-06-03,5,Tableau 4. Mouvement des patients dans les établissements de soins au 03 juin 2026,Sorties (24h): Non-cas,row_label,sorties (24h): non-cas,indicator
020,20,2026-06-03,5,Tableau 4. Mouvement des patients dans les établissements de soins au 03 juin 2026,Sorties (24h): Guéris,row_label,sorties (24h): guéris,indicator
020,20,2026-06-03,5,Tableau 4. Mouvement des patients dans les établissements de soins au 03 juin 2026,Sorties (24h): Évadés,row_label,sorties (24h): évadés,indicator
020,20,2026-06-03,5,Tableau 4. Mouvement des patients dans les établissements de soins au 03 juin 2026,Total sorties,row_label,total sorties,indicator
020,20,2026-06-03,5,Tableau 4. Mouvement des patients dans les établissements de soins au 03 juin 2026,Patients en isolement (Fin J),row_label,patients en isolement (fin j),indicator
020,20,2026-06-03,5,Tableau 4. Mouvement des patients dans les établissements de soins au 03 juin 2026,dont confirmés (NC + AC),row_label,dont confirmés (nc + ac),indicator
020,20,2026-06-03,5,Tableau 4. Mouvement des patients dans les établissements de soins au 03 juin 2026,dont suspects,row_label,dont suspects,indicator
020,20,2026-06-03,6,"",N°,column,n°,dimension
020,20,2026-06-03,6,"",Défis,column,défis,narrative
020,20,2026-06-03,6,"",Impact,column,impact,narrative
020,20,2026-06-03,6,"",Action requise,column,action requise,narrative
020,20,2026-06-03,7,"",Priorité,column,priorité,narrative
020,20,2026-06-03,7,"",Action,column,action,narrative
020,20,2026-06-03,7,"",Pilier responsable,column,pilier responsable,indicator
020,20,2026-06-03,7,"",Échéance,column,échéance,indicator
021,21,2026-06-04,1,"",Province,column,province,dimension
021,21,2026-06-04,1,"",Cas confirmés,column,cas confirmés,indicator
021,21,2026-06-04,1,"",Décès (confirmés),column,décès (confirmés),indicator
021,21,2026-06-04,1,"",Létalité,column,létalité,indicator
021,21,2026-06-04,1,"",Zones de santé touchées,column,zones de santé touchées,dimension
021,21,2026-06-04,1,"",Nouveaux cas confirmés (24h),column,nouveaux cas confirmés (24h),indicator
021,21,2026-06-04,2,"Tableau 1. Répartition des cas confirmés et des décès de la MVE Bundibugyo par zone de santé et par province, République Démocratique du Congo, au 04juin 2026",Province / Zone de santé,column,province / zone de santé,dimension
021,21,2026-06-04,2,"Tableau 1. Répartition des cas confirmés et des décès de la MVE Bundibugyo par zone de santé et par province, République Démocratique du Congo, au 04juin 2026",Cas confirmés cumulés (n),column,cas confirmés cumulés (n),indicator
021,21,2026-06-04,2,"Tableau 1. Répartition des cas confirmés et des décès de la MVE Bundibugyo par zone de santé et par province, République Démocratique du Congo, au 04juin 2026",Décès confirmés cumulés (n),column,décès confirmés cumulés (n),indicator
021,21,2026-06-04,2,"Tableau 1. Répartition des cas confirmés et des décès de la MVE Bundibugyo par zone de santé et par province, République Démocratique du Congo, au 04juin 2026","Létalité (CFR, %)",column,"létalité (cfr, %)",indicator
021,21,2026-06-04,3,Tableau 2. Gestion des alertes épidémiologiques (24h) au 04 juin 2026,Indicateur,column,indicateur,dimension
021,21,2026-06-04,3,Tableau 2. Gestion des alertes épidémiologiques (24h) au 04 juin 2026,Ituri,column,ituri,dimension
021,21,2026-06-04,3,Tableau 2. Gestion des alertes épidémiologiques (24h) au 04 juin 2026,Nord-Kivu,column,nord-kivu,dimension
021,21,2026-06-04,3,Tableau 2. Gestion des alertes épidémiologiques (24h) au 04 juin 2026,Sud-Kivu,column,sud-kivu,dimension
021,21,2026-06-04,3,Tableau 2. Gestion des alertes épidémiologiques (24h) au 04 juin 2026,Total,column,total,dimension
021,21,2026-06-04,3,Tableau 2. Gestion des alertes épidémiologiques (24h) au 04 juin 2026,Alertes remontées,row_label,alertes remontées,indicator
021,21,2026-06-04,3,Tableau 2. Gestion des alertes épidémiologiques (24h) au 04 juin 2026,Alertes investiguées,row_label,alertes investiguées,indicator
021,21,2026-06-04,3,Tableau 2. Gestion des alertes épidémiologiques (24h) au 04 juin 2026,Taux d'investigation,row_label,taux d'investigation,indicator
021,21,2026-06-04,3,Tableau 2. Gestion des alertes épidémiologiques (24h) au 04 juin 2026,Alertes validées,row_label,alertes validées,indicator
021,21,2026-06-04,4,Tableau 3. Suivi des contacts des cas confirmés au 04 juin 2026,Province,column,province,dimension
021,21,2026-06-04,4,Tableau 3. Suivi des contacts des cas confirmés au 04 juin 2026,Contacts sous suivi (n),column,contacts sous suivi (n),indicator
021,21,2026-06-04,4,Tableau 3. Suivi des contacts des cas confirmés au 04 juin 2026,Contacts vus (n),column,contacts vus (n),indicator
021,21,2026-06-04,4,Tableau 3. Suivi des contacts des cas confirmés au 04 juin 2026,Taux de suivi (%),column,taux de suivi (%),indicator
021,21,2026-06-04,5,Tableau 4. Mouvement des patients dans les établissements de soins au 04 juin 2026,Indicateur,column,indicateur,dimension
021,21,2026-06-04,5,Tableau 4. Mouvement des patients dans les établissements de soins au 04 juin 2026,Ituri,column,ituri,dimension
021,21,2026-06-04,5,Tableau 4. Mouvement des patients dans les établissements de soins au 04 juin 2026,Nord-Kivu,column,nord-kivu,dimension
021,21,2026-06-04,5,Tableau 4. Mouvement des patients dans les établissements de soins au 04 juin 2026,Sud-Kivu,column,sud-kivu,dimension
021,21,2026-06-04,5,Tableau 4. Mouvement des patients dans les établissements de soins au 04 juin 2026,Ensemble,column,ensemble,dimension
021,21,2026-06-04,5,Tableau 4. Mouvement des patients dans les établissements de soins au 04 juin 2026,Patients au lit (J-1),row_label,patients au lit (j-1),indicator
021,21,2026-06-04,5,Tableau 4. Mouvement des patients dans les établissements de soins au 04 juin 2026,Total admissions (24h),row_label,total admissions (24h),indicator
021,21,2026-06-04,5,Tableau 4. Mouvement des patients dans les établissements de soins au 04 juin 2026,Sorties (24h) Décédés (Suspects/Conf.),row_label,sorties (24h) décédés (suspects/conf.),indicator
021,21,2026-06-04,5,Tableau 4. Mouvement des patients dans les établissements de soins au 04 juin 2026,Sorties (24h) Non-cas / Guéris,row_label,sorties (24h) non-cas / guéris,indicator
021,21,2026-06-04,5,Tableau 4. Mouvement des patients dans les établissements de soins au 04 juin 2026,Sorties (24h) Évadés (Suspects/Conf.),row_label,sorties (24h) évadés (suspects/conf.),indicator
021,21,2026-06-04,5,Tableau 4. Mouvement des patients dans les établissements de soins au 04 juin 2026,Total sorties,row_label,total sorties,indicator
021,21,2026-06-04,5,Tableau 4. Mouvement des patients dans les établissements de soins au 04 juin 2026,Patients en isolement (Fin J),row_label,patients en isolement (fin j),indicator
021,21,2026-06-04,5,Tableau 4. Mouvement des patients dans les établissements de soins au 04 juin 2026,dont confirmés (NC+AC),row_label,dont confirmés (nc+ac),indicator
021,21,2026-06-04,5,Tableau 4. Mouvement des patients dans les établissements de soins au 04 juin 2026,dont suspects,row_label,dont suspects,indicator
021,21,2026-06-04,6,"",INDICATEURS CLES,column,indicateurs cles,dimension
021,21,2026-06-04,6,"",ITURI,column,ituri,dimension
021,21,2026-06-04,6,"",NORD-KIVU,column,nord-kivu,dimension
021,21,2026-06-04,6,"",SUD-KIVU,column,sud-kivu,dimension
021,21,2026-06-04,6,"",Proportion des Nouveaux cas confirmés ayant bénéficié d'interventions SMSPS,row_label,proportion des nouveaux cas confirmés ayant bénéficié d'interventions smsps,indicator
021,21,2026-06-04,6,"",Proportion des cas confirmés en cours de suivi ayant bénéficié d'interventions SMSPS,row_label,proportion des cas confirmés en cours de suivi ayant bénéficié d'interventions smsps,indicator
021,21,2026-06-04,6,"",Proportion Nouveaux cas suspects ayant bénéficié d'interventions SMSPS,row_label,proportion nouveaux cas suspects ayant bénéficié d'interventions smsps,indicator
021,21,2026-06-04,6,"",Proportion cas suspects en cours de suivi ayant bénéficié d'interventions SMSPS,row_label,proportion cas suspects en cours de suivi ayant bénéficié d'interventions smsps,indicator
021,21,2026-06-04,6,"",Proportion Résultats de laboratoire ayant été annoncé,row_label,proportion résultats de laboratoire ayant été annoncé,indicator
021,21,2026-06-04,6,"",Dont positifs,row_label,dont positifs,indicator
021,21,2026-06-04,6,"",Proportion Enfants séparés en crèche ayant bénéficié d'interventions SMSPS,row_label,proportion enfants séparés en crèche ayant bénéficié d'interventions smsps,indicator
021,21,2026-06-04,6,"",Proportion Enfants séparés en communauté ayant bénéficié d'interventions SMSPS,row_label,proportion enfants séparés en communauté ayant bénéficié d'interventions smsps,indicator
021,21,2026-06-04,6,"",Nb Accompagnants au CTE ayant bénéficié d'interventions SMSPS,row_label,nb accompagnants au cte ayant bénéficié d'interventions smsps,indicator
021,21,2026-06-04,6,"",Nb PPL ayant bénéficié d'interventions SMSPS,row_label,nb ppl ayant bénéficié d'interventions smsps,indicator
021,21,2026-06-04,6,"",Nb des ménages et communautés ayant bénéficié d'interventions SMSPS,row_label,nb des ménages et communautés ayant bénéficié d'interventions smsps,indicator
021,21,2026-06-04,6,"",Proportion des malades ayant bénéficié des Kit de dignité au CTE,row_label,proportion des malades ayant bénéficié des kit de dignité au cte,indicator
021,21,2026-06-04,7,"",N°,column,n°,dimension
021,21,2026-06-04,7,"",Défis,column,défis,narrative
021,21,2026-06-04,7,"",Impact,column,impact,narrative
021,21,2026-06-04,7,"",Action requise,column,action requise,narrative
021,21,2026-06-04,8,"",Priorité,column,priorité,narrative
021,21,2026-06-04,8,"",Action,column,action,narrative
021,21,2026-06-04,8,"",Pilier responsable,column,pilier responsable,indicator
021,21,2026-06-04,8,"",Échéance,column,échéance,indicator
022,22,2026-06-05,1,"",Province,column,province,dimension
022,22,2026-06-05,1,"",Cas confirmés,column,cas confirmés,indicator
022,22,2026-06-05,1,"",Décès (confirmés),column,décès (confirmés),indicator
022,22,2026-06-05,1,"",Létalité,column,létalité,indicator
022,22,2026-06-05,1,"",Zones de santé touchées,column,zones de santé touchées,dimension
022,22,2026-06-05,1,"",Nouveaux cas confirmés (24h),column,nouveaux cas confirmés (24h),indicator
022,22,2026-06-05,2,"Tableau 1. Répartition des cas confirmés et des décès de la MVE Bundibugyo par zone de santé et par province, République Démocratique du Congo, au 05 juin 2026",Province / Zone de santé,column,province / zone de santé,dimension
022,22,2026-06-05,2,"Tableau 1. Répartition des cas confirmés et des décès de la MVE Bundibugyo par zone de santé et par province, République Démocratique du Congo, au 05 juin 2026",Cas confirmés cumulés (n),column,cas confirmés cumulés (n),indicator
022,22,2026-06-05,2,"Tableau 1. Répartition des cas confirmés et des décès de la MVE Bundibugyo par zone de santé et par province, République Démocratique du Congo, au 05 juin 2026",Décès confirmés cumulés (n),column,décès confirmés cumulés (n),indicator
022,22,2026-06-05,2,"Tableau 1. Répartition des cas confirmés et des décès de la MVE Bundibugyo par zone de santé et par province, République Démocratique du Congo, au 05 juin 2026","Létalité (CFR, %)",column,"létalité (cfr, %)",indicator
022,22,2026-06-05,3,Tableau 2. Gestion des alertes épidémiologiques (24h) au 05 juin 2026,Indicateur,column,indicateur,dimension
022,22,2026-06-05,3,Tableau 2. Gestion des alertes épidémiologiques (24h) au 05 juin 2026,Ituri,column,ituri,dimension
022,22,2026-06-05,3,Tableau 2. Gestion des alertes épidémiologiques (24h) au 05 juin 2026,Nord-Kivu,column,nord-kivu,dimension
022,22,2026-06-05,3,Tableau 2. Gestion des alertes épidémiologiques (24h) au 05 juin 2026,Sud-Kivu,column,sud-kivu,dimension
022,22,2026-06-05,3,Tableau 2. Gestion des alertes épidémiologiques (24h) au 05 juin 2026,Total,column,total,dimension
022,22,2026-06-05,3,Tableau 2. Gestion des alertes épidémiologiques (24h) au 05 juin 2026,Alertes remontées,row_label,alertes remontées,indicator
022,22,2026-06-05,3,Tableau 2. Gestion des alertes épidémiologiques (24h) au 05 juin 2026,Alertes investiguées,row_label,alertes investiguées,indicator
022,22,2026-06-05,3,Tableau 2. Gestion des alertes épidémiologiques (24h) au 05 juin 2026,Taux d'investigation,row_label,taux d'investigation,indicator
022,22,2026-06-05,3,Tableau 2. Gestion des alertes épidémiologiques (24h) au 05 juin 2026,Alertes validées,row_label,alertes validées,indicator
022,22,2026-06-05,4,Tableau 3. Suivi des contacts des cas confirmés au 05 juin 2026,Province,column,province,dimension
022,22,2026-06-05,4,Tableau 3. Suivi des contacts des cas confirmés au 05 juin 2026,Contacts sous suivi (n),column,contacts sous suivi (n),indicator
022,22,2026-06-05,4,Tableau 3. Suivi des contacts des cas confirmés au 05 juin 2026,Contacts vus (n),column,contacts vus (n),indicator
022,22,2026-06-05,4,Tableau 3. Suivi des contacts des cas confirmés au 05 juin 2026,Taux de suivi (%),column,taux de suivi (%),indicator
022,22,2026-06-05,5,"",Indicateurs,column,indicateurs,dimension
022,22,2026-06-05,5,"",Resultats,column,resultats,indicator
022,22,2026-06-05,5,"",Proportion de PoC activés,row_label,proportion de poc activés,indicator
022,22,2026-06-05,5,"",Nombre des voyageurs passés,row_label,nombre des voyageurs passés,indicator
022,22,2026-06-05,5,"",% des voyageurs screenés,row_label,% des voyageurs screenés,indicator
022,22,2026-06-05,5,"",% refus du screening,row_label,% refus du screening,indicator
022,22,2026-06-05,5,"",% des voyageurs ayant lavé le mains,row_label,% des voyageurs ayant lavé le mains,indicator
022,22,2026-06-05,5,"",% refus de lavage des mains,row_label,% refus de lavage des mains,indicator
022,22,2026-06-05,5,"",% des voyageurs sensibilisés,row_label,% des voyageurs sensibilisés,indicator
022,22,2026-06-05,5,"",Nombre d’alertes notifiées,row_label,nombre d’alertes notifiées,indicator
022,22,2026-06-05,5,"",% d’alertes investiguées dans 24h,row_label,% d’alertes investiguées dans 24h,indicator
022,22,2026-06-05,5,"",Nombre d’alertes validées,row_label,nombre d’alertes validées,indicator
022,22,2026-06-05,5,"",Nombre d’alertes transférées au CT/CTE ou pour EDS,row_label,nombre d’alertes transférées au ct/cte ou pour eds,indicator
022,22,2026-06-05,5,"",Nombre de contacts interceptés ce jour,row_label,nombre de contacts interceptés ce jour,indicator
022,22,2026-06-05,6,Tableau 4. Mouvement des patients dans les établissements de soins au 05 juin 2026,Indicateur,column,indicateur,dimension
022,22,2026-06-05,6,Tableau 4. Mouvement des patients dans les établissements de soins au 05 juin 2026,Ituri,column,ituri,dimension
022,22,2026-06-05,6,Tableau 4. Mouvement des patients dans les établissements de soins au 05 juin 2026,Nord-Kivu,column,nord-kivu,dimension
022,22,2026-06-05,6,Tableau 4. Mouvement des patients dans les établissements de soins au 05 juin 2026,Sud-Kivu,column,sud-kivu,dimension
022,22,2026-06-05,6,Tableau 4. Mouvement des patients dans les établissements de soins au 05 juin 2026,Ensemble,column,ensemble,dimension
022,22,2026-06-05,6,Tableau 4. Mouvement des patients dans les établissements de soins au 05 juin 2026,Patients au lit (J-1),row_label,patients au lit (j-1),indicator
022,22,2026-06-05,6,Tableau 4. Mouvement des patients dans les établissements de soins au 05 juin 2026,Total admissions (24h),row_label,total admissions (24h),indicator
022,22,2026-06-05,6,Tableau 4. Mouvement des patients dans les établissements de soins au 05 juin 2026,Sorties (24h) Décédés (Suspects/Conf.),row_label,sorties (24h) décédés (suspects/conf.),indicator
022,22,2026-06-05,6,Tableau 4. Mouvement des patients dans les établissements de soins au 05 juin 2026,Sorties (24h) Non-cas / Guéris,row_label,sorties (24h) non-cas / guéris,indicator
022,22,2026-06-05,6,Tableau 4. Mouvement des patients dans les établissements de soins au 05 juin 2026,Sorties (24h) Évadés (Suspects/Conf.),row_label,sorties (24h) évadés (suspects/conf.),indicator
022,22,2026-06-05,6,Tableau 4. Mouvement des patients dans les établissements de soins au 05 juin 2026,Sorties (24h) Total sorties,row_label,sorties (24h) total sorties,indicator
022,22,2026-06-05,6,Tableau 4. Mouvement des patients dans les établissements de soins au 05 juin 2026,Patients en isolement (Fin J),row_label,patients en isolement (fin j),indicator
022,22,2026-06-05,6,Tableau 4. Mouvement des patients dans les établissements de soins au 05 juin 2026,dont confirmés (NC+AC),row_label,dont confirmés (nc+ac),indicator
022,22,2026-06-05,6,Tableau 4. Mouvement des patients dans les établissements de soins au 05 juin 2026,dont suspects,row_label,dont suspects,indicator
022,22,2026-06-05,7,"",INDICATEURS CLES,column,indicateurs cles,dimension
022,22,2026-06-05,7,"",ITURI,column,ituri,dimension
022,22,2026-06-05,7,"",NORD-KIVU,column,nord-kivu,dimension
022,22,2026-06-05,7,"",SUD-KIVU,column,sud-kivu,dimension
022,22,2026-06-05,7,"",Proportion des Nouveaux cas confirmés ayant bénéficié d'interventions SMSPS,row_label,proportion des nouveaux cas confirmés ayant bénéficié d'interventions smsps,indicator
022,22,2026-06-05,7,"",Proportion des cas confirmés en cours de suivi ayant bénéficié d'interventions SMSPS,row_label,proportion des cas confirmés en cours de suivi ayant bénéficié d'interventions smsps,indicator
022,22,2026-06-05,7,"",Proportion Nouveaux cas suspects ayant bénéficié d'interventions SMSPS,row_label,proportion nouveaux cas suspects ayant bénéficié d'interventions smsps,indicator
022,22,2026-06-05,7,"",Proportion cas suspects en cours de suivi ayant bénéficié d'interventions SMSPS,row_label,proportion cas suspects en cours de suivi ayant bénéficié d'interventions smsps,indicator
022,22,2026-06-05,7,"",Proportion Résultats de laboratoire ayant été annoncé,row_label,proportion résultats de laboratoire ayant été annoncé,indicator
022,22,2026-06-05,7,"",Dont positifs,row_label,dont positifs,indicator
022,22,2026-06-05,7,"",Proportion Enfants séparés en crèche ayant bénéficié d'interventions SMSPS,row_label,proportion enfants séparés en crèche ayant bénéficié d'interventions smsps,indicator
022,22,2026-06-05,7,"",Proportion Enfants séparés en communauté ayant bénéficié d'interventions SMSPS,row_label,proportion enfants séparés en communauté ayant bénéficié d'interventions smsps,indicator
022,22,2026-06-05,7,"",Nb Accompagnants au CTE ayant bénéficié d'interventions SMSPS,row_label,nb accompagnants au cte ayant bénéficié d'interventions smsps,indicator
022,22,2026-06-05,7,"",Nb PPL ayant bénéficié d'interventions SMSPS,row_label,nb ppl ayant bénéficié d'interventions smsps,indicator
022,22,2026-06-05,7,"",Nb des ménages et communautés ayant bénéficié d'interventions SMSPS,row_label,nb des ménages et communautés ayant bénéficié d'interventions smsps,indicator
022,22,2026-06-05,7,"",Proportion des malades ayant bénéficié des Kit de dignité au CTE,row_label,proportion des malades ayant bénéficié des kit de dignité au cte,indicator
022,22,2026-06-05,8,"",N°,column,n°,dimension
022,22,2026-06-05,8,"",Défis,column,défis,narrative
022,22,2026-06-05,8,"",Impact,column,impact,narrative
022,22,2026-06-05,8,"",Action requise,column,action requise,narrative
022,22,2026-06-05,9,"",Priorité,column,priorité,narrative
022,22,2026-06-05,9,"",Action,column,action,narrative
022,22,2026-06-05,9,"",Pilier responsable,column,pilier responsable,indicator
022,22,2026-06-05,9,"",Échéance,column,échéance,indicator
023,23,2026-06-06,1,"",Province,column,province,dimension
023,23,2026-06-06,1,"",Cas confirmés,column,cas confirmés,indicator
023,23,2026-06-06,1,"",Décès (confirmés),column,décès (confirmés),indicator
023,23,2026-06-06,1,"",Létalité,column,létalité,indicator
023,23,2026-06-06,1,"",Zones de santé touchées,column,zones de santé touchées,dimension
023,23,2026-06-06,1,"",Nouveaux cas confirmés (24h),column,nouveaux cas confirmés (24h),indicator
023,23,2026-06-06,2,"Tableau 1. Répartition des cas confirmés et des décès de la MVE Bundibugyo par zone de santé et par province, République Démocratique du Congo, au 06 juin 2026",Province / Zone de santé,column,province / zone de santé,dimension
023,23,2026-06-06,2,"Tableau 1. Répartition des cas confirmés et des décès de la MVE Bundibugyo par zone de santé et par province, République Démocratique du Congo, au 06 juin 2026",Cas confirmés cumulés (n),column,cas confirmés cumulés (n),indicator
023,23,2026-06-06,2,"Tableau 1. Répartition des cas confirmés et des décès de la MVE Bundibugyo par zone de santé et par province, République Démocratique du Congo, au 06 juin 2026",Décès confirmés cumulés (n),column,décès confirmés cumulés (n),indicator
023,23,2026-06-06,2,"Tableau 1. Répartition des cas confirmés et des décès de la MVE Bundibugyo par zone de santé et par province, République Démocratique du Congo, au 06 juin 2026","Létalité (CFR, %)",column,"létalité (cfr, %)",indicator
023,23,2026-06-06,3,Tableau 2. Gestion des alertes épidémiologiques (24h) au 06 juin 2026,Indicateur,column,indicateur,dimension
023,23,2026-06-06,3,Tableau 2. Gestion des alertes épidémiologiques (24h) au 06 juin 2026,Ituri,column,ituri,dimension
023,23,2026-06-06,3,Tableau 2. Gestion des alertes épidémiologiques (24h) au 06 juin 2026,Nord-Kivu,column,nord-kivu,dimension
023,23,2026-06-06,3,Tableau 2. Gestion des alertes épidémiologiques (24h) au 06 juin 2026,Sud-Kivu,column,sud-kivu,dimension
023,23,2026-06-06,3,Tableau 2. Gestion des alertes épidémiologiques (24h) au 06 juin 2026,Total,column,total,dimension
023,23,2026-06-06,3,Tableau 2. Gestion des alertes épidémiologiques (24h) au 06 juin 2026,Alertes remontées,row_label,alertes remontées,indicator
023,23,2026-06-06,3,Tableau 2. Gestion des alertes épidémiologiques (24h) au 06 juin 2026,Alertes investiguées,row_label,alertes investiguées,indicator
023,23,2026-06-06,3,Tableau 2. Gestion des alertes épidémiologiques (24h) au 06 juin 2026,Taux d'investigation,row_label,taux d'investigation,indicator
023,23,2026-06-06,3,Tableau 2. Gestion des alertes épidémiologiques (24h) au 06 juin 2026,Alertes validées,row_label,alertes validées,indicator
023,23,2026-06-06,4,Tableau 3. Suivi des contacts des cas confirmés au 06 juin 2026,Province,column,province,dimension
023,23,2026-06-06,4,Tableau 3. Suivi des contacts des cas confirmés au 06 juin 2026,Contacts sous suivi (n),column,contacts sous suivi (n),indicator
023,23,2026-06-06,4,Tableau 3. Suivi des contacts des cas confirmés au 06 juin 2026,Contacts vus (n),column,contacts vus (n),indicator
023,23,2026-06-06,4,Tableau 3. Suivi des contacts des cas confirmés au 06 juin 2026,Taux de suivi (%),column,taux de suivi (%),indicator
023,23,2026-06-06,5,"",Indicateurs,column,indicateurs,dimension
023,23,2026-06-06,5,"",Résultats,column,résultats,indicator
023,23,2026-06-06,5,"",Proportion de PoC activés,row_label,proportion de poc activés,indicator
023,23,2026-06-06,5,"",Nombre des voyageurs passés,row_label,nombre des voyageurs passés,indicator
023,23,2026-06-06,5,"",% des voyageurs screenés,row_label,% des voyageurs screenés,indicator
023,23,2026-06-06,5,"",% refus du screening,row_label,% refus du screening,indicator
023,23,2026-06-06,5,"",% des voyageurs ayant lavé le mains,row_label,% des voyageurs ayant lavé le mains,indicator
023,23,2026-06-06,5,"",% refus de lavage des mains,row_label,% refus de lavage des mains,indicator
023,23,2026-06-06,5,"",% des voyageurs sensibilisés,row_label,% des voyageurs sensibilisés,indicator
023,23,2026-06-06,5,"",Nombre d’alertes notifiées,row_label,nombre d’alertes notifiées,indicator
023,23,2026-06-06,5,"",% d’alertes investiguées dans 24h,row_label,% d’alertes investiguées dans 24h,indicator
023,23,2026-06-06,5,"",Nombre d’alertes validées,row_label,nombre d’alertes validées,indicator
023,23,2026-06-06,5,"",Nombre d’alertes transférées au CT/CTE ou pour EDS,row_label,nombre d’alertes transférées au ct/cte ou pour eds,indicator
023,23,2026-06-06,5,"",Nombre de contacts interceptés ce jour,row_label,nombre de contacts interceptés ce jour,indicator
023,23,2026-06-06,6,Tableau 4. Mouvement des patients dans les établissements de soins au 06 juin 2026,Indicateur,column,indicateur,dimension
023,23,2026-06-06,6,Tableau 4. Mouvement des patients dans les établissements de soins au 06 juin 2026,Ituri,column,ituri,dimension
023,23,2026-06-06,6,Tableau 4. Mouvement des patients dans les établissements de soins au 06 juin 2026,Nord-Kivu,column,nord-kivu,dimension
023,23,2026-06-06,6,Tableau 4. Mouvement des patients dans les établissements de soins au 06 juin 2026,Sud-Kivu,column,sud-kivu,dimension
023,23,2026-06-06,6,Tableau 4. Mouvement des patients dans les établissements de soins au 06 juin 2026,Ensemble,column,ensemble,dimension
023,23,2026-06-06,6,Tableau 4. Mouvement des patients dans les établissements de soins au 06 juin 2026,Patients au lit (J-1),row_label,patients au lit (j-1),indicator
023,23,2026-06-06,6,Tableau 4. Mouvement des patients dans les établissements de soins au 06 juin 2026,Total admissions (24h),row_label,total admissions (24h),indicator
023,23,2026-06-06,6,Tableau 4. Mouvement des patients dans les établissements de soins au 06 juin 2026,Sorties (24h) Décédés (Suspects/Conf.),row_label,sorties (24h) décédés (suspects/conf.),indicator
023,23,2026-06-06,6,Tableau 4. Mouvement des patients dans les établissements de soins au 06 juin 2026,Sorties (24h) Non-cas / Guéris,row_label,sorties (24h) non-cas / guéris,indicator
023,23,2026-06-06,6,Tableau 4. Mouvement des patients dans les établissements de soins au 06 juin 2026,Sorties (24h) Évadés (Suspects/Conf.),row_label,sorties (24h) évadés (suspects/conf.),indicator
023,23,2026-06-06,6,Tableau 4. Mouvement des patients dans les établissements de soins au 06 juin 2026,Sorties (24h) Total sorties,row_label,sorties (24h) total sorties,indicator
023,23,2026-06-06,6,Tableau 4. Mouvement des patients dans les établissements de soins au 06 juin 2026,Patients en isolement (Fin J),row_label,patients en isolement (fin j),indicator
023,23,2026-06-06,6,Tableau 4. Mouvement des patients dans les établissements de soins au 06 juin 2026,dont confirmés (NC+AC),row_label,dont confirmés (nc+ac),indicator
023,23,2026-06-06,6,Tableau 4. Mouvement des patients dans les établissements de soins au 06 juin 2026,dont suspects,row_label,dont suspects,indicator
023,23,2026-06-06,7,"",INDICATEURS CLES,column,indicateurs cles,dimension
023,23,2026-06-06,7,"",ITURI,column,ituri,dimension
023,23,2026-06-06,7,"",NORD-KIVU,column,nord-kivu,dimension
023,23,2026-06-06,7,"",SUD-KIVU,column,sud-kivu,dimension
023,23,2026-06-06,7,"",Proportion des nouveaux cas confirmés ayant bénéficié d'interventions SMSPS,row_label,proportion des nouveaux cas confirmés ayant bénéficié d'interventions smsps,indicator
023,23,2026-06-06,7,"",Proportion des cas confirmés en cours de suivi ayant bénéficié d'interventions SMSPS,row_label,proportion des cas confirmés en cours de suivi ayant bénéficié d'interventions smsps,indicator
023,23,2026-06-06,7,"",Proportion Nouveaux cas suspects ayant bénéficié d'interventions SMSPS,row_label,proportion nouveaux cas suspects ayant bénéficié d'interventions smsps,indicator
023,23,2026-06-06,7,"",Proportion cas suspects en cours de suivi ayant bénéficié d'interventions SMSPS,row_label,proportion cas suspects en cours de suivi ayant bénéficié d'interventions smsps,indicator
023,23,2026-06-06,7,"",Proportion Résultats de laboratoire ayant été annoncé,row_label,proportion résultats de laboratoire ayant été annoncé,indicator
023,23,2026-06-06,7,"",Dont positifs,row_label,dont positifs,indicator
023,23,2026-06-06,7,"",Proportion Enfants séparés en crèche ayant bénéficié d'interventions SMSPS,row_label,proportion enfants séparés en crèche ayant bénéficié d'interventions smsps,indicator
023,23,2026-06-06,7,"",Proportion Enfants séparés en communauté ayant bénéficié d'interventions SMSPS,row_label,proportion enfants séparés en communauté ayant bénéficié d'interventions smsps,indicator
023,23,2026-06-06,7,"",Nb Accompagnants au CTE ayant bénéficié d'interventions SMSPS,row_label,nb accompagnants au cte ayant bénéficié d'interventions smsps,indicator
023,23,2026-06-06,7,"",Nb PPL ayant bénéficié d'interventions SMSPS,row_label,nb ppl ayant bénéficié d'interventions smsps,indicator
023,23,2026-06-06,7,"",Nb des ménages et communautés ayant bénéficié d'interventions SMSPS,row_label,nb des ménages et communautés ayant bénéficié d'interventions smsps,indicator
023,23,2026-06-06,7,"",Proportion des malades ayant bénéficié des Kit de dignité au CTE,row_label,proportion des malades ayant bénéficié des kit de dignité au cte,indicator
023,23,2026-06-06,8,"",N°,column,n°,dimension
023,23,2026-06-06,8,"",Défis,column,défis,narrative
023,23,2026-06-06,8,"",Impact,column,impact,narrative
023,23,2026-06-06,8,"",Action requise,column,action requise,narrative
023,23,2026-06-06,9,"",Priorité,column,priorité,narrative
023,23,2026-06-06,9,"",Action,column,action,narrative
