sitrep,report_date,facility_id,facility_raw,name_status,site_kind,place_key,place_raw,event,event_date,beds,health_zone,province,status_note,evidence_quote,confidence,model
021,2026-06-04,site-logo-angumu,Logo Angumu,named,other,logo angumu,Logo Angumu,mention_only,,,"",Ituri,Infection prevention and control supplies were delivered to the facility.,"Livraison des intrants PCI aux HGR (Drodro, Lita, Mangala, Jiba, Damas, Kilo, Nizi, Bambu, Linga ; Nyarambe, Rimba, Logo Angumu, Mahagi)",high,agy:gemini-3.1-pro-low
021,2026-06-04,site-mahagi,Mahagi,named,other,mahagi,Mahagi,mention_only,,,Mahagi,Ituri,Infection prevention and control supplies were delivered to the facility.,"Livraison des intrants PCI aux HGR (Drodro, Lita, Mangala, Jiba, Damas, Kilo, Nizi, Bambu, Linga ; Nyarambe, Rimba, Logo Angumu, Mahagi)",high,agy:gemini-3.1-pro-low
021,2026-06-04,site-nyarambe,Nyarambe,named,other,nyarambe,Nyarambe,mention_only,,,Nyarambe,Ituri,Infection prevention and control supplies were delivered to the facility.,"Livraison des intrants PCI aux HGR (Drodro, Lita, Mangala, Jiba, Damas, Kilo, Nizi, Bambu, Linga ; Nyarambe, Rimba, Logo Angumu, Mahagi)",high,agy:gemini-3.1-pro-low
021,2026-06-04,site-ps-umoja,PS Umoja,named,other,lembabo,Lembabo,mention_only,,,Bunia,Ituri,Healthcare providers at the facility were briefed on infection prevention and control.,briefing de 5 prestataires dans le PS Umoja (AS Lembabo),high,agy:gemini-3.1-pro-low
021,2026-06-04,site-rimba,Rimba,named,other,rimba,Rimba,mention_only,,,Rimba,Ituri,Infection prevention and control supplies were delivered to the facility.,"Livraison des intrants PCI aux HGR (Drodro, Lita, Mangala, Jiba, Damas, Kilo, Nizi, Bambu, Linga ; Nyarambe, Rimba, Logo Angumu, Mahagi)",high,agy:gemini-3.1-pro-low
022,2026-06-05,"",Rwampara,ambiguous,treatment_centre,rwampara,Rwampara,opened,,,Rwampara,Ituri,A treatment centre in Rwampara has opened.,Capacité insuffisante en CTE normés malgré l'ouverture de Rwampara,low,agy:gemini-3.1-pro-low
022,2026-06-05,cte-nyankunde,CTE Nyankunde,named,treatment_centre,nyankunde,Nyankunde,operating,,,Nyankunde,Ituri,Awareness raising activities were conducted to support the reception and isolation of patients at the centre.,début de la sensibilisation en appui à l’accueil et isolement des malades au CTE Nyankunde,high,agy:gemini-3.1-pro-low
022,2026-06-05,hosp-hgr-mongbwalu,HGR Mongbwalu,named,hospital_isolation,mongbwalu,Mongbwalu,mention_only,,,Mongbwalu,Ituri,An evaluation was conducted at the general reference hospital.,L’évaluation de l’HGR Mongbwalu.,high,agy:gemini-3.1-pro-low
022,2026-06-05,hosp-hgr-rwampara,HGR zone de santé de Rwampara,named,hospital_isolation,rwampara,Rwampara,operating,,,Rwampara,Ituri,A confirmed Ebola patient was declared recovered at this general reference hospital.,Un patient confirmé de la maladie à virus Ebola a été déclaré guéri (HGR zone de santé de Rwampara).,high,agy:gemini-3.1-pro-low
022,2026-06-05,site-centres-sante-butsili,centres de santé de Butsili,named,other,butsili,Butsili,mention_only,,,Beni,Nord-Kivu,Triage and isolation circuits were reorganized at the health centre.,réorganisation des circuits de triage et d’isolement dans les centres de santé de Butsili et Ngongolio.,high,agy:gemini-3.1-pro-low
022,2026-06-05,site-centres-sante-ngongolio,centres de santé de Ngongolio,named,other,ngongolio,Ngongolio,mention_only,,,Beni,Nord-Kivu,Triage and isolation circuits were reorganized at the health centre.,réorganisation des circuits de triage et d’isolement dans les centres de santé de Butsili et Ngongolio.,high,agy:gemini-3.1-pro-low
022,2026-06-05,site-ch-lwiro,CH Lwiro,named,other,lwiro,Lwiro,mention_only,,,Miti- Murhesa,Sud-Kivu,An infection prevention and control scorecard evaluation was conducted at the facility.,"deux structures de la ZS de Miti- Murhesa (CH Lwiro : 42% et CS Kahungu : 35,5%)",high,agy:gemini-3.1-pro-low
022,2026-06-05,site-ch-rwankole,CH Rwankole,named,other,rwankole,Rwankole,mention_only,,,Bunia,Ituri,"Staff at the hospital centre received a briefing on standard precautions, waste management, and hand washing.","15 prestataires de soins de 4 ESS (CS Aero, CM Chirurgical Croix Verte, CH Rwankole et CS Rwambuzi)",high,agy:gemini-3.1-pro-low
022,2026-06-05,site-cm-chirurgical-croix-verte,CM Chirurgical Croix Verte,named,other,chirurgical croix verte,"",mention_only,,,"",Ituri,"Staff at the medical centre received a briefing on standard precautions, waste management, and hand washing.","15 prestataires de soins de 4 ESS (CS Aero, CM Chirurgical Croix Verte, CH Rwankole et CS Rwambuzi)",high,agy:gemini-3.1-pro-low
022,2026-06-05,site-cs-aero,CS Aero,named,other,aero,Aero,mention_only,,,Bunia,Ituri,"Staff at the health centre received a briefing on standard precautions, waste management, and hand washing.","15 prestataires de soins de 4 ESS (CS Aero, CM Chirurgical Croix Verte, CH Rwankole et CS Rwambuzi)",high,agy:gemini-3.1-pro-low
022,2026-06-05,site-cs-kahungu,CS Kahungu,named,other,kahungu,Kahungu,mention_only,,,Miti- Murhesa,Sud-Kivu,An infection prevention and control scorecard evaluation was conducted at the facility.,"deux structures de la ZS de Miti- Murhesa (CH Lwiro : 42% et CS Kahungu : 35,5%)",high,agy:gemini-3.1-pro-low
022,2026-06-05,site-cs-rwambuzi,CS Rwambuzi,named,other,rwambuzi,Rwambuzi,mention_only,,,Bunia,Ituri,"Staff at the health centre received a briefing on standard precautions, waste management, and hand washing.","15 prestataires de soins de 4 ESS (CS Aero, CM Chirurgical Croix Verte, CH Rwankole et CS Rwambuzi)",high,agy:gemini-3.1-pro-low
022,2026-06-05,site-cs-tchudja,CS Tchudja,named,other,tchudja,Tchudja,mention_only,,,Bambu,Ituri,"Healthcare providers from this facility were briefed on hand washing, bio-cleaning, and waste management.","briefing de 14 prestataires de soins (4 CSR Nyangaray, 4 CSR Zengo, 3 CS Tsili et 3 CS Tchudja)",high,agy:gemini-3.1-pro-low
022,2026-06-05,site-cs-tsili,CS Tsili,named,other,tsili,Tsili,mention_only,,,Bambu,Ituri,"Healthcare providers from this facility were briefed on hand washing, bio-cleaning, and waste management.","briefing de 14 prestataires de soins (4 CSR Nyangaray, 4 CSR Zengo, 3 CS Tsili et 3 CS Tchudja)",high,agy:gemini-3.1-pro-low
022,2026-06-05,site-csr-nyangaray,CSR Nyangaray,named,other,nyangaray,Nyangaray,mention_only,,,Bambu,Ituri,"Healthcare providers from this facility were briefed on hand washing, bio-cleaning, and waste management.","briefing de 14 prestataires de soins (4 CSR Nyangaray, 4 CSR Zengo, 3 CS Tsili et 3 CS Tchudja)",high,agy:gemini-3.1-pro-low
022,2026-06-05,site-csr-zengo,CSR Zengo,named,other,zengo,Zengo,mention_only,,,Bambu,Ituri,"Healthcare providers from this facility were briefed on hand washing, bio-cleaning, and waste management.","briefing de 14 prestataires de soins (4 CSR Nyangaray, 4 CSR Zengo, 3 CS Tsili et 3 CS Tchudja)",high,agy:gemini-3.1-pro-low
022,2026-06-05,site-hgr-virunga,HGR Virunga,named,other,virunga,Virunga,mention_only,,,Karisimbi,Nord-Kivu,Infection prevention and control training was conducted at the hospital.,"réponse aux incidents sécuritaires (incursion ADF), formation PCI à l'HGR Virunga, extension CREC",high,agy:gemini-3.1-pro-low
022,2026-06-05,site-orphelinat-saint-nicolas,orphelinat Saint-Nicolas,named,other,bankoko,Bankoko,mention_only,,,Bunia,Ituri,The orphanage was decontaminated.,Décontamination de l'orphelinat Saint-Nicolas (AS Bankoko),high,agy:gemini-3.1-pro-low
023,2026-06-06,"",Rwampara,ambiguous,treatment_centre,rwampara,Rwampara,opened,,,Rwampara,Ituri,A treatment centre at this location has opened.,Capacité insuffisante en CTE normés malgré l'ouverture de Rwampara,high,agy:gemini-3.1-pro-low
023,2026-06-06,cte-cme-bunia,CME BUNIA,named,treatment_centre,bunia,BUNIA,under_construction,,,Bunia,Ituri,Construction works for a treatment centre are being monitored at this facility.,"Suivi des travaux de construction du CTE, l’HGR Bunia (travaux de finissage en cours), CME BUNIA",low,agy:gemini-3.1-pro-low
023,2026-06-06,cte-hgr-bunia,"CTE, l’HGR Bunia",named,treatment_centre,bunia,Bunia,under_construction,,,Bunia,Ituri,Construction and finishing works are being monitored.,"Suivi des travaux de construction du CTE, l’HGR Bunia (travaux de finissage en cours)",high,agy:gemini-3.1-pro-low
023,2026-06-06,cte-hgr-katwa,HGR Katwa,named,treatment_centre,katwa,Katwa,mention_only,,,Katwa,Nord-Kivu,"Laboratory equipment, specifically thermometers, were delivered to this hospital.",4 thermo flash pour l’HGR Katwa via la ZS Katwa.,high,agy:gemini-3.1-pro-low
023,2026-06-06,cte-hgr-katwa,CTE à l’HGR Katwa,named,treatment_centre,katwa,Katwa,under_construction,,,Katwa,Nord-Kivu,Rehabilitation works for this treatment centre are being monitored.,Suivi des travaux de réhabilitation du CTE à l’HGR Katwa.,high,agy:gemini-3.1-pro-low
023,2026-06-06,cte-hgr-rwampara,HGR Rwampara (CTE),named,treatment_centre,rwampara,Rwampara,under_construction,,,Rwampara,Ituri,Construction works for a treatment centre are being monitored at this hospital.,"CME BUNIA, HGR Rwampara (CTE).",high,agy:gemini-3.1-pro-low
023,2026-06-06,hosp-hgr-katana,HGR Katana,named,hospital_isolation,katana,Katana,mention_only,,,Katana,Sud-Kivu,Support was provided for the decontamination of the intensive care unit.,appui à la décontamination des soins intensifs de l’HGR Katana,high,agy:gemini-3.1-pro-low
023,2026-06-06,site-ch-lwiro-centre,CH Lwiro Centre,named,other,lwiro,Lwiro,mention_only,,,Miti-Murhesa,Sud-Kivu,A score card evaluation and improvement plan formulation occurred for this facility.,et CH Lwiro Centre : 43%),high,agy:gemini-3.1-pro-low
023,2026-06-06,site-ch-saint-joseph,CH Saint Joseph,named,other,rughenda,Rughenda,mention_only,,,Katwa,Nord-Kivu,A risk evaluation was conducted for healthcare providers at this facility.,Evaluation de risque des prestataires du CH Saint Joseph dans l’AS Rughenda,high,agy:gemini-3.1-pro-low
023,2026-06-06,site-chaoboka,Chaoboka,named,other,chaoboka,"",mention_only,,,Miti-Murhesa,Sud-Kivu,A score card evaluation and improvement plan formulation occurred for this structure.,deux structures dans la ZS de Miti-Murhesa (Chaoboka : 38% et CH Lwiro Centre : 43%),high,agy:gemini-3.1-pro-low
023,2026-06-06,site-clinique-vie-hommes,Clinique La vie des Hommes,named,other,vie hommes,"",mention_only,,,"",Nord-Kivu,Infection prevention and control was evaluated using a score card at this clinic.,"évaluation PCI avec l’outil score card : Clinique La vie des Hommes (27,5%)",high,agy:gemini-3.1-pro-low
023,2026-06-06,site-cliniques-universitaires-horizon,cliniques universitaires Horizon,named,other,s universitaires horizon,"",mention_only,,,Goma,Nord-Kivu,Rooms were decontaminated following positive tests of two healthcare providers.,décontamination de 2/6 locaux des cliniques universitaires Horizon dans la ZS de Goma,high,agy:gemini-3.1-pro-low
023,2026-06-06,site-cs-masuli,CS Masuli,named,other,masuli,"",mention_only,,,Katwa,Nord-Kivu,Infection prevention and control was evaluated using a score card at this health centre.,"CS Masuli (46,5%)",high,agy:gemini-3.1-pro-low
023,2026-06-06,site-cs-vuhika,CS Vuhika,named,other,vuhika,"",mention_only,,,Katwa,Nord-Kivu,Infection prevention and control was evaluated using a score card at this health centre.,"CS Vuhika (51,1%)",high,agy:gemini-3.1-pro-low
023,2026-06-06,site-disp-nya-kalunga-makuha,Disp Nya Kalunga Makuha,named,other,disp nya kalunga makuha,"",mention_only,,,"",Nord-Kivu,Infection prevention and control was evaluated using a score card at this dispensary.,"Disp Nya Kalunga Makuha (22,5%)",high,agy:gemini-3.1-pro-low
023,2026-06-06,site-hgr-virunga,HGR Virunga,named,other,virunga,Virunga,mention_only,,,Karisimbi,Nord-Kivu,Infection prevention and control training is planned as a priority at this hospital.,formation PCI à l'HGR Virunga,high,agy:gemini-3.1-pro-low
024,2026-06-07,"",CTE CME,ambiguous,treatment_centre,"","",mention_only,,,"","",The treatment center was visited by the Director General of Alima.,"Visite des CTE CME et Rwampara par le DG d’Alima, guidé par le DG de l’INSP",low,agy:gemini-3.1-pro-low
024,2026-06-07,"",Rwampara,ambiguous,treatment_centre,rwampara,Rwampara,opened,,,Rwampara,Ituri,The capacity of standard treatment centers remains insufficient despite the opening of this center.,Capacité insuffisante en CTE normés malgré l'ouverture de Rwampara,low,agy:gemini-3.1-pro-low
024,2026-06-07,cte-cme-bunia,CME Bunia,named,treatment_centre,bunia,Bunia,under_construction,,,Bunia,Ituri,Construction work for the treatment center is being monitored.,"Suivi des travaux de construction du CTE, l’HGR Bunia (travaux de finissage en cours), CME Bunia, HGR Rwampara (CTE).",high,agy:gemini-3.1-pro-low
024,2026-06-07,cte-hgr-bunia,l’HGR Bunia,named,treatment_centre,bunia,Bunia,under_construction,,,Bunia,Ituri,Finishing construction work at the treatment center is being monitored.,"Suivi des travaux de construction du CTE, l’HGR Bunia (travaux de finissage en cours), CME Bunia, HGR Rwampara (CTE).",high,agy:gemini-3.1-pro-low
024,2026-06-07,cte-hgr-katwa,CTE à l’HGR Katwa,named,treatment_centre,katwa,Katwa,under_construction,,,Katwa,Nord-Kivu,Rehabilitation work at the treatment center is being monitored.,Suivi des travaux de réhabilitation du CTE à l’HGR Katwa.,high,agy:gemini-3.1-pro-low
024,2026-06-07,cte-katwa,CTE de Katwa,named,treatment_centre,katwa,Katwa,operating,,,Katwa,Nord-Kivu,45 health providers from the treatment center completed their training.,clôture de la formation de 45 prestataires de santé du CTE de Katwa,high,agy:gemini-3.1-pro-low
024,2026-06-07,hosp-cme-nyankunde,CME Nyankunde,named,hospital_isolation,nyankunde,Nyankunde,operating,,,Nyankunde,Ituri,The military governor visited the treatment center and encouraged patients with Ebola to accept isolation.,"Visite dominicale du Gouverneur militaire au CME Nyankunde où est installé un CTE, il a encouragé les malades de la MVE",high,agy:gemini-3.1-pro-low
024,2026-06-07,hosp-hgr-bunia,HGR Bunia,named,hospital_isolation,bunia,Bunia,opened,,,Bunia,Ituri,Medical care activities were launched at this Ebola treatment center.,Lancement des activités de prise en charge médicale dans deux (2) centres de traitement Ebola (HGR Bunia et HGR Rwampara).,high,agy:gemini-3.1-pro-low
024,2026-06-07,hosp-hgr-fomulac-katana,HGR FOMULAC Katana,named,hospital_isolation,katana,Katana,operating,,,Katana,Sud-Kivu,A body was secured in the intensive care unit of the hospital.,Sécurisation d’un corps aux soins intensifs à l’HGR FOMULAC Katana,high,agy:gemini-3.1-pro-low
024,2026-06-07,hosp-hgr-rwampara,HGR Rwampara,named,hospital_isolation,rwampara,Rwampara,opened,,,Rwampara,Ituri,Medical care activities were launched at this Ebola treatment center.,Lancement des activités de prise en charge médicale dans deux (2) centres de traitement Ebola (HGR Bunia et HGR Rwampara).,high,agy:gemini-3.1-pro-low
024,2026-06-07,hosp-hgr-rwampara,HGR Rwampara,named,hospital_isolation,rwampara,Rwampara,under_construction,,,Rwampara,Ituri,Construction work for the treatment center is being monitored.,"Suivi des travaux de construction du CTE, l’HGR Bunia (travaux de finissage en cours), CME Bunia, HGR Rwampara (CTE).",high,agy:gemini-3.1-pro-low
024,2026-06-07,hosp-hgr-zs-nyankunde,HGR de la ZS de Nyankunde,named,hospital_isolation,nyankunde,Nyankunde,operating,,,Nyankunde,Ituri,Seven confirmed Ebola patients were declared cured at this hospital.,Sept (7) patients confirmés de la maladie à virus Ebola à l’HGR de la ZS de Nyankunde (province de l’Ituri) ont été déclarés guéris.,high,agy:gemini-3.1-pro-low
024,2026-06-07,site-ch-mudzi,CH Mudzi,named,other,mudzi,Mudzi,mention_only,,,Bunia,Ituri,The internal medicine building and semi-clinical block were decontaminated.,décontamination du CH Mudzi (Bâtiment médecine interne et bloc semi clinique),high,agy:gemini-3.1-pro-low
024,2026-06-07,site-cliniques-universitaires-horizon,cliniques universitaires Horizon,named,other,horizon,Horizon,mention_only,,,Goma,Nord-Kivu,Rooms were decontaminated following two confirmed cases.,décontamination de 4/6 locaux des cliniques universitaires Horizon dans la ZS de Goma autour de deux cas confirmés.,high,agy:gemini-3.1-pro-low
024,2026-06-07,site-cs-bigo,CS Bigo,named,other,bigo,Bigo,mention_only,,,Bunia,Ituri,Infection prevention and control supplies were delivered to the health center.,"Livraison des intrants PCI aux CS Bigo, CME Bunia (crèche)",high,agy:gemini-3.1-pro-low
024,2026-06-07,site-cs-kyaghala,CS Kyaghala,named,other,kyaghala,Kyaghala,mention_only,,,Katwa,Nord-Kivu,Infection prevention and control follow-up and support were provided.,"Suivi et accompagnement au CS Mitoya, CS Mukuna, CS Kyaghala dans la ZS de Katwa",high,agy:gemini-3.1-pro-low
024,2026-06-07,site-cs-mitoya,CS Mitoya,named,other,mitoya,Mitoya,mention_only,,,Katwa,Nord-Kivu,Infection prevention and control follow-up and support were provided.,"Suivi et accompagnement au CS Mitoya, CS Mukuna, CS Kyaghala dans la ZS de Katwa",high,agy:gemini-3.1-pro-low
024,2026-06-07,site-cs-mukuna,CS Mukuna,named,other,mukuna,Mukuna,mention_only,,,Katwa,Nord-Kivu,Infection prevention and control follow-up and support were provided.,"Suivi et accompagnement au CS Mitoya, CS Mukuna, CS Kyaghala dans la ZS de Katwa",high,agy:gemini-3.1-pro-low
024,2026-06-07,site-hgr-virunga,HGR Virunga,named,other,virunga,Virunga,mention_only,,,Karisimbi,Nord-Kivu,Infection prevention and control training is planned here.,formation PCI à l'HGR Virunga,high,agy:gemini-3.1-pro-low
024,2026-06-07,site-hgr-zs-nizi,HGR de la ZS de Nizi,named,other,nizi,Nizi,mention_only,,,Nizi,Ituri,An evaluation of the general reference hospital was conducted.,Evaluation de l’HGR de la ZS de Nizi,high,agy:gemini-3.1-pro-low
025,2026-06-08,"",Rwampara,ambiguous,treatment_centre,rwampara,Rwampara,opened,,,Rwampara,Ituri,"Despite the opening of this facility, there remains a capacity shortage in standardized treatment centers.",Capacité insuffisante en CTE normés malgré l'ouverture de Rwampara,high,agy:gemini-3.1-pro-low
025,2026-06-08,"",Mongbwalu,ambiguous,hospital_isolation,mongbwalu,Mongbwalu,operating,,,Mongbwalu,Ituri,Four confirmed deaths were recorded at this facility.,"dont 9 cas confirmés (1 à CME, 1 à Rwampara : une femme enceinte de 9 semaines, 4 à Mongbwalu, 1 à Elikya et 1 à Bambu)",high,agy:gemini-3.1-pro-low
025,2026-06-08,"",Rwampara,ambiguous,hospital_isolation,rwampara,Rwampara,operating,,,Rwampara,Ituri,"A confirmed death, involving a 9-week pregnant woman, was recorded at this facility.","13 décès enregistrés dans les CTE/CI/ESS dont 9 cas confirmés (1 à CME, 1 à Rwampara : une femme enceinte de 9 semaines",high,agy:gemini-3.1-pro-low
025,2026-06-08,cte-bambu,Bambu,named,treatment_centre,bambu,Bambu,operating,,,Bambu,Ituri,A confirmed death and a suspected death were recorded at this facility.,"et 4 suspects incluant 2 PPL (1 à CME, 1 Bambu, 1 Nyankunde et 1 Elikya).",high,agy:gemini-3.1-pro-low
025,2026-06-08,cte-cme,CTE CME,named,treatment_centre,rwampara,Rwampara,operating,,,Rwampara,Ituri,Three new patients recovered and were discharged from this treatment center.,3 nouveaux guéris au CTE CME de la ZS de Rwampara (province de l’Ituri).,high,agy:gemini-3.1-pro-low
025,2026-06-08,cte-komanda,Komanda,named,treatment_centre,komanda,Komanda,mention_only,,,Komanda,Ituri,Recovery plans are being finalized for this previously evaluated health facility.,"des plans de redressement des 3 ESS (Komanda, Mambasa et Mongbwalu) précédemment évalués.",high,agy:gemini-3.1-pro-low
025,2026-06-08,cte-mambasa,Mambasa,named,treatment_centre,mambasa,Mambasa,mention_only,,,Mambasa,Ituri,Recovery plans are being finalized for this previously evaluated health facility.,"des plans de redressement des 3 ESS (Komanda, Mambasa et Mongbwalu) précédemment évalués.",high,agy:gemini-3.1-pro-low
025,2026-06-08,cte-nyankunde,Nyankunde,named,treatment_centre,nyankunde,Nyankunde,operating,,,Nyankunde,Ituri,One suspected death was recorded at this facility.,"et 4 suspects incluant 2 PPL (1 à CME, 1 Bambu, 1 Nyankunde et 1 Elikya).",high,agy:gemini-3.1-pro-low
025,2026-06-08,hosp-elikya,Elikya,named,hospital_isolation,elikya,"",operating,,,"","",A confirmed death and a suspected death were recorded at this facility.,"et 4 suspects incluant 2 PPL (1 à CME, 1 Bambu, 1 Nyankunde et 1 Elikya).",high,agy:gemini-3.1-pro-low
025,2026-06-08,hosp-hgr-katana,HGR KATANA,named,hospital_isolation,katana,Katana,mention_only,,,Katana,Sud-Kivu,The intensive care unit of this hospital was decontaminated.,Décontamination des soins intensifs de l’HGR KATANA et site de cantonnement de Nyakadaka,high,agy:gemini-3.1-pro-low
025,2026-06-08,site-abelkozo,Abelkozo,named,other,abelkozo,Abelkozo,mention_only,,,"","",An evaluation showed that this healthcare facility lacks adequate infrastructure.,"Parmi les 5 ESS évalués, 3 (CECCA-20, Mongbwalu et Abelkozo) n’ont pas d’infrastructures adéquates",high,agy:gemini-3.1-pro-low
025,2026-06-08,site-cecca-20,CECCA-20,named,other,cecca 20,"",mention_only,,,"","",An evaluation showed that this healthcare facility lacks adequate infrastructure.,"Parmi les 5 ESS évalués, 3 (CECCA-20, Mongbwalu et Abelkozo) n’ont pas d’infrastructures adéquates",high,agy:gemini-3.1-pro-low
025,2026-06-08,site-cm-joponika,CM Joponika,named,other,joponika,Joponika,mention_only,,,"",Sud-Kivu,An infection prevention scorecard evaluation was conducted at this facility.,"évaluation score card d’ESS Kalagane (40,0%) et CM Joponika (9,7%)",high,agy:gemini-3.1-pro-low
025,2026-06-08,site-cs-bora-uzima,CS Bora Uzima,named,other,bora uzima,"",mention_only,,,Bunia,Ituri,Healthcare workers from this facility were briefed on wearing and removing personal protective equipment.,de 10 prestataires du CS Bora Uzima sur le port et retrait des EPI,high,agy:gemini-3.1-pro-low
025,2026-06-08,site-cs-bunia-cite,CS Bunia Cité,named,other,bunia,Bunia,mention_only,,,Bunia,Ituri,Healthcare workers at this facility received a briefing on infection prevention and waste management.,"briefing de 19 prestataires de soins (CS Nyakasanza, CS Bunia Cité), sur gestion des déchets",high,agy:gemini-3.1-pro-low
025,2026-06-08,site-cs-nyakasanza,CS Nyakasanza,named,other,nyakasanza,Nyakasanza,mention_only,,,Bunia,Ituri,Healthcare workers at this facility received a briefing on infection prevention and waste management.,"briefing de 19 prestataires de soins (CS Nyakasanza, CS Bunia Cité), sur gestion des déchets",high,agy:gemini-3.1-pro-low
025,2026-06-08,site-cs-plutot,CS plutôt,named,other,plutot,"",mention_only,,,"","",The dispensary of this health center requires rehabilitation.,et 1 (CS plutôt) nécessite une réhabilitation du dispensaire.,low,agy:gemini-3.1-pro-low
025,2026-06-08,site-ess-kalagane,ESS Kalagane,named,other,kalagane,Kalagane,mention_only,,,Nyantende,Sud-Kivu,An infection prevention scorecard evaluation was conducted at this facility.,"évaluation score card d’ESS Kalagane (40,0%) et CM Joponika (9,7%)",high,agy:gemini-3.1-pro-low
025,2026-06-08,site-grace-dieu,la Grâce de Dieu,named,other,grace dieu,"",mention_only,,,"",Ituri,Providers from this health structure were briefed on general Ebola concepts.,de l’AS Ndibakudu (PS Arche de Noé et la Grâce de Dieu) sur les notions générales de la MVE,high,agy:gemini-3.1-pro-low
025,2026-06-08,site-hgr-virunga,HGR Virunga,named,other,virunga,Virunga,mention_only,,,Karisimbi,Nord-Kivu,Infection prevention and control training was planned or conducted at this hospital.,formation PCI à l'HGR Virunga,high,agy:gemini-3.1-pro-low
025,2026-06-08,site-ps-arche-noe,PS Arche de Noé,named,other,ps arche noe,"",mention_only,,,"",Ituri,Providers from this health post were briefed on general Ebola concepts.,de l’AS Ndibakudu (PS Arche de Noé et la Grâce de Dieu) sur les notions générales de la MVE,high,agy:gemini-3.1-pro-low
026,2026-06-09,"",Rwampara,ambiguous,treatment_centre,rwampara,Rwampara,opened,,,Rwampara,Ituri,This treatment centre was opened.,Capacité insuffisante en CTE normés malgré l'ouverture de Rwampara,high,agy:gemini-3.1-pro-low
026,2026-06-09,"",CTE,unnamed,treatment_centre,hoho,Hoho,operating,,,Rwampara,Ituri,A sick patient was transferred to this treatment centre.,"Il a facilité le transfert du malade au CTE (AS Hoho, ZS Rwampara)",high,agy:gemini-3.1-pro-low
026,2026-06-09,ct-hgr-kilo,HGR Kilo,named,transit_centre,kilo,Kilo,mention_only,,,Kilo,Ituri,An evaluation was conducted at this hospital.,Réalisation de l’évaluation de l’HGR Kilo.,high,agy:gemini-3.1-pro-low
026,2026-06-09,hosp-hgr-bunia,HGR Bunia,named,hospital_isolation,bunia,Bunia,opened,,,Bunia,Ituri,Medical care activities have started at this Ebola treatment centre.,Lancement des activités de prise en charge médicale dans deux (2) centres de traitement Ebola (HGR Bunia et HGR Rwampara).,high,agy:gemini-3.1-pro-low
026,2026-06-09,hosp-hgr-rwampara,HGR Rwampara,named,hospital_isolation,rwampara,Rwampara,opened,,,Rwampara,Ituri,Medical care activities have started at this Ebola treatment centre.,Lancement des activités de prise en charge médicale dans deux (2) centres de traitement Ebola (HGR Bunia et HGR Rwampara).,high,agy:gemini-3.1-pro-low
026,2026-06-09,hosp-hgr-rwampara,l’HGR Rwampara,named,hospital_isolation,rwampara,Rwampara,operating,,,Rwampara,Ituri,"Suspected and confirmed Ebola cases were admitted to this hospital, which was also decontaminated.",décontamination l’HGR Rwampara où était admis les cas suspects et confirmés de MVE,high,agy:gemini-3.1-pro-low
026,2026-06-09,site-cs-bora-uzima,CS Bora Uzima,named,other,bora uzima,"",mention_only,,,Bunia,"",A vaccination ring was opened at this health center.,ouverture du ring au CS Bora Uzima/ZS de Bunia,high,agy:gemini-3.1-pro-low
026,2026-06-09,site-cs-kasisi,CS Kasisi,named,other,kasisi,"",mention_only,,,Kyondo,Nord-Kivu,Healthcare providers at this facility were briefed on wearing and removing personal protective equipment.,briefing de 6 prestataires du CS Kasisi sur le port et retrait des EPI,high,agy:gemini-3.1-pro-low
026,2026-06-09,site-cs-katiri,CS Katiri,named,other,katiri,"",mention_only,,,Kyondo,Nord-Kivu,An infection prevention and control evaluation was conducted at this health center.,"Evaluation scorecard du CS Katiri (69,4%) dans la ZS de Kyondo",high,agy:gemini-3.1-pro-low
026,2026-06-09,site-hgr-virunga,HGR Virunga,named,other,virunga,Virunga,mention_only,,,Karisimbi,Nord-Kivu,Infection prevention and control training took place at this hospital.,formation PCI à l'HGR Virunga,high,agy:gemini-3.1-pro-low
026,2026-06-09,site-hopital-cinquantenaire,hôpital du cinquantenaire,named,other,kinshasa,Kinshasa,mention_only,,,"","",An evaluation of Ebola preparedness was conducted at this hospital.,mission d’évaluation de la préparation à Kinshasa (hôpital du cinquantenaire),high,agy:gemini-3.1-pro-low
027,2026-06-10,"",Rwampara,ambiguous,treatment_centre,rwampara,Rwampara,opened,,,Rwampara,Ituri,"The facility in Rwampara was opened, but treatment centre capacity remains insufficient.",Capacité insuffisante en CTE normés malgré l'ouverture de Rwampara,low,agy:gemini-3.1-pro-low
027,2026-06-10,"",CTE,unnamed,treatment_centre,rwampara,Rwampara,strained,,,Rwampara,Ituri,"Patients at the treatment centre complain about inadequate food provision, leading some to leave the hospital to find food outside.","Les plainte des malades au CTE ne sont pas correctement pris en charge sur le plan alimentaire, d’autres quittent même l’hôpital pour aller chercher à mange dehors (capté plusieurs fois à Rwampara);",high,agy:gemini-3.1-pro-low
027,2026-06-10,cte-cme,CTE CME,named,treatment_centre,"","",operating,,,"","",A 10-month-old girl who tested positive for Ebola died at the CME treatment centre.,Décès de la fillette de l’orphelinat Saint-Nicolas âgé de 10 mois testée positive au CTE CME,high,agy:gemini-3.1-pro-low
