facility_id,facility_name,site_kind,place_key,health_zone,province,date_first_mentioned,sitrep_first_mentioned,first_mention_after_gap,date_first_planned,date_opening_announced,sitrep_opening_announced,date_opening_stated,date_first_in_service,status_latest,status_latest_date,beds_latest,beds_latest_date,date_last_mentioned,n_sitreps,n_events,aliases,flags
site-centre-hospitalier-sainte-rita,Centre Hospitalier Sainte Rita,other,sainte rita,Musienene,"",2026-07-10,057,FALSE,,,,,,mention_only,,,,2026-07-10,1,1,Centre Hospitalier Sainte Rita,""
site-centre-hospitalier-tokobika,centre hospitalier TOKOBIKA,other,tokobika,"","",2026-06-20,037,FALSE,,,,,,mention_only,,,,2026-06-20,1,1,centre hospitalier TOKOBIKA,""
site-centre-hospitalier-unibu,Centre Hospitalier UNIBU,other,lumumba,Bunia,"",2026-05-24,010,FALSE,,,,,,mention_only,,,,2026-05-24,1,1,Centre Hospitalier UNIBU,possible_host_variant
site-centre-medical-dalson,centre médical Dalson,other,dalson,"",Nord-Kivu,2026-08-03,081,FALSE,,,,,,mention_only,,,,2026-08-03,1,1,centre médical Dalson,""
site-centre-medical-evangelique-nyakunde-cme-bunia,Centre Médical Evangélique Nyakunde (CME) de Bunia,other,bunia,Bunia,Ituri,2026-05-26,012,FALSE,,,,,2026-05-26,incident,2026-05-26,,,2026-05-26,1,1,Centre Médical Evangélique Nyakunde (CME) de Bunia,possible_host_variant
site-centre-medical-joie,centre médical La Joie,other,beni,Beni,Nord-Kivu,2026-08-01,079,FALSE,,,,,2026-08-01,incident,2026-08-01,,,2026-08-01,1,1,centre médical La Joie,possible_host_variant
site-centre-medical-prive-sodeseka,Centre médical privé Sodeseka,other,prive sodeseka,Katana,Sud-Kivu,2026-06-04,021,FALSE,,,,,,mention_only,,,,2026-06-04,1,1,Centre médical privé Sodeseka,""
site-centre-medical-tradimoderne,Centre médical Tradimoderne,other,tradimoderne,"",Tshopo,2026-08-21,099,FALSE,,,,,,mention_only,,,,2026-08-21,1,1,Centre médical Tradimoderne,""
site-centre-sante-naissance-desirable,centre de santé Naissance Désirable,other,butsili,Beni,Nord-Kivu,2026-08-09,087,FALSE,,,,,2026-08-09,incident,2026-08-09,,,2026-08-09,1,1,centre de santé Naissance Désirable,""
site-centre-tradi-yahwe-rapha,Centre Tradi Yahwe RAPHA,other,katwa,Katwa,Nord-Kivu,2026-06-17,034,FALSE,,,,,,mention_only,,,,2026-06-17,1,1,Centre Tradi Yahwe RAPHA,""
site-centres-sante-butsili,centres de santé de Butsili,other,butsili,Beni,Nord-Kivu,2026-06-05,022,FALSE,,,,,,mention_only,,,,2026-06-05,1,1,centres de santé de Butsili,""
site-centres-sante-ngongolio,centres de santé de Ngongolio,other,ngongolio,Beni,Nord-Kivu,2026-06-05,022,FALSE,,,,,,mention_only,,,,2026-06-05,1,1,centres de santé de Ngongolio,""
site-ch-afia-bora,CH AFIA BORA,other,afia bora,Butembo,Nord-Kivu,2026-07-24,071,FALSE,,,,,,mention_only,,,,2026-07-24,1,1,CH AFIA BORA,""
site-ch-amani,CH Amani,other,amani,"",Ituri,2026-07-18,065,FALSE,,,,,,mention_only,,,,2026-07-18,1,1,CH Amani,possible_host_variant;possible_spelling_variant
site-ch-antabuse,CH Antabuse,other,antabuse,Katwa,Nord-Kivu,2026-06-14,031,FALSE,,,,,,mention_only,,,,2026-06-14,1,1,CH Antabuse,""
site-ch-aru,CH Aru,other,aru,Aru,Ituri,2026-05-30,016,FALSE,,,,,,mention_only,,,,2026-05-30,1,1,CH Aru,possible_host_variant
site-ch-beni,CH beni,other,beni,Beni,Nord-Kivu,2026-06-13,030,TRUE,,,,,,mention_only,,,,2026-06-13,1,1,CH beni,possible_host_variant;possible_spelling_variant
site-ch-bunia-cite,CH Bunia cité,other,bunia,Bunia,Ituri,2026-05-23,009,FALSE,,,,,,mention_only,,,,2026-05-23,1,1,CH Bunia cité,possible_host_variant;possible_spelling_variant
site-ch-carle-becker,CH CARLE BECKER,other,beni,Beni,Nord-Kivu,2026-07-07,054,FALSE,,,,,,mention_only,,,,2026-07-07,1,1,CH CARLE BECKER,""
site-ch-cbca,CH CBCA,other,cbca,Beni,Nord-Kivu,2026-06-18,035,FALSE,,,,,,mention_only,,,,2026-06-18,1,1,CH CBCA,""
site-ch-cebece,CH CEBECE,other,kasanga,"",Nord-Kivu,2026-09-06,115,FALSE,,,,,,mention_only,,,,2026-09-06,1,1,CH CEBECE,""
site-ch-don-divin,CH Don Divin,other,don divin,Katwa,Nord-Kivu,2026-06-16,033,FALSE,,,,,,mention_only,,,,2026-08-29,5,5,CH Don Divin; CH DON DIVIN,""
site-ch-eera,CH EERA,other,eera,Katwa,Nord-Kivu,2026-06-21,038,FALSE,,,,,,mention_only,,,,2026-06-21,1,1,CH EERA,""
site-ch-emmanuel-alzon,CH Emmanuel d’Alzon,other,emmanuel alzon,Butembo,Nord-Kivu,2026-06-14,031,FALSE,,,,,,mention_only,,,,2026-06-14,1,1,CH Emmanuel d’Alzon,""
site-ch-fepsi,CH Fepsi,other,fepsi,Butembo,Nord-Kivu,2026-06-11,028,FALSE,,,,,,mention_only,,,,2026-06-13,2,2,CH Fepsi; CH FEPSI,""
site-ch-gracia,CH Gracia,other,beni,Beni,Nord-Kivu,2026-06-22,039,FALSE,,,,,,mention_only,,,,2026-06-22,1,1,CH Gracia,possible_host_variant;possible_spelling_variant
site-ch-jerusalem,CH JERUSALEM,other,jerusalem,Katwa,Nord-Kivu,2026-06-21,038,FALSE,,,,,,mention_only,,,,2026-06-23,3,3,CH JERUSALEM; CH Jérusalem,""
site-ch-kachucha,CH Kachucha,other,kachucha,Miti Muhesa,Sud-Kivu,2026-06-04,021,FALSE,,,,,,mention_only,,,,2026-06-04,1,1,CH Kachucha,""
site-ch-kavumu,CH Kavumu,other,kavumu,Miti Muhesa,Sud-Kivu,2026-06-04,021,FALSE,,,,,,mention_only,,,,2026-06-04,1,1,CH Kavumu,possible_host_variant;possible_spelling_variant
site-ch-koso,CH Koso,other,koso,"",Tshopo,2026-07-17,064,TRUE,,,,,,mention_only,,,,2026-07-17,1,1,CH Koso,""
site-ch-kyaghala,CH KYAGHALA,other,kyaghala,"","",2026-06-11,028,FALSE,,,,,,mention_only,,,,2026-06-11,1,1,CH KYAGHALA,possible_host_variant;possible_spelling_variant
site-ch-lwiro,CH Lwiro,other,lwiro,Miti- Murhesa,Sud-Kivu,2026-06-05,022,FALSE,,,,,,mention_only,,,,2026-06-05,1,1,CH Lwiro,""
site-ch-lwiro-centre,CH Lwiro Centre,other,lwiro,Miti-Murhesa,Sud-Kivu,2026-06-06,023,FALSE,,,,,,mention_only,,,,2026-06-06,1,1,CH Lwiro Centre,""
site-ch-maghombi,CH Maghombi,other,oicha,Oicha,Nord-Kivu,2026-08-21,099,FALSE,,,,,,mention_only,,,,2026-08-21,1,1,CH Maghombi,""
site-ch-malende,CH MALENDE,other,butembo,Butembo,Nord-Kivu,2026-07-23,070,FALSE,,,,,,mention_only,,,,2026-07-23,1,1,CH MALENDE,""
site-ch-mattysen,CH MATTYSEN,other,mattysen,"","",2026-06-10,027,FALSE,,,,,,mention_only,,,,2026-06-10,1,1,CH MATTYSEN,""
site-ch-mayogo,CH Mayogo,other,isiro,Isiro,Haut-Uele,2026-08-15,093,FALSE,,,,,,mention_only,,,,2026-09-08,2,2,CH Mayogo,""
site-ch-mshimbakye,CH Mshimbakye,other,mshimbakye,Fizi,"",2026-06-23,040,FALSE,,,,,,mention_only,,,,2026-06-23,1,1,CH Mshimbakye,""
site-ch-mudzi,CH Mudzi,other,mudzi,Bunia,Ituri,2026-06-07,024,FALSE,,,,,,mention_only,,,,2026-06-07,1,1,CH Mudzi,""
site-ch-mudzi-maria,CH Mudzi Maria,other,mudzi maria,Bunia,"",2026-06-19,036,FALSE,,,,,,mention_only,,,,2026-06-19,1,1,CH Mudzi Maria,possible_host_variant;possible_spelling_variant
site-ch-mukuna,CH Mukuna,other,mukuna,Katwa,"",2026-06-23,040,FALSE,,,,,,mention_only,,,,2026-06-23,1,1,CH Mukuna,possible_host_variant;possible_spelling_variant
site-ch-muzimaria,CH Muzimaria,other,muzimaria,"","",2026-06-18,035,FALSE,,,,,,mention_only,,,,2026-06-18,1,1,CH Muzimaria,""
site-ch-nyakaingwa,CH Nyakaingwa,other,nyakaingwa,Idjwi,"",2026-06-23,040,FALSE,,,,,,mention_only,,,,2026-06-23,1,1,CH Nyakaingwa,""
site-ch-paida,CH Paida,other,paida,Beni,Nord-Kivu,2026-09-07,116,FALSE,,,,,,mention_only,,,,2026-09-07,1,1,CH Paida,""
site-ch-peregrin,CH Peregrin,other,peregrin,Katwa,Nord-Kivu,2026-08-26,104,FALSE,,,,,,mention_only,,,,2026-08-29,4,4,CH Peregrin,""
site-ch-pimpester,CH Pimpester,other,pimpester,"",Haut-Uele,2026-08-17,095,FALSE,,,,,2026-08-17,incident,2026-08-17,,,2026-08-17,1,1,CH Pimpester,""
site-ch-renaissance,CH La Renaissance,other,musienene,Musienene,Nord-Kivu,2026-08-04,082,FALSE,,,,,,mention_only,,,,2026-08-04,1,1,CH La Renaissance,""
site-ch-roi-salomon,CH Roi Salomon,other,katwa,Katwa,Nord-Kivu,2026-08-04,082,FALSE,,,,,,mention_only,,,,2026-08-04,1,1,CH Roi Salomon,""
site-ch-ruwenzori,CH Ruwenzori,other,beni,Beni,Nord-Kivu,2026-06-22,039,FALSE,,,,,,mention_only,,,,2026-06-22,1,1,CH Ruwenzori,possible_host_variant;possible_spelling_variant
site-ch-rwankole,CH Rwankole,other,rwankole,Bunia,Ituri,2026-05-24,010,FALSE,,,,,,mention_only,,,,2026-06-11,4,4,CH Rwankole,possible_host_variant;possible_spelling_variant
site-ch-saint-joseph,CH Saint Joseph,other,rughenda,Katwa,Nord-Kivu,2026-06-06,023,FALSE,,,,,,mention_only,,,,2026-06-15,2,2,CH Saint Joseph,""
site-ch-shalom,CH Shalom,other,shalom,"",Ituri,2026-07-18,065,FALSE,,,,,,mention_only,,,,2026-07-18,1,1,CH Shalom,""
site-ch-shangilieni,CH SHANGILIENI,other,shangilieni,"","",2026-06-11,028,FALSE,,,,,,mention_only,,,,2026-06-11,1,1,CH SHANGILIENI,""
site-ch-shukrani,CH Shukrani,other,shukrani,Kabondo,Tshopo,2026-09-08,117,FALSE,,,,,,mention_only,,,,2026-09-08,1,1,CH Shukrani,possible_host_variant;possible_spelling_variant
site-ch-sifa,CH Sifa,other,beni,Beni,Nord-Kivu,2026-06-13,030,TRUE,,,,,,mention_only,,,,2026-06-13,1,1,CH Sifa,""
site-ch-sofepadi,CH SOFEPADI,other,bunia,Bunia,Ituri,2026-06-01,018,FALSE,,,,,,mention_only,,,,2026-06-01,1,1,CH SOFEPADI,possible_host_variant
site-ch-st-charles,CH St Charles,other,beni,Beni,Nord-Kivu,2026-06-17,034,FALSE,,,,,,mention_only,,,,2026-06-17,1,1,CH St Charles,""
site-ch-st-joseph,CH st Joseph,other,st joseph,Katwa,Nord-Kivu,2026-06-14,031,FALSE,,,,,,mention_only,,,,2026-06-14,1,1,CH st Joseph,""
site-ch-unibu,CH UNIBU,other,unibu,Bunia,Ituri,2026-05-23,009,FALSE,,,,,,mention_only,,,,2026-06-30,6,6,CH Unibu; CH UNIBU; CH-UNIBU,possible_host_variant
site-ch-unite,CH de l’Unité,other,mihake,Masereka,Nord-Kivu,2026-08-21,099,FALSE,,,,,,mention_only,,,,2026-08-21,1,1,CH de l’Unité,""
site-ch-wanamahika,CH Wanamahika,other,wanamahika,Katwa,Nord-Kivu,2026-06-16,033,FALSE,,,,,,mention_only,,,,2026-06-16,1,1,CH Wanamahika,""
site-chahoboka,Chahoboka,other,chahoboka,Miti Murhesa,Sud-Kivu,2026-06-10,027,FALSE,,,,,,mention_only,,,,2026-06-10,1,1,Chahoboka,possible_spelling_variant
site-chaoboka,Chaoboka,other,chaoboka,Miti-Murhesa,Sud-Kivu,2026-06-06,023,FALSE,,,,,,mention_only,,,,2026-06-06,1,1,Chaoboka,possible_spelling_variant
site-che-beni,CHE Beni,other,beni,Beni,Nord-Kivu,2026-06-14,031,FALSE,,,,,,mention_only,,,,2026-06-14,1,1,CHE Beni,possible_spelling_variant
site-chp-heshima-letu,CHP Heshima Letu,other,chp heshima letu,Beni,Nord-Kivu,2026-06-18,035,FALSE,,,,,,mention_only,,,,2026-06-18,1,1,CHP Heshima Letu,""
site-chr-maboya,CHR Maboya,other,maboya,Kalunguta,Nord-Kivu,2026-08-23,101,FALSE,,,,,,mention_only,,,,2026-08-23,1,1,CHR Maboya,""
site-chu-cinquantenaire,CHU cinquantenaire,other,kinshasa,"","",2026-06-11,028,FALSE,,,,,,mention_only,,,,2026-06-11,1,1,CHU cinquantenaire,""
site-citadelle,CITADELLE,other,citadelle,"","",2026-05-24,010,FALSE,,,,,,mention_only,,,,2026-05-24,1,1,CITADELLE,""
site-cl-abedi-djaka,Cl Abedi Djaka,other,cl abedi djaka,"",Ituri,2026-07-18,065,FALSE,,,,,,mention_only,,,,2026-07-18,1,1,Cl Abedi Djaka,""
site-clin-bon-berger,Clin. Bon Berger,other,bon berger,"","",2026-07-01,048,FALSE,,,,,,mention_only,,,,2026-07-01,1,1,Clin. Bon Berger,""
site-clin-espoir,Clin Espoir,other,clin espoir,"",Ituri,2026-07-03,050,FALSE,,,,,,mention_only,,,,2026-07-03,1,1,Clin Espoir,""
site-clinique-art,Clinique ART,other,art,"",Tshopo,2026-08-16,094,FALSE,,,,,,mention_only,,,,2026-08-16,1,1,Clinique ART,""
site-clinique-dieu-gueri,clinique Dieu Guéri,other,dieu gueri,Rwampara,Ituri,2026-05-19,004,TRUE,,,,,,mention_only,,,,2026-05-19,1,1,clinique Dieu Guéri,""
site-clinique-gloria,Clinique Gloria,other,gloria,"","",2026-07-11,058,FALSE,,,,,,mention_only,,,,2026-07-11,1,1,Clinique Gloria,possible_host_variant
site-clinique-grace-divine,Clinique la GRACE DIVINE,other,grace divine,Rwampara,Ituri,2026-05-19,005,FALSE,,,,,,mention_only,,,,2026-05-19,1,1,Clinique la GRACE DIVINE,""
site-clinique-gueris-mve-17,clinique des Guéris de la MVE-17,other,gueris mve 17,"","",2026-07-13,060,FALSE,2026-07-13,,,,,planned,2026-07-13,,,2026-07-13,1,1,clinique des Guéris de la MVE-17,""
site-clinique-karibuni,Clinique KARIBUNI,other,karibuni,"","",2026-05-24,010,FALSE,,,,,,mention_only,,,,2026-05-24,1,1,Clinique KARIBUNI,possible_host_variant
site-clinique-libiki-isiro,clinique Libiki d’Isiro,other,isiro,Isiro,Haut-Uele,2026-08-12,090,FALSE,,,,,,mention_only,,,,2026-08-12,1,1,clinique Libiki d’Isiro,""
site-clinique-mama-kayenga,clinique Mama Kayenga,other,wamba,Wamba,Haut-Uele,2026-08-15,093,FALSE,,,,,,mention_only,,,,2026-08-15,1,1,clinique Mama Kayenga,""
site-clinique-marie-claire,Clinique Marie Claire,other,bunia,Bunia,Ituri,2026-05-31,017,FALSE,,,,,,mention_only,,,,2026-05-31,1,1,Clinique Marie Claire,""
site-clinique-merites,Clinique les Mérites,other,bunia,Bunia,Ituri,2026-05-23,009,FALSE,,,,,,mention_only,,,,2026-05-23,1,1,Clinique les Mérites,possible_host_variant
site-clinique-pinpester,clinique Pinpester,other,isiro,Isiro,Haut-Uele,2026-08-12,090,FALSE,,,,,,mention_only,,,,2026-08-12,1,1,clinique Pinpester,""
site-clinique-reconnaissance,Clinique la RECONNAISSANCE,other,reconnaissance,"","",2026-05-24,010,FALSE,,,,,,mention_only,,,,2026-05-24,1,1,Clinique la RECONNAISSANCE,""
site-clinique-saint-vincent,clinique Saint-Vincent,other,saint vincent,"",Nord-Kivu,2026-08-03,081,FALSE,,,,,,mention_only,,,,2026-08-03,1,1,clinique Saint-Vincent,""
site-clinique-salama,Clinique Salama,other,salama,"",Ituri,2026-07-01,048,FALSE,,,,,,mention_only,,,,2026-07-02,2,2,Clinique Salama,possible_host_variant
site-clinique-sofepadi,Clinique SOFEPADI,other,bunia,Bunia,Ituri,2026-05-30,016,FALSE,,,,,,mention_only,,,,2026-05-30,1,1,Clinique SOFEPADI,possible_host_variant
site-clinique-tumaini,Clinique Tumaini,other,tumaini,Rwampara,Ituri,2026-05-19,004,TRUE,,,,,,mention_only,,,,2026-05-19,1,1,Clinique Tumaini,""
site-clinique-unibu,clinique Unibu,other,bunia,Bunia,Ituri,2026-05-23,009,FALSE,,,,,,mention_only,,,,2026-05-23,1,1,clinique Unibu,possible_host_variant
site-clinique-universelle,Clinique Universelle,other,universelle,Bunia,Ituri,2026-05-22,008,FALSE,,,,,,mention_only,,,,2026-05-22,1,1,Clinique Universelle,""
site-clinique-universitaire,clinique universitaire,other,isiro,Isiro,Haut-Uele,2026-07-14,061,FALSE,,,,,,mention_only,,,,2026-08-14,2,2,clinique universitaire; Clinique universitaire,""
site-clinique-universitaire-isiro,Clinique universitaire d’Isiro,other,isiro,Isiro,Haut-Uele,2026-08-11,089,FALSE,,,,,,mention_only,,,,2026-08-11,1,1,Clinique universitaire d’Isiro,possible_host_variant
site-clinique-vie-hommes,Clinique La vie des Hommes,other,vie hommes,"",Nord-Kivu,2026-06-06,023,FALSE,,,,,,mention_only,,,,2026-06-06,1,1,Clinique La vie des Hommes,""
site-clinique-william,Clinique William,other,william,Mangobo,Tshopo,2026-08-15,093,FALSE,,,,,,mention_only,,,,2026-08-19,3,3,Clinique William,possible_spelling_variant
site-clinique-williams,Clinique Williams,other,williams,"",Tshopo,2026-09-09,118,FALSE,,,,,,mention_only,,,,2026-09-09,1,1,Clinique Williams,possible_spelling_variant
site-cliniques-monusco,cliniques de la MONUSCO,other,goma,Goma,Nord-Kivu,2026-06-16,033,FALSE,,,,,,mention_only,,,,2026-06-16,1,1,cliniques de la MONUSCO,""
site-cliniques-universitaires,Cliniques universitaires,other,s universitaires,Isiro,Haut-Uele,2026-05-31,017,FALSE,,,,,2026-05-31,incident,2026-05-31,,,2026-08-12,5,5,Cliniques universitaires; Cliniques Universitaires,""
site-cliniques-universitaires-horizon,cliniques universitaires Horizon,other,horizon,Goma,Nord-Kivu,2026-06-06,023,FALSE,,,,,,mention_only,,,,2026-06-07,2,2,cliniques universitaires Horizon,""
site-clique-marie-claire,Clique Marie Claire,other,babenda,"","",2026-06-11,028,FALSE,,,,,,mention_only,,,,2026-06-11,1,1,Clique Marie Claire,""
site-cm-amani,CM Amani,other,amani,"",Ituri,2026-07-03,050,FALSE,,,,,,mention_only,,,,2026-07-03,1,1,CM Amani,possible_host_variant;possible_spelling_variant
site-cm-anuarite,CM Anuarite,other,bunia,Bunia,Ituri,2026-06-10,027,FALSE,,,,,,mention_only,,,,2026-06-10,1,1,CM Anuarite,""
site-cm-ave-maria,CM Ave maria,other,ave maria,"","",2026-07-01,048,FALSE,,,,,,mention_only,,,,2026-07-01,1,1,CM Ave maria,""
site-cm-bethel,CM bethel,other,bethel,"",Ituri,2026-07-01,048,FALSE,,,,,,mention_only,,,,2026-07-03,2,2,CM bethel; CM Bethel,""
site-cm-chirurgical-croix-verte,CM Chirurgical Croix Verte,other,chirurgical croix verte,"",Ituri,2026-06-05,022,FALSE,,,,,,mention_only,,,,2026-06-05,1,1,CM Chirurgical Croix Verte,""
site-cm-divine,CM Divine,other,divine,Rwampara,"",2026-05-30,016,FALSE,,,,,,mention_only,,,,2026-05-30,1,1,CM Divine,""
site-cm-divinite,CM la Divinité,other,divinite,"",Ituri,2026-06-04,021,FALSE,,,,,,mention_only,,,,2026-06-04,1,1,CM la Divinité,""
site-cm-gazelle,CM La Gazelle,other,beni,Beni,Nord-Kivu,2026-06-13,030,TRUE,,,,,,mention_only,,,,2026-06-13,1,1,CM La Gazelle,""
site-cm-gloria,CM GLORIA,other,gloria,Rwampara,Ituri,2026-05-19,005,FALSE,,,,,,mention_only,,,,2026-05-19,1,1,CM GLORIA,possible_host_variant
site-cm-grace,CM La Grâce,other,grace,Kayna,Nord-Kivu,2026-06-03,020,FALSE,,,,,,mention_only,,,,2026-06-03,1,1,CM La Grâce,""
site-cm-gracia,CM Gracia,other,beni,Beni,Nord-Kivu,2026-06-13,030,TRUE,,,,,,mention_only,,,,2026-07-07,2,2,CM Gracia; CM GRACIA,possible_host_variant;possible_spelling_variant
site-cm-gracia-katsina,CM Gracia Katsina,other,gracia katsina,"","",2026-07-01,048,FALSE,,,,,,mention_only,,,,2026-07-01,1,1,CM Gracia Katsina,""
site-cm-jades,CM JADES,other,beni,Beni,Nord-Kivu,2026-07-07,054,FALSE,,,,,,mention_only,,,,2026-07-07,1,1,CM JADES,possible_host_variant;possible_spelling_variant
site-cm-joie,CM La Joie,other,joie,Beni,Nord-Kivu,2026-07-03,050,FALSE,,,,,,mention_only,,,,2026-07-03,1,1,CM La Joie,possible_host_variant
site-cm-joponika,CM Joponika,other,joponika,"",Sud-Kivu,2026-06-08,025,FALSE,,,,,,mention_only,,,,2026-06-08,1,1,CM Joponika,""
site-cm-karibuni,CM Karibuni,other,karibuni,"","",2026-07-01,048,FALSE,,,,,,mention_only,,,,2026-07-01,1,1,CM Karibuni,possible_host_variant
site-cm-kithimba,CM Kithimba,other,kithimba,Beni,Nord-Kivu,2026-07-03,050,FALSE,,,,,,mention_only,,,,2026-07-03,1,1,CM Kithimba,""
site-cm-lobiko,CM Lobiko,other,lobiko,Rwampara,Ituri,2026-06-27,044,TRUE,,,,,,mention_only,,,,2026-07-03,2,2,CM Lobiko,""
site-cm-mbanasuvya,CM Mbanasuvya,other,mbanasuvya,Beni,Nord-Kivu,2026-07-03,050,FALSE,,,,,,mention_only,,,,2026-07-03,1,1,CM Mbanasuvya,""
site-cm-mbanivuka,CM Mbanivuka,other,mbanivuka,Beni,Nord-Kivu,2026-07-03,050,FALSE,,,,,,mention_only,,,,2026-07-03,1,1,CM Mbanivuka,""
site-cm-ndirira,CM Ndirira,other,ndirira,"",Ituri,2026-07-03,050,FALSE,,,,,,mention_only,,,,2026-07-03,1,1,CM Ndirira,""
site-cm-peniel,CM Peniel,other,peniel,Komanda,Ituri,2026-07-03,050,FALSE,,,,,,mention_only,,,,2026-07-03,1,1,CM Peniel,""
site-cm-renouveau-2,CM Renouveau 2,other,renouveau 2,"","",2026-08-04,082,FALSE,,,,,,mention_only,,,,2026-08-04,1,1,CM Renouveau 2,""
site-cm-sauvetage,CM sauvetage,other,sauvetage,"","",2026-07-01,048,FALSE,,,,,,mention_only,,,,2026-07-01,1,1,CM sauvetage,""
site-cm-sauveur,CM le Sauveur,other,sauveur,"","",2026-06-30,047,FALSE,,,,,,mention_only,,,,2026-06-30,1,1,CM le Sauveur,""
site-cm-shukrani,CM Shukrani,other,shukrani,Kabondo,Tshopo,2026-09-08,117,FALSE,,,,,,mention_only,,,,2026-09-08,1,1,CM Shukrani,possible_host_variant;possible_spelling_variant
site-cm-st-gabriel,CM St Gabriel,other,st gabriel,"",Ituri,2026-07-03,050,FALSE,,,,,,mention_only,,,,2026-07-03,1,1,CM St Gabriel,""
site-cm-st-pierre,CM St pierre,other,st pierre,"","",2026-07-01,048,FALSE,,,,,,mention_only,,,,2026-07-01,1,1,CM St pierre,""
site-cm-st-raphael,CM St Raphael,other,st raphael,"","",2026-07-01,048,FALSE,,,,,,mention_only,,,,2026-07-01,1,1,CM St Raphael,""
site-cmc-kiharo,CMC Kiharo,other,kiharo,Katwa,Nord-Kivu,2026-07-04,051,FALSE,,,,,,mention_only,,,,2026-07-04,1,1,CMC Kiharo,""
site-cme-bunia,CME/Bunia,other,bunia,Bunia,Ituri,2026-05-26,012,FALSE,,2026-06-24,041,,,opened,2026-06-24,,,2026-06-27,3,3,CME/Bunia,possible_host_variant;possible_same_site
site-cme-nyakunde,CME Nyakunde,other,nyakunde,Rwampara,Ituri,2026-05-20,006,FALSE,,,,,,mention_only,,,,2026-05-30,5,5,CME Nyakunde,possible_host_variant;possible_spelling_variant
site-cme-nyakunde-bunia,CME Nyakunde Bunia,other,bunia,Bunia,Ituri,2026-06-04,021,FALSE,,,,,,mention_only,,,,2026-06-04,1,1,CME Nyakunde Bunia,possible_host_variant
site-cme-nyankunde,CME/Nyankunde,other,nyankunde,Rwampara,Ituri,2026-06-11,028,FALSE,,,,,,mention_only,,,,2026-06-11,1,1,CME/Nyankunde,possible_host_variant;possible_same_site;possible_spelling_variant
site-cs-abelkozo,CS Abelkozo,other,abelkozo,Mongbwalu,Ituri,2026-05-14,001,FALSE,,,,,,mention_only,,,,2026-05-17,2,2,CS Abelkozo,possible_host_variant
site-cs-abiangama,CS Abiangama,other,abiangama,Pawa,Haut-Uele,2026-08-13,091,FALSE,,,,,,mention_only,,,,2026-08-13,1,1,CS Abiangama,""
site-cs-adventiste,CS Adventiste,other,adventiste,"","",2026-05-24,010,FALSE,,,,,,mention_only,,,,2026-05-24,1,1,CS Adventiste,""
site-cs-aero,CS Aero,other,aero,Bunia,Ituri,2026-05-27,013,FALSE,,,,,,mention_only,,,,2026-06-05,3,3,CS Aero,possible_host_variant
site-cs-agri-uele,CS Agri Uélé,other,agri uele,Ganga,Bas-Uele,2026-09-04,113,FALSE,,,,,,mention_only,,,,2026-09-04,1,1,CS Agri Uélé,""
site-cs-amani,CS Amani,other,amani,Karisimbi,Nord-Kivu,2026-09-07,116,FALSE,,,,,,mention_only,,,,2026-09-08,2,2,CS Amani,possible_host_variant;possible_spelling_variant
site-cs-anoalite,CS Anoalité,other,anoalite,"","",2026-08-05,083,FALSE,,,,,,mention_only,,,,2026-08-05,1,1,CS Anoalité,""
site-cs-bafwandambo,CS de Bafwandambo,other,bafwandambo,Bafwasende,Tshopo,2026-09-10,119,FALSE,,,,,,mention_only,,,,2026-09-10,1,1,CS de Bafwandambo,""
site-cs-bahwere,CS de Bahwere,other,bahwere,Lita,Ituri,2026-07-20,067,FALSE,2026-07-20,,,,,under_construction,2026-07-20,,,2026-07-20,1,1,CS de Bahwere,""
site-cs-bale,CS Bale,other,bale,Buta,Bas-Uele,2026-09-05,114,FALSE,,,,,,mention_only,,,,2026-09-05,1,1,CS Bale,""
site-cs-bankoko,CS Bankoko,other,bunia,Bunia,Ituri,2026-08-04,082,FALSE,,,,,,mention_only,,,,2026-08-04,1,1,CS Bankoko,""
site-cs-baruti,CS Baruti,other,baruti,Buta,Bas-Uele,2026-09-04,113,FALSE,,,,,,mention_only,,,,2026-09-04,1,1,CS Baruti,""
site-cs-betshaida,CS Betshaïda,other,betshaida,"",Tshopo,2026-09-13,122,FALSE,,,,,,mention_only,,,,2026-09-13,1,1,CS Betshaïda,""
site-cs-bigo,CS Bigo,other,bigo,Bunia,Ituri,2026-06-07,024,FALSE,,,,,,mention_only,,,,2026-07-31,4,4,CS Bigo,""
site-cs-binase,CS BINASE,other,binase,Mambasa,Ituri,2026-07-18,065,FALSE,,,,,,mention_only,,,,2026-07-18,1,1,CS BINASE,""
site-cs-boikene,CS BOIKENE,other,beni,Beni,Nord-Kivu,2026-07-07,054,FALSE,,,,,,mention_only,,,,2026-07-07,1,1,CS BOIKENE,possible_same_site
site-cs-bora-uzima,CS Bora Uzima,other,bora uzima,Bunia,Ituri,2026-06-08,025,FALSE,,,,,,mention_only,,,,2026-06-09,2,2,CS Bora Uzima,possible_spelling_variant
site-cs-boyoma,CS Boyoma,other,boyoma,Makiso Kisangani,Tshopo,2026-07-21,068,FALSE,,,,,,mention_only,,,,2026-08-03,3,3,CS Boyoma,""
site-cs-bunia-cite,CS Bunia Cité,other,bunia,Bunia,Ituri,2026-06-08,025,FALSE,,,,,,mention_only,,,,2026-06-08,1,1,CS Bunia Cité,possible_host_variant;possible_spelling_variant
