report_date,sitrep,version,level,place_id,place_name,basis,admissions_24h,beds_total,exits_24h,occupancy_rate,patients_confirmed,patients_isolated,patients_start_day,patients_suspect,occupancy_rate_derived,rate_gap,flags
2026-09-07,116,1,province,ituri,Ituri,prose,77,978,88,48.4,,473,,,48.4,0,""
2026-09-07,116,1,province,nord-kivu,Nord-Kivu,prose,74,220,91,115.5,,254,,,115.5,0,""
2026-09-07,116,1,province,sud-kivu,Sud-Kivu,prose,6,,,80,,20,,,,,""
2026-09-07,116,1,province,tshopo,Tshopo,prose,,25,,16,,4,,,16,0,""
2026-09-08,117,1,province,haut-uele,Haut-Uélé,prose,3,134,16,36.6,,49,,,36.6,0,""
2026-09-08,117,1,province,ituri,Ituri,prose,87,983,89,47.9,,471,,,47.9,0,""
2026-09-08,117,1,province,nord-kivu,Nord-Kivu,prose,88,220,55,130.5,,287,,,130.5,0,""
2026-09-08,117,1,province,sud-kivu,Sud-Kivu,prose,,,,76,,19,,,,,""
2026-09-08,117,1,province,tshopo,Tshopo,prose,3,25,,28,,7,,,28,0,""
2026-09-09,118,1,province,haut-uele,Haut-Uélé,prose,3,134,16,40.3,,54,,,40.3,0,""
2026-09-09,118,1,province,ituri,Ituri,prose,92,989,106,46.2,,457,,,46.2,0,""
2026-09-09,118,1,province,nord-kivu,Nord-Kivu,prose,72,220,68,132.2,,291,,,132.3,0.100000000000023,""
2026-09-09,118,1,province,tshopo,Tshopo,prose,,25,4,12,,3,,,12,0,""
2026-09-10,119,1,province,haut-uele,Haut-Uélé,prose,12,134,,47.8,,64,,,47.8,0,""
2026-09-10,119,1,province,ituri,Ituri,prose,82,1005,104,43.3,,435,,,43.3,0,""
2026-09-10,119,1,province,nord-kivu,Nord-Kivu,prose,89,,75,141.4,,311,,,,,""
2026-09-10,119,1,province,sud-kivu,Sud-Kivu,prose,,,,72,,,,,,,""
2026-09-10,119,1,province,tshopo,Tshopo,prose,1,31,,29,,9,,,29,0,""
2026-09-13,122,1,province,bas-uele,Bas-Uélé,prose,1,,,,,7,,,,,""
2026-09-13,122,1,province,haut-uele,Haut-Uélé,prose,7,134,3,51.5,,69,,,51.5,0,""
2026-09-13,122,1,province,ituri,Ituri,prose,86,1015,88,46.5,,472,,,46.5,0,""
2026-09-13,122,1,province,nord-kivu,Nord-Kivu,prose,46,,53,145.6,,332,,,,,""
2026-09-13,122,1,province,sud-kivu,Sud-Kivu,prose,,25,,68,,17,,,68,0,""
2026-09-13,122,1,province,tshopo,Tshopo,prose,,31,,25.8,,8,,,25.8,0,""
