province,health_zone,health_area,locality,facility_type,facility_name,grid3id
Ituri,Komanda,Pinzili,,Centre de Santé,Pinzili,hltfac_87553D9B23
Ituri,Komanda,Pinzili,Pinzili 2,Site Soin Communautaire,Pinzili 2,hltfac_2EA849FDF8
Ituri,Komanda,Samboko,Ichelemba,Poste de Santé,Ichelemba,hltfac_CD8C1FABE7
Ituri,Komanda,Samboko,Katwa Kasoya,Site Soin Communautaire,Katwa Kasoya,hltfac_CDAD95B8AE
Ituri,Komanda,Samboko,,Poste de Santé,Mabuho,hltfac_0E7D327893
Ituri,Komanda,Samboko,,Centre de Santé,Mambau,hltfac_0DEE8FA7E3
Ituri,Komanda,Samboko,,Poste de Santé,Mangazi,hltfac_F289E9EA3F
Ituri,Komanda,Samboko,Mapasana,Site Soin Communautaire,Mapasana,hltfac_1ECA9E8927
Ituri,Komanda,Samboko,Masekude,Poste de Santé,Masekude,hltfac_D934B7AA4B
Ituri,Komanda,Samboko,Masekude,Site Soin Communautaire,Masekude,hltfac_AD88498B17
Ituri,Komanda,Samboko,,Poste de Santé,Matekelami,hltfac_065798CDFD
Ituri,Komanda,Samboko,,Poste de Santé,Mbingi,hltfac_BEEB7052A1
Ituri,Komanda,Samboko,,Centre de Santé,Samboko,hltfac_53726D2C86
Ituri,Komanda,Samboko,Tibomakpi,Poste de Santé,Tibomakpi,hltfac_E7C7B99FB7
Ituri,Laybo,Aloga,,Centre de Santé,Aloga,hltfac_E1F4A9039A
Ituri,Laybo,Aloga,,Site Soin Communautaire,Lami,hltfac_84F49ECB25
Ituri,Laybo,Aloga,,Site Soin Communautaire,Ombalaka,hltfac_B4A5212DA7
Ituri,Laybo,Amati,,Centre de Santé,Amati,hltfac_A10CB4E5B2
Ituri,Laybo,Amati,,Site Soin Communautaire,Walla,hltfac_603E0A6A64
Ituri,Laybo,Ambimaro,,Centre de Santé,Ambimaro,hltfac_745632DDFA
Ituri,Laybo,Ambimaro,,Site Soin Communautaire,Anyange,hltfac_1093D7A4E7
Ituri,Laybo,Ambimaro,,Poste de Santé,Esuma,hltfac_14AEF683DB
Ituri,Laybo,Angako,,Poste de Santé,Abega,hltfac_CAB3CC7E89
Ituri,Laybo,Angako,,Centre de Santé,Angako,hltfac_F00D69383B
Ituri,Laybo,Angako,,Site Soin Communautaire,Ekuma,hltfac_70F8B4E12E
Ituri,Laybo,Angako,,Site Soin Communautaire,Kaloro,hltfac_3B50BE926A
Ituri,Laybo,Angako,,Poste de Santé,Maguma,hltfac_3709C9E44B
Ituri,Laybo,Apari,,Centre de Santé,Apari,hltfac_9B5068D841
Ituri,Laybo,Apari,,Site Soin Communautaire,Djerika,hltfac_D717D2A2FC
Ituri,Laybo,Apari,,Poste de Santé,La Grace,hltfac_6BED63E7E1
Ituri,Laybo,Atso,,Centre de Santé,Atso,hltfac_56793F7713
Ituri,Laybo,Atso,,Site Soin Communautaire,Nyale,hltfac_99AEBC6EF2
Ituri,Laybo,Aubha,,Centre de Santé,Aubha,hltfac_B81612D9F4
Ituri,Laybo,Aubha,,Poste de Santé,Bon Samaritain,hltfac_20C8903BE0
Ituri,Laybo,Aubha,,Site Soin Communautaire,Kodhara,hltfac_EC8F977539
Ituri,Laybo,Aubha,,Site Soin Communautaire,Olini,hltfac_1F31176E31
Ituri,Laybo,Azigi,,Centre de Santé,Azigi,hltfac_87CF3F2DDC
Ituri,Laybo,Azigi,,Site Soin Communautaire,Kodra,hltfac_251FDC3A2D
Ituri,Laybo,Didi,,Site Soin Communautaire,Ariwara Moke,hltfac_CE4A8C9A57
Ituri,Laybo,Didi,,Centre de Santé de Référence,Didi,hltfac_4926429930
Ituri,Laybo,Didi,,Site Soin Communautaire,Katsa,hltfac_F2D1A66250
Ituri,Laybo,Didi,,Poste de Santé,Lowate,hltfac_CA4AE26FEF
Ituri,Laybo,Didi,,Site Soin Communautaire,Mbumbu,hltfac_6F0372749D
Ituri,Laybo,Didi,,Poste de Santé,Yingi,hltfac_13C9F260F2
Ituri,Laybo,Konga,,Centre de Santé,Konga,hltfac_0749399058
Ituri,Laybo,Konga,,Site Soin Communautaire,Lopa,hltfac_3849C52931
Ituri,Laybo,Konga,,Poste de Santé,Mbanya,hltfac_CA78D3C609
Ituri,Laybo,Langa,,Poste de Santé,Emmanuel,hltfac_AE1974033E
Ituri,Laybo,Langa,,Site Soin Communautaire,Inzi,hltfac_86F07F0B83
Ituri,Laybo,Langa,,Centre de Santé,Langa,hltfac_8889F2E4BB
Ituri,Laybo,Langa,,Site Soin Communautaire,Loli,hltfac_8A4E894FD3
Ituri,Laybo,Langa,,Poste de Santé,Lopayi,hltfac_445C4CC32D
Ituri,Laybo,Langa,,Poste de Santé,Siraze,hltfac_C4B2C7B42E
Ituri,Laybo,Laybo,,Site Soin Communautaire,Bora,hltfac_6DD6BEEF20
Ituri,Laybo,Laybo,Quartier Route Aba,Bureau Central de la Zone de Santé,Laybo,hltfac_B0E9550A90
Ituri,Laybo,Laybo,,Hôpital Général de Référence,Laybo,hltfac_BC8F48D9AC
Ituri,Laybo,Laybo,,Centre de Santé,Laybo,hltfac_521BD8F579
Ituri,Laybo,Laybo,,Site Soin Communautaire,Vaa,hltfac_4E49A3C333
Ituri,Laybo,Mado,,Poste de Santé,Agasidhe,hltfac_12191E8FDD
Ituri,Laybo,Mado,,Centre de Santé,Mado,hltfac_0CC5E50E89
Ituri,Laybo,Mado,,Site Soin Communautaire,Mangoyo,hltfac_32341E6169
Ituri,Laybo,Mado,,Site Soin Communautaire,Ombatsi,hltfac_3F1BE67405
Ituri,Laybo,Nzumbi,,Site Soin Communautaire,Aliva,hltfac_0B5D34C804
Ituri,Laybo,Nzumbi,,Centre de Santé,Nzumbi,hltfac_380D573311
Ituri,Laybo,Onzari,,Site Soin Communautaire,Likpu,hltfac_0009088028
Ituri,Laybo,Onzari,,Site Soin Communautaire,Mirinva,hltfac_2040599930
Ituri,Laybo,Onzari,,Centre de Santé,Onzari,hltfac_21C9EE827A
Ituri,Laybo,Tadiri,,Site Soin Communautaire,Ingbu,hltfac_4D7C6A3A6C
Ituri,Laybo,Tadiri,,Poste de Santé,Iri,hltfac_AB8AA6CB41
Ituri,Laybo,Tadiri,,Site Soin Communautaire,Iri,hltfac_612E8D69EC
Ituri,Laybo,Tadiri,,Centre de Santé,Tadiri,hltfac_40A23293E6
Ituri,Laybo,Tsinzi,,Site Soin Communautaire,Bangilo,hltfac_3D35EB8719
Ituri,Laybo,Tsinzi,,Site Soin Communautaire,Ombatsi,hltfac_66CD51D3E6
Ituri,Laybo,Tsinzi,,Centre de Santé,Tsinzi,hltfac_47324E5818
Ituri,Laybo,Yangambi,,Centre de Santé,Yangambi,hltfac_FC4B09C40C
Ituri,Laybo,Yangambi,,Site Soin Communautaire,Zetri,hltfac_76AB77B18D
Ituri,Linga,Buba,Londje Centre,Centre de Santé,Buba,hltfac_6B4DAA1672
Ituri,Linga,Buba,Londje 2,Site Soin Communautaire,SSC Londje 2,hltfac_CFF4EE271A
Ituri,Linga,Buba,Vidza,Site Soin Communautaire,SSC Vidza Nyatini,hltfac_49B032BCDF
Ituri,Linga,Dhebu,Dhebu,Centre de Santé,Dhebu,hltfac_29223807F8
Ituri,Linga,Dhebu,Lingama,Site Soin Communautaire,Lingama Bangi,hltfac_AC199A2C7B
Ituri,Linga,Dhebu,Loenga,Poste de Santé,Loenga PS,hltfac_8A21CDEBD6
Ituri,Linga,Dhebu,Longekpa,Site Soin Communautaire,SSC Longekpa,hltfac_9517601C21
Ituri,Linga,Dhekpaba,Dhekpaba,Centre de Santé,Dekpaba,hltfac_BE3D0EB839
Ituri,Linga,Dhekpaba,Imbi,Site Soin Communautaire,Imbi SSC,hltfac_A3D264B0F8
Ituri,Linga,Dheyoluts,,Centre de Santé,Dheyoluts,hltfac_22548FB17B
Ituri,Linga,Dheyoluts,Mondrokpa,Site Soin Communautaire,Mondrokpa SSC,hltfac_4FC18496A9
Ituri,Linga,Dheyoluts,Nzerku,Site Soin Communautaire,Nzerku,hltfac_19C1913A82
Ituri,Linga,Dissa,,Centre de Santé,Dissa,hltfac_8C1D6867B9
Ituri,Linga,Dissa,Dissa,Site Soin Communautaire,Dissa SSC,hltfac_B584E71A61
Ituri,Linga,Dissa,Kotchuvi 1,Site Soin Communautaire,Kutchuvi 1 SSC,hltfac_759952E626
Ituri,Linga,DzOo,,Centre de Santé,Dzoo,hltfac_19CF266362
Ituri,Linga,DzOo,Ndokpa,Site Soin Communautaire,Ndokpa SSC,hltfac_DDBBAFBB15
Ituri,Linga,DzOo,Peikpa,Site Soin Communautaire,Peikpa SSC,hltfac_2062049CA8
Ituri,Linga,DzOo,Womano,Poste de Santé,Womano,hltfac_B57F1C1248
Ituri,Linga,DzOo,Ndokpa,Site Soin Communautaire,kAskpa SSC,hltfac_F0A757963D
Ituri,Linga,Godjoka,Dheyokpalits,Site Soin Communautaire,Dheyokpalits SSC,hltfac_1890F87E46
Ituri,Linga,Godjoka,,Centre de Santé,Godjoka,hltfac_43ACD1D9C3
Ituri,Linga,Keli,Dheyo,Site Soin Communautaire,Dheyo Ludda,hltfac_4E878435D2
Ituri,Linga,Keli,Jili,Site Soin Communautaire,Jili SSC,hltfac_64E1DBE471
Ituri,Linga,Keli,,Centre de Santé,Keli,hltfac_DC51FC701A
Ituri,Linga,Keli,Muganga,Site Soin Communautaire,Muganga SSC,hltfac_A50107989E
Ituri,Linga,Linga,Linga Mission,Bureau Central de la Zone de Santé,Linga,hltfac_43FA82CDB8
Ituri,Linga,Linga,Linga,Centre de Santé,Linga,hltfac_211C396AD7
Ituri,Linga,Linga,,Hôpital Général de Référence,Linga,hltfac_0EAB5C0D46
Ituri,Linga,Linga,Lodo,Site Soin Communautaire,Lodo SSC,hltfac_2A4E724F92
Ituri,Linga,Linga,Wala,Site Soin Communautaire,Wala SSC,hltfac_06A3120010
Ituri,Linga,Lodjo,,Centre de Santé,Lodjo,hltfac_EC6E562B84
Ituri,Linga,Lodjo,Kotchuvi 2,Site Soin Communautaire,SSC Kotchuvi 2,hltfac_F9B0C6900B
Ituri,Linga,Lokema,,Centre de Santé,Lokema,hltfac_5CBAB92DF8
Ituri,Linga,Lokema,Lokema,Site Soin Communautaire,Lokema SSC,hltfac_EC74E65BA8
Ituri,Linga,Lokema,Mokpa,Site Soin Communautaire,Mokpa SSC,hltfac_1460CE917D
Ituri,Linga,Lokema,Utchukpa,Site Soin Communautaire,SSC Utchukpa,hltfac_8163CE4B19
Ituri,Linga,Ndalo,,Centre de Santé,Ndalo,hltfac_5A5C56DBCF
Ituri,Linga,Ndalo,Djangwa,Site Soin Communautaire,SSC Djangwa,hltfac_46571C6145
Ituri,Linga,Noga,,Centre de Santé,Noga,hltfac_424CF911F4
Ituri,Linga,Noga,Nyali,Site Soin Communautaire,Nyali SSC,hltfac_9E1A7D6223
Ituri,Linga,Sanduku,,Centre de Santé,Sanduku,hltfac_96AD9AE25D
Ituri,Linga,Sanduku,Sanduku,Site Soin Communautaire,Sanduku SSC,hltfac_28F24A7D50
Ituri,Linga,Sanduku,Tseka,Site Soin Communautaire,Tseka SSC,hltfac_DA36FFA3A0
Ituri,Linga,Sanduku,Sanduku,Poste de Santé,Umoja,hltfac_2F8C2CA498
Ituri,Linga,Tchulu,Ngakpa,Site Soin Communautaire,Ngakpa SSC,hltfac_BED2404AB7
Ituri,Linga,Tchulu,Ngodya,Centre de Santé,Tchulu,hltfac_227FF105DE
Ituri,Linga,Uma,NdrLli,Site Soin Communautaire,NdrLli SSC,hltfac_1366434441
Ituri,Linga,Uma,Uma,Centre de Santé,Uma,hltfac_BAB3B4C235
Ituri,Lita,Bahwere,,Centre de Santé,Bahwere,hltfac_85D7CD868D
Ituri,Lita,Bahwere,,Centre de Santé de Référence,Bahwere,hltfac_82A63CD09B
Ituri,Lita,Bahwere,Bahwere,Bureau Central de la Zone de Santé,Lita,hltfac_265D881A6C
Ituri,Lita,D'idjo,,Centre de Santé,D'Idjo,hltfac_2BB9A5C721
Ituri,Lita,D'idjo,,Poste de Santé,Totoba,hltfac_3A5C681A81
Ituri,Lita,Ezekere,,Poste de Santé,Amani,hltfac_B8745A15B6
Ituri,Lita,Ezekere,,Centre de Santé,Ezekere,hltfac_C6679D2D0E
Ituri,Lita,Ezekere,,Poste de Santé,Kanana,hltfac_30B00B3019
Ituri,Lita,Ezekere,,Poste de Santé,Kasongo,hltfac_BD742F4180
Ituri,Lita,Katoto,,Centre de Santé,Katoto,hltfac_21D47ACE8E
Ituri,Lita,Katoto,,Poste de Santé,Tsunde,hltfac_DE21D4B254
Ituri,Lita,Kparnganza,,Centre de Santé,Kparnganza,hltfac_EEDAD0890E
Ituri,Lita,Kparnganza,,Centre de Santé de Référence,Kparnganza,hltfac_FC76833389
Ituri,Lita,Lita,,Poste de Santé,Dzingu,hltfac_47053C787F
Ituri,Lita,Lita,,Centre de Santé,Lita,hltfac_B797C3E6E1
Ituri,Lita,Lita,,Hôpital Général de Référence,Lita,hltfac_A3B98147EC
Ituri,Lita,Loga,,Centre de Santé,Loga,hltfac_6FA0819521
Ituri,Lita,Lonyo,,Centre de Santé,Lonyo,hltfac_851D69846D
Ituri,Lita,Lonyo,,Poste de Santé,Lonyo,hltfac_F931AEF20A
Ituri,Lita,Mandro,,Centre de Santé,Mandro,hltfac_7D47D252D1
Ituri,Lita,Mandro,,Poste de Santé,Salama,hltfac_B841682A4E
Ituri,Lita,Mutumbi,,Centre de Santé,Mutumbi,hltfac_45CCDBBAEB
Ituri,Lita,Ndungbe,,Centre de Santé,Ndungbe,hltfac_7D9B3263A6
Ituri,Lita,Penyi,,Poste de Santé,Dhendro,hltfac_41508D7CB1
Ituri,Lita,Penyi,,Centre de Santé,Penyi,hltfac_A09F242E48
Ituri,Lita,Vilo,,Centre de Santé,Vilo,hltfac_F143016E90
Ituri,Lita,Zumbe,,Centre de Santé,Zumbe,hltfac_29E9FD4A64
Ituri,Logo,Ajagi,,Centre de Santé,Ajagi,hltfac_7F25DAAFA7
Ituri,Logo,Ajagi,,Site Soin Communautaire,Thesii,hltfac_56BB69349F
Ituri,Logo,Alagi,,Centre de Santé,Alagi,hltfac_72661C05D4
Ituri,Logo,Alagi,,Site Soin Communautaire,Jupanyalengi Thegoth,hltfac_2DC3B3388D
Ituri,Logo,Alagi,,Site Soin Communautaire,Ndombi,hltfac_040783E2E9
Ituri,Logo,Alagi,,Poste de Santé,Tala Gira,hltfac_4D1599C715
Ituri,Logo,Alagi,,Poste de Santé,Tala Mission,hltfac_7BB3577B21
Ituri,Logo,Alla Wi Mo,,Centre de Santé,Alla Wi Mo,hltfac_BC3AFCB438
Ituri,Logo,Alla Wi Mo,,Site Soin Communautaire,Gosi Zina,hltfac_ED079C7DCD
Ituri,Logo,Alla Wi Mo,,Poste de Santé,Gotcana,hltfac_63AD3DFE21
Ituri,Logo,Ambere,,Centre de Santé,Ambere,hltfac_F772600487
Ituri,Logo,Ambere,,Poste de Santé,Djupukelo Centre,hltfac_722E279380
Ituri,Logo,Beju,,Centre de Santé,Beju,hltfac_A182D790CB
Ituri,Logo,Beju,,Site Soin Communautaire,Jupabook Afoto,hltfac_C81442686C
Ituri,Logo,Beju,,Site Soin Communautaire,Jupalimaswa,hltfac_6E18EC5388
Ituri,Logo,Beju,,Poste de Santé,Mboo,hltfac_BBBE8ADF38
Ituri,Logo,Bika,,Centre de Santé,Bika,hltfac_63C9F6B993
Ituri,Logo,Bika,,Site Soin Communautaire,Mulokoli,hltfac_00E8E9C8EE
Ituri,Logo,Bika,,Poste de Santé,Mulokoli,hltfac_50C33F5004
Ituri,Logo,Buu,,Centre de Santé,Buu,hltfac_1922C5505A
Ituri,Logo,Buu,,Site Soin Communautaire,Jupalowa,hltfac_71714FE292
Ituri,Logo,Buu,,Poste de Santé,Lenju,hltfac_22C15BC895
Ituri,Logo,Djuru,,Centre de Santé,Juru,hltfac_D70B81759A
Ituri,Logo,Djuru,,Site Soin Communautaire,Pakenge Ndena,hltfac_0CFD5DCC9D
Ituri,Logo,Draju,,Poste de Santé,Anyiko,hltfac_A67ED594EB
Ituri,Logo,Draju,,Centre de Santé,Draju,hltfac_A7DFC4C82D
Ituri,Logo,Draju,,Site Soin Communautaire,Ngbungbu,hltfac_870E3E0556
Ituri,Logo,Draju,,Site Soin Communautaire,Nzuru,hltfac_169FC00EBA
Ituri,Logo,Gisigi,,Centre de Santé,Gisigi,hltfac_C36C24EEE8
Ituri,Logo,Gisigi,,Poste de Santé,Jupawino,hltfac_4D9271813F
Ituri,Logo,Gisigi,,Poste de Santé,Laku,hltfac_A3A1D1DD82
Ituri,Logo,Jalusene,,Centre de Santé,Jalusene,hltfac_7C45B15B03
Ituri,Logo,Jalusene,,Site Soin Communautaire,Nuu,hltfac_E290430700
Ituri,Logo,Jupahoy,,Centre de Santé,Jupahoy,hltfac_1AEE55458A
Ituri,Logo,Kanga,,Site Soin Communautaire,Jabi,hltfac_6FFA21DBFC
Ituri,Logo,Kanga,,Centre de Santé,Kanga,hltfac_98B2482BE4
Ituri,Logo,Kpana,,Site Soin Communautaire,Jupanyarumosi,hltfac_07CADD84B0
Ituri,Logo,Kpana,,Centre de Santé,Kpana Korasi,hltfac_9E01E13A88
Ituri,Logo,Lenge,,Site Soin Communautaire,Jupanyinge,hltfac_1A8B3604CB
Ituri,Logo,Lenge,,Centre de Santé,Lenge,hltfac_1EBFCB0392
Ituri,Logo,Mere Apoline,,Centre de Santé,Mere Apoline,hltfac_815DB111DC
Ituri,Logo,Ndrele,,Poste de Santé,Amani,hltfac_46D983BCDF
Ituri,Logo,Ndrele,,Centre de Santé,Ndrele,hltfac_12AD3CDDDD
Ituri,Logo,Nyaa,,Centre de Santé,Nyaa,hltfac_3A1772DAE5
Ituri,Logo,Otha,,Centre de Santé,Otha,hltfac_9E187D8216
Ituri,Logo,Otha,,Site Soin Communautaire,Palara Lul,hltfac_A39AAC5B7A
Ituri,Logo,Rigo,,Site Soin Communautaire,Pathole Atang'u,hltfac_A71109A569
Ituri,Logo,Rigo,,Centre de Santé,Rigo,hltfac_A09AAFCFBE
Ituri,Logo,Thedeja,,Poste de Santé,Dray,hltfac_97331807BF
Ituri,Logo,Thedeja,,Centre de Santé,Thedeja,hltfac_86B06CB149
Ituri,Logo,Thedeja,,Site Soin Communautaire,Uryang,hltfac_A55D9D3316
Ituri,Logo,Ukebu Ngali,Logo,Bureau Central de la Zone de Santé,Logo,hltfac_F59632BFE2
Ituri,Logo,Ukebu Ngali,,Hôpital Général de Référence,Logo,hltfac_789B36BDE2
Ituri,Logo,Ukebu Ngali,,Poste de Santé,Ugonjo,hltfac_8E00AE2903
Ituri,Logo,Ukebu Ngali,,Centre de Santé,Ukebu Ngali,hltfac_4B013A923B
Ituri,Logo,Ulyeko,,Site Soin Communautaire,Kor Juu,hltfac_DBB78F6863
Ituri,Logo,Ulyeko,,Centre de Santé,Ulyeko,hltfac_8598E83D0A
Ituri,Logo,Walla,,Poste de Santé,Bugo,hltfac_CC0A7B0713
Ituri,Logo,Walla,,Site Soin Communautaire,Gomandri,hltfac_C2C28051C6
Ituri,Logo,Walla,,Centre de Santé,Walla,hltfac_901B7776E9
Ituri,Logo,Wighi,,Site Soin Communautaire,Ngir,hltfac_7EB9EEE10C
Ituri,Logo,Wighi,,Centre de Santé,Wighi,hltfac_D95B102C07
Ituri,Logo,Wighi,,Poste de Santé,Yima,hltfac_446462D5CE
Ituri,Logo,Wilii,,Site Soin Communautaire,Udingo,hltfac_D7E17E22F7
Ituri,Logo,Wilii,,Centre de Santé,Wilii,hltfac_FB53D1D193
Ituri,Lolwa,Bahaha,Babofi 1,Site Soin Communautaire,Babofi 1,hltfac_856BD8BBB2
Ituri,Lolwa,Bahaha,Baboyo,Site Soin Communautaire,Baboyo,hltfac_FA4CFC1D90
Ituri,Lolwa,Bahaha,,Poste de Santé,Babungbe,hltfac_964A6FA9BE
Ituri,Lolwa,Bahaha,,Centre de Santé,Bahaha,hltfac_CED281622F
Ituri,Lolwa,Bahaha,Kazana,Poste de Santé,Kazana,hltfac_1E2BED0E61
Ituri,Lolwa,Bahaha,Babusome,Poste de Santé,Kisenso,hltfac_4DA87596A1
Ituri,Lolwa,Bahaha,,Poste de Santé,La Grace,hltfac_A1F00A76D0
Ituri,Lolwa,Bahaha,Yeluka,Site Soin Communautaire,Yeluka,hltfac_60B78402BD
Ituri,Lolwa,Bandibwame,Kisanga,Poste de Santé,Allah Akubar,hltfac_6A0395AFED
Ituri,Lolwa,Bandibwame,,Centre de Santé,Bandibwame,hltfac_C18E6B0BB6
Ituri,Lolwa,Bandibwame,Banzo Banzo,Site Soin Communautaire,Banzo Banzo,hltfac_1191376067
Ituri,Lolwa,Bandibwame,Kilimangombe 1,Site Soin Communautaire,Kilimangombe,hltfac_6456DD317E
Ituri,Lolwa,Bandibwame,Lumalisa,Poste de Santé,Lumalisa,hltfac_6588761919
Ituri,Lolwa,Bandibwame,Bandiwame,Poste de Santé,PK32,hltfac_196201DC8A
Ituri,Lolwa,Elake,Apatineko,Poste de Santé,Apatineko,hltfac_CE3186CD9F
Ituri,Lolwa,Elake,Dinda,Site Soin Communautaire,Dinda,hltfac_79AB619850
Ituri,Lolwa,Elake,Elake,Centre de Santé,Elake,hltfac_8500FDE0DF
Ituri,Lolwa,Elake,Letacredi,Poste de Santé,Letacredi,hltfac_9883273D44
Ituri,Lolwa,Elake,Makoukou,Site Soin Communautaire,Makoukou,hltfac_2FD9741F4D
Ituri,Lolwa,Elake,Maliembu,Site Soin Communautaire,Maliembu,hltfac_7AB5BC9ADA
Ituri,Lolwa,Elake,Methodiste,Poste de Santé,Methodiste,hltfac_8F71651861
Ituri,Lolwa,Elake,Elake,Poste de Santé,Tumaini Letu,hltfac_4E8E760E33
Ituri,Lolwa,Lolwa,Andilongona,Poste de Santé,Furaha,hltfac_D750C7521F
Ituri,Lolwa,Lolwa,Andindulu 2,Poste de Santé,Kanda te,hltfac_F98B47CC99
Ituri,Lolwa,Lolwa,KwedeKwede,Poste de Santé,Kwedekwede,hltfac_2F370A58AC
Ituri,Lolwa,Lolwa,,Hôpital Général de Référence,Lolwa,hltfac_021A7CB254
Ituri,Lolwa,Lolwa,,Centre de Santé,Lolwa,hltfac_EA9F31CA75
Ituri,Lolwa,Lolwa,Mabasey,Poste de Santé,Mabasey,hltfac_02B5842F95
Ituri,Lolwa,Lolwa,Mabasu,Poste de Santé,Mabasu,hltfac_EE8E76143E
Ituri,Lolwa,Lolwa,Makusiki,Site Soin Communautaire,Makusiki,hltfac_6AA9B32556
Ituri,Lolwa,Lolwa,Masita 1,Poste de Santé,Masita,hltfac_6DB649497B
Ituri,Lolwa,Lolwa,Maviringo,Site Soin Communautaire,Maviringo,hltfac_AB902C59C7
Ituri,Lolwa,Lolwa,Mekanya,Poste de Santé,Mekanya,hltfac_BE1BA10B4A
Ituri,Lolwa,Lolwa,Ndeisa,Site Soin Communautaire,Ndeisa,hltfac_1B3234F375
Ituri,Lolwa,Lolwa,Ngene 1,Site Soin Communautaire,Ngene 1,hltfac_744BC54D31
Ituri,Lolwa,Lolwa,,Site Soin Communautaire,Paradiso,hltfac_F9B529D6DF
Ituri,Lolwa,Lolwa,Andindulu,Bureau Central de la Zone de Santé,lolwa,hltfac_86BA6E6076
Ituri,Lolwa,Mabangifo,Etumu,Site Soin Communautaire,Etumu,hltfac_AA715E374C
Ituri,Lolwa,Mabangifo,,Centre de Santé,Mabangifo,hltfac_8AE7F85A2C
Ituri,Lolwa,Mabangifo,Maria,Site Soin Communautaire,Maria,hltfac_EFDD9FC763
Ituri,Lolwa,Mabangifo,Pedau,Site Soin Communautaire,Pedau,hltfac_82349E66E1
Ituri,Lolwa,Mabangifo,Titimey,Site Soin Communautaire,Titimey,hltfac_1711B6E834
Ituri,Lolwa,Mabukulu,Andisuba,Site Soin Communautaire,Andisuba,hltfac_16674DF8CB
Ituri,Lolwa,Mabukulu,,Poste de Santé,Bengasoli,hltfac_187D5C15BA
Ituri,Lolwa,Mabukulu,,Centre de Santé,Mabukulu,hltfac_A19B3BEDDF
Ituri,Lolwa,Mabukulu,Makoko,Site Soin Communautaire,Makoko,hltfac_421B96C784
Ituri,Lolwa,Mabukulu,,Poste de Santé,Masiliko,hltfac_D52BD91670
Ituri,Lolwa,Manya,Andikwakwa,Site Soin Communautaire,Andikwakwa,hltfac_D141F4215F
Ituri,Lolwa,Manya,Muchanga 1,Poste de Santé,Bora Uzima,hltfac_E8EB7C914D
Ituri,Lolwa,Manya,,Centre de Santé,Mabitane,hltfac_8A0280565C
Ituri,Lolwa,Manya,Mabujulu,Site Soin Communautaire,Mabukulu 2,hltfac_52A4307F61
Ituri,Lolwa,Manya,,Centre de Santé,Manya,hltfac_8F8FA5E95D
Ituri,Lolwa,Manya,Masongo,Poste de Santé,Masongo,hltfac_D6CD0A23F7
Ituri,Lolwa,Manya,Kulue,Poste de Santé,Methodiste,hltfac_9C99A1AC0F
Ituri,Lolwa,Manya,Mutufey,Site Soin Communautaire,Mutufey,hltfac_3E666D2AD7
Ituri,Lolwa,Manya,Tokoleko 1,Site Soin Communautaire,Tokoleko 1,hltfac_1844C0FD56
Ituri,Lolwa,Pekele,,Poste de Santé,Epulu Mayi,hltfac_6AC0AD81F6
Ituri,Lolwa,Pekele,Kalitafu,Site Soin Communautaire,Kalitafu,hltfac_C3DF5F9D18
Ituri,Lolwa,Pekele,Muchanga 2,Site Soin Communautaire,Kalitafu,hltfac_4573DE28A1
Ituri,Lolwa,Pekele,Mabanga 2,Poste de Santé,Kpelya,hltfac_6490F28375
Ituri,Lolwa,Pekele,,Centre de Santé,Pekele,hltfac_9607D58746
Ituri,Lolwa,Toly Toly,Babumakisi,Site Soin Communautaire,Babumakisi,hltfac_9FC95419C9
Ituri,Lolwa,Toly Toly,,Poste de Santé,Makwangi,hltfac_3DF613EA16
Ituri,Lolwa,Toly Toly,Matete,Site Soin Communautaire,Matete,hltfac_4F3EB8E754
Ituri,Lolwa,Toly Toly,,Centre de Santé,Toly Toly,hltfac_CD7F14917B
Ituri,Mahagi,Alego,,Site Soin Communautaire,Aissi,hltfac_59003273D8
Ituri,Mahagi,Alego,,Centre de Santé,Alego,hltfac_5F250BC713
Ituri,Mahagi,Alego,,Poste de Santé,Jupavuka,hltfac_008EB79C68
Ituri,Mahagi,Ankojkani,,Centre de Santé de Référence,Akonjkani,hltfac_436E6DEFA0
Ituri,Mahagi,Ankojkani,,Poste de Santé,Djagi,hltfac_C8CC94266A
Ituri,Mahagi,Ankojkani,,Site Soin Communautaire,Uyaru,hltfac_CE8456E3C8
Ituri,Mahagi,Ankojkani,,Poste de Santé,Uyaru,hltfac_0AFE3A08DE
Ituri,Mahagi,Avere,,Poste de Santé,Abu,hltfac_8329D6983F
Ituri,Mahagi,Avere,,Site Soin Communautaire,Apodrowa,hltfac_29BC68C35B
Ituri,Mahagi,Avere,,Poste de Santé,Apodrowa,hltfac_5EC9D667B2
Ituri,Mahagi,Avere,,Centre de Santé,Avere,hltfac_EA79959C75
Ituri,Mahagi,Avere,,Poste de Santé,Zaa,hltfac_26C8B29C93
Ituri,Mahagi,Jupawisa,,Site Soin Communautaire,Jupaley,hltfac_417CF53A9F
Ituri,Mahagi,Jupawisa,,Centre de Santé,Jupawisa,hltfac_450A03A1AD
Ituri,Mahagi,Jupudera,,Centre de Santé,Jupudera,hltfac_574A2D7C51
Ituri,Mahagi,Jupudera,,Site Soin Communautaire,Jupukengo,hltfac_05B506CFBE
Ituri,Mahagi,Jupudera,,Poste de Santé,Kudikoka,hltfac_DB0178D869
Ituri,Mahagi,Kabasa,,Poste de Santé,Juparyeza,hltfac_8FD53520CA
