province,osm_type,osm_id,name,amenity,healthcare,operator,lat,lon
Nord-Kivu,node,13846862746,CS BUKUNUNU,doctors,centre,"",-0.371983,29.348478
Nord-Kivu,node,6374000551,CS BUNYUKA,doctors,centre,"",0.1491583,29.370275
Nord-Kivu,node,13846862890,CS BUNYUKA,doctors,centre,"",0.1491583,29.370275
Nord-Kivu,node,7057690592,CS Bulongo,doctors,"","",0.325484,29.6779392
Nord-Kivu,node,6374000546,CS CCLK,doctors,centre,"",-1.63438,29.16702
Nord-Kivu,node,13846852570,CS CCLK,doctors,centre,"",-1.63438,29.16702
Nord-Kivu,node,6374000539,CS ISONGA,doctors,centre,"",0.158517,29.431197
Nord-Kivu,node,13846862885,CS ISONGA,doctors,centre,"",0.158517,29.431197
Nord-Kivu,node,13846863141,CS ISONGA,doctors,centre,"",0.186823,29.488346
Nord-Kivu,node,6374000538,CS IVATAMA,doctors,centre,"",0.0136317,29.2488817
Nord-Kivu,node,13846862868,CS IVATAMA,doctors,centre,"",0.0136317,29.2488817
Nord-Kivu,node,6374000536,CS KAGHERI,doctors,centre,"",-0.2195714,29.125088
Nord-Kivu,node,13846862747,CS KAGHERI,doctors,centre,"",-0.2195714,29.125088
Nord-Kivu,node,6374000534,CS KALENGEHYA,doctors,centre,"",0.033716,29.38715
Nord-Kivu,node,13846862871,CS KALENGEHYA,doctors,centre,"",0.033716,29.38715
Nord-Kivu,node,13846862745,CS KALIMBA,doctors,centre,"",-0.3654317,29.3117282
Nord-Kivu,node,13846862873,CS KALIVULI,doctors,centre,"",0.03363,29.5094916
Nord-Kivu,node,6374000526,CS KASALALA,doctors,centre,"",-0.1449767,29.2468817
Nord-Kivu,node,13846862810,CS KASALALA,doctors,centre,"",-0.1449767,29.2468817
Nord-Kivu,node,6374000523,CS KASISI,doctors,centre,"",-0.037517,29.438842
Nord-Kivu,node,13846862797,CS KASISI,doctors,centre,"",-0.037517,29.438842
Nord-Kivu,node,13846862878,CS KASISI,doctors,centre,"",0.0640494,29.5174053
Nord-Kivu,node,13846863135,CS KASITU,doctors,centre,"",0.2082109,29.3390638
Nord-Kivu,node,6374000520,CS KASONGWERE,doctors,centre,"",-0.068348,29.397009
Nord-Kivu,node,13846862802,CS KASONGWERE,doctors,centre,"",-0.068348,29.397009
Nord-Kivu,node,6374000519,CS KASUGHO,doctors,centre,"",-0.2554717,29.0031383
Nord-Kivu,node,13846862754,CS KASUGHO,doctors,centre,"",-0.2554717,29.0031383
Nord-Kivu,node,13846863137,CS KATANDA,doctors,centre,"",0.230397,29.424092
Nord-Kivu,node,6374000516,CS KATIRI,doctors,centre,"",-0.0292317,29.3900433
Nord-Kivu,node,13846862809,CS KATIRI,doctors,centre,"",-0.0292317,29.3900433
Nord-Kivu,node,6374000515,CS KATOLO,doctors,centre,"",0.00688,29.24609
Nord-Kivu,node,13846862849,CS KATOLO,doctors,centre,"",0.00688,29.24609
Nord-Kivu,node,6374000512,CS KIGHALI,doctors,centre,"",0.0826183,29.3774417
Nord-Kivu,node,13846862877,CS KIGHALI,doctors,centre,"",0.0826183,29.3774417
Nord-Kivu,node,6374000510,CS KIMBULU,doctors,centre,"",-0.057358,29.230434
Nord-Kivu,node,13846862785,CS KIMBULU,doctors,centre,"",-0.057358,29.230434
Nord-Kivu,node,13846862879,CS KIRINDERA,doctors,centre,"",0.034145,29.4421217
Nord-Kivu,node,13846862876,CS KIRINDERA CBCEA,doctors,centre,"",0.0331517,29.4531117
Nord-Kivu,node,13846862757,CS KISAKA,doctors,centre,"",-0.287368,29.444307
Nord-Kivu,node,13846862769,CS KISIMA,doctors,centre,"",-0.3044954,29.377392
Nord-Kivu,node,13846862781,CS KITEMBE,doctors,centre,"",-0.056118,29.302112
Nord-Kivu,node,13846862881,CS KIVUWE,doctors,centre,"",0.000603,29.501656
Nord-Kivu,node,13846862869,CS KYANGENDI,doctors,centre,"",0.001015,29.526607
Nord-Kivu,node,8604777510,CS Kahondo,hospital,"","",0.63232,29.9261333
Nord-Kivu,node,8604775653,CS Kamango,hospital,"","",0.6642815,29.8875404
Nord-Kivu,way,1156965781,CS Kibati,doctors,doctor,"",-1.2925151,28.6155689
Nord-Kivu,way,1516636675,CS Kibati,doctors,doctor,"",-1.2925151,28.6155689
Nord-Kivu,node,7057690551,CS Kotokoli,doctors,"","",0.3274784,29.6724338
Nord-Kivu,node,6374000491,CS LUKANGA,doctors,centre,"",-0.1048551,29.2612872
Nord-Kivu,node,13846862794,CS LUKANGA,doctors,centre,"",-0.1048551,29.2612872
Nord-Kivu,node,13846862791,CS LUOTU,doctors,centre,"",-0.01674,29.348077
Nord-Kivu,node,6374000487,CS MABAMBI,doctors,centre,"",0.0728317,29.12288
Nord-Kivu,node,13846862844,CS MABAMBI,doctors,centre,"",0.0728317,29.12288
Nord-Kivu,node,6374000382,CS MAGHERYA,doctors,centre,"",-0.0537014,29.3553033
Nord-Kivu,node,13846862801,CS MAGHERYA,doctors,centre,"",-0.0537014,29.3553033
Nord-Kivu,node,13846862775,CS MASERKA,doctors,centre,"",-0.133333,29.333334
Nord-Kivu,node,6374000367,CS MASUMO,doctors,centre,"",-0.0323445,29.148266
Nord-Kivu,node,13846862818,CS MASUMO,doctors,centre,"",-0.0323445,29.148266
Nord-Kivu,node,13846862774,CS MIHAKE,doctors,centre,"",-0.0129876,29.3136069
Nord-Kivu,node,6374000359,CS MIRINGATE,doctors,centre,"",-0.166667,29.466667
Nord-Kivu,node,13846862779,CS MIRINGATE,doctors,centre,"",-0.166667,29.466667
Nord-Kivu,node,13846862760,CS MUBANA,doctors,centre,"",-0.282753,29.41232
Nord-Kivu,node,6374000352,CS MULO,doctors,centre,"",-0.166667,29.266667
Nord-Kivu,node,13846862807,CS MULO,doctors,centre,"",-0.166667,29.266667
Nord-Kivu,node,6374000351,CS MUMOLE,doctors,centre,"",0.2142855,29.3890384
Nord-Kivu,node,13846863150,CS MUMOLE,doctors,centre,"",0.2142855,29.3890384
Nord-Kivu,node,13846862728,CS MUSEYA,doctors,centre,"",-0.079745,29.5322633
Nord-Kivu,node,13846863144,CS MUTENDERO,doctors,centre,"",0.225039,29.490446
Nord-Kivu,node,12965992842,CS Mungazi,doctors,doctor,"",-1.2640325,28.5545559
Nord-Kivu,node,13846862648,CS Mungazi,doctors,doctor,"",-1.2640325,28.5545559
Nord-Kivu,node,6374000339,CS NGITSE,doctors,centre,"",-0.096965,29.388103
Nord-Kivu,node,13846862787,CS NGITSE,doctors,centre,"",-0.096965,29.388103
Nord-Kivu,node,6374000336,CS NYABILI,doctors,centre,"",-0.143555,29.317823
Nord-Kivu,node,13846862790,CS NYABILI,doctors,centre,"",-0.143555,29.317823
Nord-Kivu,node,13846862782,CS RWESE,doctors,centre,"",-0.062176,29.255177
Nord-Kivu,node,6374000319,CS VAYANA,doctors,centre,"",-0.0176483,29.4098833
Nord-Kivu,node,13846862776,CS VAYANA,doctors,centre,"",-0.0176483,29.4098833
Nord-Kivu,node,6374000317,CS VUHALIHYA,doctors,centre,"",0.000825,29.1343867
Nord-Kivu,node,13846862839,CS VUHALIHYA,doctors,centre,"",0.000825,29.1343867
Nord-Kivu,node,6374000315,CS VUHOVI,doctors,centre,"",0.123455,29.37052
Nord-Kivu,node,13846862891,CS VUHOVI,doctors,centre,"",0.123455,29.37052
Nord-Kivu,node,13846862764,CS VUKENDO,doctors,centre,"",-0.337501,29.399091
Nord-Kivu,node,13846862883,CS VULAMBAYIRI,doctors,centre,"",0.0049833,29.412135
Nord-Kivu,node,6374000308,CS VUNYAKONDOMI,doctors,centre,"",-0.1888479,29.3508118
Nord-Kivu,node,13846862756,CS VUNYAKONDOMI,doctors,centre,"",-0.1888479,29.3508118
Nord-Kivu,node,6374000305,CS VUSAMBA,doctors,centre,"",0.018984,29.158085
Nord-Kivu,node,13846862843,CS VUSAMBA,doctors,centre,"",0.018984,29.158085
Nord-Kivu,node,6374000304,CS VUSAYI,doctors,centre,"",0.0178533,29.06877
Nord-Kivu,node,13846862835,CS VUSAYI,doctors,centre,"",0.0178533,29.06877
Nord-Kivu,node,6374000298,CS VUTUMBE,doctors,centre,"",0.0717041,28.963899
Nord-Kivu,node,13846862832,CS VUTUMBE,doctors,centre,"",0.0717041,28.963899
Nord-Kivu,node,6374000296,CS VUYINGA,doctors,centre,"",0.056665,29.0510167
Nord-Kivu,node,13846862821,CS VUYINGA,doctors,centre,"",0.056665,29.0510167
Nord-Kivu,node,6374000295,CS VYAKUNO,doctors,centre,"",0.052688,29.410827
Nord-Kivu,node,13846862875,CS VYAKUNO,doctors,centre,"",0.052688,29.410827
Nord-Kivu,node,6374000302,CS Vusorongi,doctors,centre,"",-0.0417,29.49069
Nord-Kivu,node,13846862793,CS Vusorongi,doctors,centre,"",-0.0417,29.49069
Nord-Kivu,node,6374000292,CSR BULAMBO,doctors,centre,"",0.2053695,29.4185644
Nord-Kivu,node,13846863142,CSR BULAMBO,doctors,centre,"",0.2053695,29.4185644
Nord-Kivu,node,13846862755,CSR KAGHULI,doctors,centre,"",-0.244749,29.420651
Nord-Kivu,node,6374000287,CSR KASIMA,doctors,centre,"",-0.235425,29.23316
Nord-Kivu,node,13846862759,CSR KASIMA,doctors,centre,"",-0.235425,29.23316
Nord-Kivu,node,6374000286,CSR KATOLO,doctors,centre,"",-0.221755,29.030738
Nord-Kivu,node,13846862748,CSR KATOLO,doctors,centre,"",-0.221755,29.030738
Nord-Kivu,node,13846862765,CSR KIRIKIRI,doctors,centre,"",-0.2802216,29.2900766
Nord-Kivu,node,6373999482,CSR KYAVINYONGE,doctors,centre,"",-0.150035,29.55719
Nord-Kivu,node,13846862724,CSR KYAVINYONGE,doctors,centre,"",-0.150035,29.55719
Nord-Kivu,node,6373999480,CSR MUKONGO,doctors,centre,"",0.02809,29.10508
Nord-Kivu,node,13846862840,CSR MUKONGO,doctors,centre,"",0.02809,29.10508
Nord-Kivu,node,12211725397,CdS Kabizo,clinic,"","",-1.1650797,29.2300417
Nord-Kivu,node,13846862708,CdS Kabizo,clinic,"","",-1.1650797,29.2300417
Nord-Kivu,node,12216281711,CdS Kishishe,clinic,"","",-1.0302328,29.2207994
Nord-Kivu,node,13846862710,CdS Kishishe,clinic,"","",-1.0302328,29.2207994
Nord-Kivu,node,12211669090,Cds Mushababwe,clinic,"","",-1.122904,29.1971559
Nord-Kivu,node,13846862707,Cds Mushababwe,clinic,"","",-1.122904,29.1971559
Nord-Kivu,node,7331759549,Centre De Santé Bunagana,doctors,"","",-1.2984427,29.5923993
Nord-Kivu,node,7331759552,Centre De Santé De Référence Bugusa,doctors,"","",-1.29804,29.5469617
Nord-Kivu,node,7331759547,Centre De Santé Kabonero,doctors,"","",-1.3180083,29.5528783
Nord-Kivu,node,13846863166,Centre De Santé Kasebere,doctors,"","",0.415548,29.2906883
Nord-Kivu,node,7331759553,Centre De Santé Thsengerero,doctors,"","",-1.2762772,29.5534378
Nord-Kivu,node,13846862972,Centre Hospitalier Afya Bora,clinic,nurse,"",0.1127999,29.2929382
Nord-Kivu,node,9076996082,Centre Hospitalier All the Same,hospital,"","",0.0803368,29.3082058
Nord-Kivu,node,13846862930,Centre Hospitalier Americano,clinic,"","",0.1076328,29.3371656
Nord-Kivu,node,13846862940,Centre Hospitalier Anuarite,clinic,"","",0.1171163,29.3170866
Nord-Kivu,node,13846863097,Centre Hospitalier Anuarite,doctors,"","",0.1560688,29.3206355
Nord-Kivu,node,13846863123,Centre Hospitalier Baraka,clinic,"","",0.1368862,29.2650624
Nord-Kivu,node,13846863124,Centre Hospitalier Baraka II,clinic,"","",0.1369102,29.2667717
Nord-Kivu,node,13846862896,Centre Hospitalier Bethel,clinic,"","",0.1029833,29.28386
Nord-Kivu,node,13846863128,Centre Hospitalier Butuhe,doctors,"","",0.2133236,29.2754799
Nord-Kivu,node,13846863087,Centre Hospitalier Bwira,doctors,"","",0.1426746,29.3233467
Nord-Kivu,node,13846863030,Centre Hospitalier CBCA,clinic,"",Communauté des Eglises Baptistes au Centre de l'Afrique,0.1304729,29.289324
Nord-Kivu,node,13846862915,Centre Hospitalier CEMEBU,clinic,hospital,"",0.0999748,29.3038484
Nord-Kivu,way,1005497282,Centre Hospitalier Carl Becker,clinic,"","",0.4991581,29.4723527
Nord-Kivu,way,258938423,Centre Hospitalier Cmak,hospital,hospital,"",-1.6781693,29.2167179
Nord-Kivu,node,9139918686,Centre Hospitalier Coeur Immaculé,clinic,"","",0.1012706,29.2914618
Nord-Kivu,node,13846863306,Centre Hospitalier Col Vumbi,clinic,"","",0.7052184,29.5126385
Nord-Kivu,way,1516636687,Centre Hospitalier Dieu Merci,clinic,"","",0.1402816,29.3168687
Nord-Kivu,node,13846863089,Centre Hospitalier Don Beni,doctors,"","",0.1496677,29.3159495
Nord-Kivu,node,13846862971,Centre Hospitalier El Rapha,clinic,hospital,"",0.11798,29.2996783
Nord-Kivu,node,6374058438,Centre Hospitalier Emanuel Dalzon,hospital,hospital,"",0.4949573,29.4666467
Nord-Kivu,node,6374058407,Centre Hospitalier Emmanuel d'Alzon,doctors,hospital,"",0.095735,29.32796
Nord-Kivu,node,9602600906,Centre Hospitalier Emmanuel d'Alzon,hospital,"",private,0.0959365,29.3279766
Nord-Kivu,node,13846862935,Centre Hospitalier Emmanuel d'Alzon,doctors,hospital,"",0.095735,29.32796
Nord-Kivu,node,13846863039,Centre Hospitalier FEPSI,clinic,"",Farmamundi,0.1325573,29.2858091
Nord-Kivu,node,13846862977,Centre Hospitalier Faraja,clinic,"","",0.11295,29.2925483
Nord-Kivu,node,13846862916,Centre Hospitalier Furaha,clinic,"","",0.1080479,29.2866448
Nord-Kivu,way,479568883,Centre Hospitalier Guerison Divine,clinic,"","",-1.6168552,29.1509779
Nord-Kivu,way,480884065,Centre Hospitalier Heshima,hospital,hospital,"",-1.6530805,29.1769346
Nord-Kivu,way,792888385,Centre Hospitalier Heshima Letu,clinic,hospital,"",0.1365531,29.2965311
Nord-Kivu,way,1516636690,Centre Hospitalier Heshima Letu,clinic,hospital,"",0.1365531,29.2965311
Nord-Kivu,node,13846863172,Centre Hospitalier Kabasha,doctors,centre,"",0.38331,29.3752
Nord-Kivu,node,7769529097,Centre Hospitalier Katali,hospital,"",Prive,0.1164446,29.2742779
Nord-Kivu,node,13846863126,Centre Hospitalier Kivetya,clinic,centre,"",0.21441,29.31827
Nord-Kivu,node,13846863075,Centre Hospitalier Kivika,doctors,centre,"",0.1503822,29.2939458
Nord-Kivu,way,649544662,Centre Hospitalier Kyeshero,hospital,"","",-1.6610393,29.1833963
Nord-Kivu,node,13846862966,Centre Hospitalier La Fidélité,doctors,"","",0.1306072,29.3151656
Nord-Kivu,node,13846863305,Centre Hospitalier La Grace,clinic,"","",0.7041364,29.5107497
Nord-Kivu,node,13846862967,Centre Hospitalier Laborne,doctors,"","",0.1208623,29.3342724
Nord-Kivu,node,13846862960,Centre Hospitalier Le Bon Berger,clinic,"","",0.1201364,29.3116986
Nord-Kivu,node,13846863274,Centre Hospitalier Le Rohe,clinic,"","",0.695999,29.5060043
Nord-Kivu,node,13846863070,Centre Hospitalier Luna,clinic,hospital,"",0.1519391,29.2966031
Nord-Kivu,node,9158473673,Centre Hospitalier Maboya,hospital,"","",0.2956774,29.3413281
Nord-Kivu,node,13846863157,Centre Hospitalier Mabuku,doctors,"","",0.3246131,29.2983638
Nord-Kivu,node,13846863105,Centre Hospitalier Maghombi,clinic,"","",0.1728708,29.3112311
Nord-Kivu,node,9097966935,Centre Hospitalier Mahamba,clinic,"","",0.1020725,29.2835682
Nord-Kivu,node,13846863016,Centre Hospitalier Makasi,clinic,"","",0.1295211,29.292123
Nord-Kivu,node,13846863067,Centre Hospitalier Mama Musayi,clinic,hospital,"",0.1384457,29.2839773
Nord-Kivu,way,658395717,Centre Hospitalier Masiki,hospital,"","",0.120417,29.3004962
Nord-Kivu,way,985811973,Centre Hospitalier Matanda,clinic,"","",0.123403,29.2946148
Nord-Kivu,node,13846863095,Centre Hospitalier Muchanga,doctors,"","",0.1683617,29.3244839
Nord-Kivu,node,13846862974,Centre Hospitalier Muchungaji Mwema,clinic,"","",0.1129692,29.3074733
Nord-Kivu,way,193316890,Centre Hospitalier Muungano La Ressurection,hospital,hospital,"",-1.6545331,29.2096454
Nord-Kivu,way,1516636662,Centre Hospitalier Muungano La Ressurection,hospital,hospital,"",-1.6545331,29.2096454
Nord-Kivu,node,13846863115,Centre Hospitalier Mwangaza,clinic,"","",0.1645559,29.2832848
Nord-Kivu,node,13846863080,Centre Hospitalier Ngote,clinic,nurse,"",0.135535,29.3179587
Nord-Kivu,way,653728668,Centre Hospitalier Notre-Dame d'Afrique,hospital,hospital,"",-1.6643757,29.2255848
Nord-Kivu,node,13846863077,Centre Hospitalier PNC Butembo,doctors,"","",0.1409667,29.2811017
Nord-Kivu,way,792887964,Centre Hospitalier Paida,hospital,hospital,"",0.4824863,29.4972988
Nord-Kivu,node,13846863074,Centre Hospitalier Père Morand Kleiber,doctors,nurse,"",0.13686,29.2813617
Nord-Kivu,node,13846863032,Centre Hospitalier SILOE,clinic,"","",0.1360088,29.294715
Nord-Kivu,node,13846863088,Centre Hospitalier Saint Ambroise,doctors,nurse;vaccination_centre,"",0.1413017,29.31747
Nord-Kivu,way,653650249,Centre Hospitalier Saint Camille,clinic,"","",0.1688472,29.2970983
Nord-Kivu,way,654883850,Centre Hospitalier Saint Luc,clinic,yes,"",0.1184733,29.3230026
Nord-Kivu,way,796892586,Centre Hospitalier Saint Pierre,hospital,hospital,"",0.4956983,29.4713894
Nord-Kivu,node,6374102312,Centre Hospitalier Saint Thomas,hospital,nurse,"",0.0801,29.314117
Nord-Kivu,way,792561668,Centre Hospitalier Sainte Famille,clinic,hospital,"",0.1305165,29.320417
Nord-Kivu,node,13846863182,Centre Hospitalier Shamamba,clinic,nurse,"",0.476055,29.4476617
Nord-Kivu,node,13846862893,Centre Hospitalier Taraja,clinic,hospital,"",0.1019,29.29575
Nord-Kivu,way,1516636684,Centre Hospitalier UOR,clinic,hospital,"",0.1500631,29.2933754
Nord-Kivu,way,796948425,Centre Hospitalier Vukaka,clinic,hospital,"",0.0848242,29.2969968
Nord-Kivu,node,13846862905,Centre Hospitalier Vukanga,clinic,hospital,"",0.09446,29.27786
Nord-Kivu,node,13846862852,Centre Hospitalier Vutuli,clinic,hospital,"",0.0834417,29.3194717
Nord-Kivu,node,13846863076,Centre Hospitalier Wanamahika,doctors,centre,"",0.138333,29.2995
Nord-Kivu,node,6374058431,Centre Hospitalier de Gloire,hospital,hospital,"",0.515284,29.4427473
Nord-Kivu,node,7772337957,Centre Hospitalier de Kitsombiro,hospital,"",Privée,-0.2788973,29.2001172
Nord-Kivu,way,1516636691,Centre Hospitalier la Brèche,clinic,hospital,"",0.1415868,29.2993084
Nord-Kivu,node,13846863054,Centre Hospitalier la Charité,clinic,hospital,"",0.134165,29.2684417
Nord-Kivu,way,1516636682,Centre Hospitalier la Guérison,clinic,"","",0.1313725,29.2927988
Nord-Kivu,node,13846863238,Centre Hospitalier la Neige,clinic,"","",0.4946534,29.4882428
Nord-Kivu,node,13846862975,Centre HospitalierARESCEPROMEN,clinic,"","",0.1099134,29.2955721
Nord-Kivu,node,9084148545,Centre Hospiter Espoir du Graben,hospital,"","",0.1036619,29.3027837
Nord-Kivu,node,6151303008,Centre Medical Bareb,clinic,"","",-1.6548558,29.2011324
Nord-Kivu,node,13846862537,Centre Medical Bareb,clinic,"","",-1.6548558,29.2011324
Nord-Kivu,node,13882598302,Centre Medical Canaan,hospital,"","",0.4839046,29.4629574
Nord-Kivu,node,13846863193,Centre Medical Evangelique Nyakunde,clinic,"","",0.4877619,29.4679217
Nord-Kivu,node,13846863176,Centre Medical Evangelique Nyakunde Sose,clinic,"","",0.4729117,29.4332458
Nord-Kivu,node,13846863242,Centre Medical Gabaon,clinic,"","",0.5163819,29.4687173
Nord-Kivu,node,11025458141,Centre Medical Grand Samaritain,hospital,hospital,"",-1.6646144,29.2159381
Nord-Kivu,node,13846862503,Centre Medical Grand Samaritain,hospital,hospital,"",-1.6646144,29.2159381
Nord-Kivu,node,13846863177,Centre Medical Kitsa,clinic,"","",0.449255,29.4201583
Nord-Kivu,node,6123238010,Centre Medicale Armani /UDPR,clinic,"","",-1.6557419,29.2131869
Nord-Kivu,node,13846862514,Centre Medicale Armani /UDPR,clinic,"","",-1.6557419,29.2131869
Nord-Kivu,node,13846863195,Centre Medicale Ruwenzori,clinic,centre,"",0.4925141,29.4789025
Nord-Kivu,node,13846863228,Centre Medicale Santé d'Afrique,doctors,nurse,"",0.4975401,29.4815132
Nord-Kivu,node,13846863159,Centre Medico Chirurgical Bora,clinic,"","",0.508562,29.143164
Nord-Kivu,node,13846863217,Centre Medico Chirurgical Mapendo/ Dokotolo,clinic,"","",0.5009508,29.4540387
Nord-Kivu,node,13846863160,Centre Medico Chirurgical cantine,clinic,"","",0.50885,29.14314
Nord-Kivu,node,7149742204,Centre Médical,clinic,"","",-1.6454344,29.2125446
Nord-Kivu,node,13846862606,Centre Médical,clinic,"","",-1.6454344,29.2125446
Nord-Kivu,node,7149709368,Centre Médical Afia Yetu,clinic,"","",-1.6412727,29.2005873
Nord-Kivu,node,13846862590,Centre Médical Afia Yetu,clinic,"","",-1.6412727,29.2005873
Nord-Kivu,node,7149726343,Centre Médical Akiba,clinic,"","",-1.6350659,29.2052771
Nord-Kivu,node,13846862595,Centre Médical Akiba,clinic,"","",-1.6350659,29.2052771
Nord-Kivu,node,13846862490,Centre Médical Alanine,hospital,"","",-1.6623964,29.2040315
Nord-Kivu,node,13846863064,Centre Médical Alanine,clinic,"","",0.1423256,29.2939653
Nord-Kivu,node,7149735275,Centre Médical Amkeni Kadjudu,clinic,"","",-1.6449149,29.209232
Nord-Kivu,node,13846862610,Centre Médical Amkeni Kadjudu,clinic,"","",-1.6449149,29.209232
Nord-Kivu,node,7149706190,Centre Médical Balume,clinic,"","",-1.648516,29.1995888
Nord-Kivu,node,13846862533,Centre Médical Balume,clinic,"","",-1.648516,29.1995888
Nord-Kivu,node,13846863072,Centre Médical Belle Vue,clinic,"","",0.1327776,29.2914079
Nord-Kivu,node,13846862562,Centre Médical Bisengimana,clinic,"","",-1.6685306,29.2313851
Nord-Kivu,node,6151228893,Centre Médical Bonjour,clinic,"","",-1.6520413,29.2309163
Nord-Kivu,node,13846862569,Centre Médical Bonjour,clinic,"","",-1.6520413,29.2309163
Nord-Kivu,node,13846863029,Centre Médical Bénédiction,clinic,"",privé,0.1310577,29.2871191
Nord-Kivu,node,13846862567,Centre Médical Chirugical Goma,clinic,"","",-1.6686292,29.2298958
Nord-Kivu,node,13846862991,Centre Médical Chirurgical Luvika II,clinic,"","",0.123796,29.2907081
Nord-Kivu,way,483414144,Centre Médical Dieu Guérit,clinic,"","",-1.638199,29.1926681
Nord-Kivu,way,296469558,Centre Médical Dieu Merci,clinic,"","",-1.6416424,29.1988127
Nord-Kivu,way,1516636670,Centre Médical Dieu Merci,clinic,"","",-1.6416424,29.1988127
Nord-Kivu,node,13846862565,Centre Médical Dimajelo,clinic,"","",-1.6679307,29.2291045
Nord-Kivu,node,13846862423,Centre Médical Eben Ezer,clinic,"","",-1.6736347,29.2245649
Nord-Kivu,way,485956930,Centre Médical Eden Sante,clinic,"","",-1.6394595,29.1958916
Nord-Kivu,node,13846862933,Centre Médical Juhudi,clinic,"","",0.1041729,29.3291891
Nord-Kivu,node,13846863264,Centre Médical Jérusalem,clinic,"","",0.5120339,29.4365525
Nord-Kivu,node,13846862422,Centre Médical Kacha,clinic,"","",-1.6760839,29.2253528
Nord-Kivu,node,7149735324,Centre Médical Kratos,clinic,"","",-1.6464927,29.2123139
Nord-Kivu,node,13846862604,Centre Médical Kratos,clinic,"","",-1.6464927,29.2123139
Nord-Kivu,node,9081665224,Centre Médical La Famille,hospital,"","",0.1185934,29.2983733
Nord-Kivu,node,13846862498,Centre Médical La Famille,clinic,"","",-1.6619077,29.2106435
Nord-Kivu,way,765558903,Centre Médical Marita Malkia was Amani,clinic,"","",-1.651123,29.1955889
Nord-Kivu,node,13846862566,Centre Médical Mont Sinai,clinic,"","",-1.669589,29.2277835
Nord-Kivu,node,7149799217,Centre Médical Mungu Iko,clinic,"","",-1.6508462,29.1988626
Nord-Kivu,node,13846862529,Centre Médical Mungu Iko,clinic,"","",-1.6508462,29.1988626
Nord-Kivu,node,7149623588,Centre Médical Musamariya Mwema,clinic,"","",-1.6483065,29.2030522
Nord-Kivu,node,13846862510,Centre Médical Musamariya Mwema,clinic,"","",-1.6483065,29.2030522
Nord-Kivu,node,13846862931,Centre Médical Notre Secours,clinic,"","",0.1029773,29.3200371
Nord-Kivu,node,13846862499,Centre Médical Pamed,clinic,"","",-1.6622579,29.2084076
Nord-Kivu,node,13846862968,Centre Médical Sacré Coeur de Jésus,clinic,centre,"",0.1192971,29.271735
Nord-Kivu,node,13846863180,Centre Médical Safina,clinic,"","",0.4708236,29.4698235
Nord-Kivu,node,7149618809,Centre Médical Saint Velentain,clinic,"","",-1.6411339,29.2044671
Nord-Kivu,node,13846862579,Centre Médical Saint Velentain,clinic,"","",-1.6411339,29.2044671
Nord-Kivu,node,6286283017,Centre Médical Sainte Elizabeth,clinic,"","",-1.6623749,29.2416143
Nord-Kivu,node,13846862564,Centre Médical Sainte Elizabeth,clinic,"","",-1.6623749,29.2416143
Nord-Kivu,node,7149711202,Centre Médical Selema la Santé,clinic,"","",-1.6485431,29.2005832
Nord-Kivu,node,13846862528,Centre Médical Selema la Santé,clinic,"","",-1.6485431,29.2005832
Nord-Kivu,node,7149585575,Centre Médical Siloe,clinic,"","",-1.6467106,29.2192937
Nord-Kivu,node,13846862589,Centre Médical Siloe,clinic,"","",-1.6467106,29.2192937
Nord-Kivu,node,13846862467,Centre Médical Snel Mabanga,clinic,"","",-1.6765825,29.2210606
Nord-Kivu,node,13846863078,Centre Médical Sonogho,clinic,"","",0.1343114,29.3337492
Nord-Kivu,node,7149708346,Centre Médical Tout eat Grace,clinic,"","",-1.6383187,29.2037496
Nord-Kivu,node,13846862600,Centre Médical Tout eat Grace,clinic,"","",-1.6383187,29.2037496
Nord-Kivu,node,6151228894,Centre Médical Tumaini Masanza,clinic,"","",-1.6521405,29.2313589
Nord-Kivu,node,13846862568,Centre Médical Tumaini Masanza,clinic,"","",-1.6521405,29.2313589
Nord-Kivu,node,7149713520,Centre Médical Uhakika,clinic,"","",-1.6379829,29.1932407
Nord-Kivu,node,13846862586,Centre Médical Uhakika,clinic,"","",-1.6379829,29.1932407
Nord-Kivu,node,13846863061,Centre Médical Umoja,clinic,"","",0.1339781,29.2951811
Nord-Kivu,node,6151395959,Centre Médical Ushindi,clinic,"","",-1.6591606,29.2320546
Nord-Kivu,node,13846862559,Centre Médical Ushindi,clinic,"","",-1.6591606,29.2320546
Nord-Kivu,node,13846862531,Centre Médical Vuhe,clinic,"","",-1.6512269,29.1956835
Nord-Kivu,node,9186543969,Centre Médical la Guérison Divin,clinic,"","",0.5069808,29.4250174
Nord-Kivu,node,13846863263,Centre Médical la Guérison Divin,clinic,"","",0.5069808,29.4250174
Nord-Kivu,node,13846863237,Centre Médical la Neige,clinic,"","",0.4946872,29.4881882
Nord-Kivu,way,640676132,Centre Médical le Chirurgical Don Divin,clinic,hospital,"",0.1687169,29.3093589
Nord-Kivu,node,13846862416,Centre Médical Évangélique,hospital,"","",-1.6730177,29.2332966
Nord-Kivu,way,653728667,Centre Médicale CBCE Signers,clinic,"","",-1.6786872,29.2330212
Nord-Kivu,node,13846863090,Centre Médico Chirurgical De l'Espoir,clinic,"","",0.1595993,29.3118701
Nord-Kivu,node,13846863082,Centre Médico Chirurgical Kalengere,clinic,"","",0.1487799,29.3225963
